,age,job,marital,education,age_scaled,cluster,deposit,loan,housing,total_products_bought
1003,45,technician,married,secondary,0.3131856908459825,1,1,0,1,2
1004,47,self-employed,married,secondary,0.48063769266236334,1,1,1,1,3
1005,35,management,divorced,tertiary,-0.5240743182359214,2,1,1,0,2
1006,36,services,married,secondary,-0.440348317327731,1,1,0,1,2
1007,33,technician,married,tertiary,-0.6915263200523022,2,1,0,0,1
1008,30,blue-collar,married,secondary,-0.9427043227768733,1,1,1,1,3
1009,32,services,single,secondary,-0.7752523209604926,3,1,0,1,2
1010,45,entrepreneur,married,tertiary,0.3131856908459825,2,1,0,1,2
1011,47,services,married,secondary,0.48063769266236334,1,1,0,0,1
1012,46,technician,married,tertiary,0.39691169175417296,2,1,0,0,1
1013,39,unemployed,single,tertiary,-0.1891703146031598,2,1,0,1,2
1014,30,services,married,secondary,-0.9427043227768733,3,1,0,1,2
1015,45,self-employed,married,secondary,0.3131856908459825,1,1,0,0,1
1016,43,blue-collar,married,secondary,0.14573368902960177,1,1,1,1,3
1017,53,blue-collar,married,primary,0.9829936981115057,0,1,0,1,2
1018,43,technician,married,tertiary,0.14573368902960177,2,1,0,1,2
1019,54,management,divorced,secondary,1.066719699019696,0,1,0,1,2
1020,30,blue-collar,single,secondary,-0.9427043227768733,3,1,0,1,2
1021,30,admin.,married,secondary,-0.9427043227768733,3,1,0,0,1
1022,36,management,single,tertiary,-0.440348317327731,2,1,1,0,2
1023,33,management,married,tertiary,-0.6915263200523022,2,1,0,0,1
1024,38,entrepreneur,married,tertiary,-0.2728963155113502,2,1,0,1,2
1025,37,technician,divorced,secondary,-0.3566223164195406,3,1,1,1,3
1026,32,services,married,secondary,-0.7752523209604926,3,1,0,1,2
1027,59,technician,divorced,secondary,1.485349703560648,0,1,0,0,1
1028,59,retired,married,secondary,1.485349703560648,0,1,0,0,1
1029,46,admin.,divorced,secondary,0.39691169175417296,1,1,0,0,1
1030,32,blue-collar,single,primary,-0.7752523209604926,3,1,0,1,2
1031,52,entrepreneur,single,tertiary,0.8992676972033152,0,1,0,1,2
1032,45,blue-collar,married,primary,0.3131856908459825,1,1,0,1,2
1033,52,blue-collar,married,secondary,0.8992676972033152,1,1,1,0,2
1034,31,blue-collar,married,tertiary,-0.858978321868683,2,1,0,0,1
1035,31,unemployed,married,secondary,-0.858978321868683,3,1,0,1,2
1036,39,technician,single,secondary,-0.1891703146031598,3,1,0,0,1
1037,35,blue-collar,married,secondary,-0.5240743182359214,1,1,0,1,2
1038,33,services,married,secondary,-0.6915263200523022,1,1,1,0,2
1039,50,blue-collar,married,primary,0.7318156953869345,1,1,0,1,2
1040,36,management,married,tertiary,-0.440348317327731,2,1,0,0,1
1041,34,admin.,single,tertiary,-0.6078003191441118,2,1,0,1,2
1042,46,blue-collar,divorced,primary,0.39691169175417296,1,1,0,1,2
1043,47,technician,married,secondary,0.48063769266236334,1,1,0,0,1
1044,39,admin.,single,secondary,-0.1891703146031598,1,1,1,1,3
1045,31,self-employed,single,tertiary,-0.858978321868683,3,1,0,0,1
1046,41,management,single,tertiary,-0.02171831278677903,2,1,0,0,1
1047,59,management,married,tertiary,1.485349703560648,0,1,0,0,1
1048,39,management,divorced,tertiary,-0.1891703146031598,2,1,0,0,1
1049,48,housemaid,married,primary,0.5643636935705537,1,1,0,0,1
1050,50,admin.,married,secondary,0.7318156953869345,1,1,0,0,1
1051,31,admin.,single,secondary,-0.858978321868683,3,1,0,1,2
1052,30,services,single,secondary,-0.9427043227768733,3,1,0,1,2
1053,31,management,married,secondary,-0.858978321868683,2,1,0,1,2
1054,30,technician,married,secondary,-0.9427043227768733,3,1,0,1,2
1055,34,blue-collar,single,secondary,-0.6078003191441118,3,1,0,1,2
1056,53,blue-collar,married,secondary,0.9829936981115057,0,1,0,1,2
1057,34,blue-collar,married,primary,-0.6078003191441118,1,1,0,1,2
1058,57,management,married,tertiary,1.3178977017442672,0,1,0,0,1
1059,41,services,single,secondary,-0.02171831278677903,1,1,0,0,1
1060,40,admin.,married,primary,-0.10544431369496943,1,1,1,1,3
1061,37,admin.,divorced,secondary,-0.3566223164195406,1,1,0,1,2
1062,31,management,married,tertiary,-0.858978321868683,2,1,0,1,2
1063,58,management,married,tertiary,1.4016237026524576,0,1,0,0,1
1064,39,unemployed,married,secondary,-0.1891703146031598,1,1,0,0,1
1065,47,technician,married,secondary,0.48063769266236334,1,1,1,0,2
1066,44,management,married,tertiary,0.22945968993779214,2,1,1,1,3
1067,45,technician,married,tertiary,0.3131856908459825,2,1,1,0,2
1068,41,entrepreneur,married,primary,-0.02171831278677903,1,1,0,1,2
1069,33,technician,single,tertiary,-0.6915263200523022,3,1,0,1,2
1070,30,student,single,tertiary,-0.9427043227768733,3,1,0,0,1
1071,30,student,single,tertiary,-0.9427043227768733,3,1,0,0,1
1072,42,management,married,tertiary,0.062007688121411365,2,1,0,0,1
1073,49,management,married,tertiary,0.6480896944787441,2,1,0,0,1
1074,59,unemployed,single,primary,1.485349703560648,0,1,0,0,1
1075,31,unknown,married,secondary,-0.858978321868683,3,1,0,0,1
1076,43,management,married,tertiary,0.14573368902960177,2,1,0,0,1
1077,38,management,married,tertiary,-0.2728963155113502,2,1,0,0,1
1078,30,services,married,secondary,-0.9427043227768733,3,1,0,1,2
1079,35,admin.,divorced,secondary,-0.5240743182359214,3,1,1,0,2
1080,43,technician,married,secondary,0.14573368902960177,1,1,0,1,2
1081,34,management,single,tertiary,-0.6078003191441118,2,1,0,1,2
1082,52,blue-collar,married,secondary,0.8992676972033152,1,1,0,0,1
1083,46,management,married,secondary,0.39691169175417296,1,1,0,0,1
1084,46,services,divorced,secondary,0.39691169175417296,1,1,0,0,1
1085,37,admin.,single,secondary,-0.3566223164195406,3,1,0,1,2
1086,42,management,married,tertiary,0.062007688121411365,2,1,1,1,3
1087,23,unemployed,single,primary,-1.528786329134206,3,1,0,0,1
1088,53,management,married,secondary,0.9829936981115057,0,1,1,0,2
1089,26,unemployed,single,tertiary,-1.277608326409635,3,1,0,0,1
1090,49,technician,married,secondary,0.6480896944787441,1,1,0,1,2
1091,34,unknown,single,secondary,-0.6078003191441118,3,1,0,0,1
1092,28,unknown,single,secondary,-1.1101563245932542,3,1,0,0,1
1093,46,technician,divorced,tertiary,0.39691169175417296,2,1,0,0,1
1094,26,unemployed,single,secondary,-1.277608326409635,3,1,0,0,1
1095,31,services,single,secondary,-0.858978321868683,3,1,1,0,2
1096,51,admin.,single,tertiary,0.8155416962951249,0,1,0,0,1
1097,47,blue-collar,married,secondary,0.48063769266236334,1,1,0,1,2
1098,53,blue-collar,married,primary,0.9829936981115057,0,1,0,0,1
1099,29,unemployed,single,primary,-1.0264303236850638,3,1,0,0,1
1100,32,technician,single,secondary,-0.7752523209604926,3,1,1,0,2
1101,26,blue-collar,single,primary,-1.277608326409635,3,1,0,0,1
1102,40,management,single,tertiary,-0.10544431369496943,2,1,0,0,1
1103,33,services,single,tertiary,-0.6915263200523022,3,1,0,0,1
1104,49,unemployed,married,primary,0.6480896944787441,1,1,0,0,1
1105,60,technician,married,tertiary,1.5690757044688384,0,1,1,1,3
1106,41,management,single,secondary,-0.02171831278677903,1,1,0,1,2
1107,36,technician,single,secondary,-0.440348317327731,3,1,0,0,1
1108,29,services,single,unknown,-1.0264303236850638,3,1,0,0,1
1109,42,admin.,divorced,secondary,0.062007688121411365,1,1,0,0,1
1110,33,entrepreneur,single,tertiary,-0.6915263200523022,3,1,1,1,3
1111,31,admin.,divorced,secondary,-0.858978321868683,3,1,0,1,2
1112,31,unemployed,single,primary,-0.858978321868683,3,1,0,0,1
1113,26,services,single,secondary,-1.277608326409635,3,1,0,0,1
1114,40,technician,single,tertiary,-0.10544431369496943,2,1,0,1,2
1115,45,unemployed,married,secondary,0.3131856908459825,1,1,0,0,1
1116,55,technician,married,secondary,1.1504456999278865,0,1,0,0,1
1117,29,technician,single,tertiary,-1.0264303236850638,3,1,0,0,1
1118,47,management,single,tertiary,0.48063769266236334,2,1,0,0,1
1119,50,unemployed,divorced,unknown,0.7318156953869345,1,1,0,0,1
1120,44,unemployed,married,secondary,0.22945968993779214,1,1,0,1,2
1121,56,unemployed,married,secondary,1.2341717008360769,0,1,0,0,1
1122,39,student,single,tertiary,-0.1891703146031598,2,1,0,0,1
1123,59,retired,single,secondary,1.485349703560648,0,1,0,0,1
1124,43,management,divorced,secondary,0.14573368902960177,1,1,0,0,1
1125,36,admin.,married,secondary,-0.440348317327731,1,1,0,0,1
1126,29,admin.,single,secondary,-1.0264303236850638,3,1,0,1,2
1127,38,management,married,tertiary,-0.2728963155113502,2,1,0,1,2
1128,41,services,divorced,secondary,-0.02171831278677903,1,1,0,1,2
1129,58,management,divorced,tertiary,1.4016237026524576,0,1,0,0,1
1130,61,management,married,tertiary,1.6528017053770288,0,1,0,0,1
1131,36,management,married,tertiary,-0.440348317327731,2,1,0,0,1
1132,30,self-employed,single,tertiary,-0.9427043227768733,3,1,0,1,2
1133,43,admin.,single,secondary,0.14573368902960177,1,1,1,1,3
1134,39,services,married,secondary,-0.1891703146031598,1,1,0,0,1
1135,48,blue-collar,single,primary,0.5643636935705537,1,1,0,1,2
1136,26,student,single,secondary,-1.277608326409635,3,1,0,0,1
1137,51,technician,married,secondary,0.8155416962951249,0,1,0,0,1
1138,37,management,married,tertiary,-0.3566223164195406,2,1,0,1,2
1139,29,technician,single,tertiary,-1.0264303236850638,3,1,0,0,1
1140,57,admin.,married,secondary,1.3178977017442672,0,1,0,0,1
1141,25,admin.,single,secondary,-1.3613343273178253,3,1,1,0,2
1142,68,retired,divorced,primary,2.2388837117343616,0,1,0,0,1
1143,34,management,married,tertiary,-0.6078003191441118,2,1,0,1,2
1144,38,technician,divorced,secondary,-0.2728963155113502,3,1,0,1,2
1145,54,technician,divorced,secondary,1.066719699019696,0,1,0,1,2
1146,32,management,single,tertiary,-0.7752523209604926,2,1,0,0,1
1147,41,blue-collar,married,primary,-0.02171831278677903,1,1,0,1,2
1148,48,technician,single,secondary,0.5643636935705537,1,1,0,1,2
1149,59,retired,divorced,secondary,1.485349703560648,0,1,0,0,1
1150,39,unemployed,single,secondary,-0.1891703146031598,1,1,0,1,2
1151,31,management,married,tertiary,-0.858978321868683,2,1,0,0,1
1152,30,entrepreneur,single,secondary,-0.9427043227768733,3,1,0,0,1
1153,40,management,married,tertiary,-0.10544431369496943,2,1,0,0,1
1154,28,self-employed,married,tertiary,-1.1101563245932542,2,1,0,1,2
1155,52,management,married,tertiary,0.8992676972033152,0,1,0,1,2
1156,32,technician,single,tertiary,-0.7752523209604926,3,1,0,1,2
1157,34,management,married,tertiary,-0.6078003191441118,2,1,0,0,1
1158,31,unemployed,single,primary,-0.858978321868683,3,1,0,0,1
1159,57,admin.,married,secondary,1.3178977017442672,0,1,0,0,1
1160,31,self-employed,married,tertiary,-0.858978321868683,2,1,0,0,1
1161,29,management,married,tertiary,-1.0264303236850638,2,1,0,1,2
1162,75,retired,divorced,primary,2.8249657180916943,0,1,0,1,2
1163,32,admin.,single,secondary,-0.7752523209604926,3,1,0,1,2
1164,31,management,married,tertiary,-0.858978321868683,2,1,0,1,2
1165,41,self-employed,single,tertiary,-0.02171831278677903,2,1,0,1,2
1166,22,admin.,single,tertiary,-1.6125123300423965,3,1,0,1,2
1167,31,unemployed,single,secondary,-0.858978321868683,3,1,0,0,1
1168,69,retired,married,primary,2.322609712642552,0,1,0,0,1
1169,30,self-employed,married,tertiary,-0.9427043227768733,2,1,0,0,1
1170,49,blue-collar,divorced,secondary,0.6480896944787441,1,1,1,0,2
1171,29,management,single,tertiary,-1.0264303236850638,2,1,0,0,1
1172,43,blue-collar,married,secondary,0.14573368902960177,1,1,0,1,2
1173,28,services,single,primary,-1.1101563245932542,3,1,0,0,1
1174,56,unemployed,single,primary,1.2341717008360769,0,1,0,0,1
1175,39,admin.,married,secondary,-0.1891703146031598,1,1,1,1,3
1176,33,blue-collar,married,secondary,-0.6915263200523022,1,1,0,0,1
1177,38,technician,married,tertiary,-0.2728963155113502,2,1,0,0,1
1178,30,admin.,single,secondary,-0.9427043227768733,3,1,0,1,2
1179,29,technician,married,secondary,-1.0264303236850638,3,1,0,0,1
1180,69,management,married,tertiary,2.322609712642552,0,1,0,0,1
1181,37,management,married,secondary,-0.3566223164195406,2,1,0,1,2
1182,35,management,single,tertiary,-0.5240743182359214,2,1,0,0,1
1183,31,technician,single,tertiary,-0.858978321868683,3,1,0,0,1
1184,26,entrepreneur,single,secondary,-1.277608326409635,3,1,0,1,2
1185,26,entrepreneur,single,tertiary,-1.277608326409635,3,1,0,0,1
1186,34,unemployed,married,primary,-0.6078003191441118,2,1,0,0,1
1187,42,technician,single,secondary,0.062007688121411365,1,1,0,1,2
1188,54,services,married,unknown,1.066719699019696,0,1,0,1,2
1189,53,management,married,tertiary,0.9829936981115057,0,1,0,0,1
1190,54,technician,married,secondary,1.066719699019696,0,1,0,0,1
1191,48,entrepreneur,single,tertiary,0.5643636935705537,1,1,0,1,2
1192,40,unemployed,married,primary,-0.10544431369496943,1,1,0,1,2
1193,28,technician,single,tertiary,-1.1101563245932542,3,1,0,0,1
1194,34,entrepreneur,married,tertiary,-0.6078003191441118,2,1,0,1,2
1195,34,management,single,tertiary,-0.6078003191441118,2,1,0,0,1
1196,32,management,single,tertiary,-0.7752523209604926,2,1,0,0,1
1197,31,services,single,secondary,-0.858978321868683,3,1,1,0,2
1198,31,management,single,tertiary,-0.858978321868683,2,1,0,1,2
1199,66,technician,married,secondary,2.071431709917981,0,1,0,0,1
1200,37,technician,single,tertiary,-0.3566223164195406,3,1,0,0,1
1201,33,management,married,tertiary,-0.6915263200523022,2,1,0,0,1
1202,50,management,married,tertiary,0.7318156953869345,2,1,0,0,1
1203,33,blue-collar,single,secondary,-0.6915263200523022,3,1,0,0,1
1204,56,management,married,tertiary,1.2341717008360769,0,1,0,0,1
1205,26,services,single,tertiary,-1.277608326409635,3,1,0,1,2
1206,59,retired,divorced,tertiary,1.485349703560648,0,1,0,0,1
1207,32,blue-collar,married,secondary,-0.7752523209604926,1,1,0,0,1
1208,22,student,single,secondary,-1.6125123300423965,3,1,0,0,1
1209,34,management,married,tertiary,-0.6078003191441118,2,1,0,0,1
1210,39,services,married,tertiary,-0.1891703146031598,2,1,0,0,1
1211,28,technician,single,secondary,-1.1101563245932542,3,1,0,0,1
1212,31,self-employed,single,tertiary,-0.858978321868683,3,1,0,0,1
1213,33,blue-collar,single,tertiary,-0.6915263200523022,3,1,0,0,1
1214,66,retired,married,primary,2.071431709917981,0,1,0,0,1
1215,26,admin.,single,secondary,-1.277608326409635,3,1,0,0,1
1216,30,admin.,single,secondary,-0.9427043227768733,3,1,0,0,1
1217,28,technician,single,tertiary,-1.1101563245932542,3,1,0,0,1
1218,29,technician,single,tertiary,-1.0264303236850638,3,1,0,1,2
1219,49,services,married,secondary,0.6480896944787441,1,1,0,0,1
1220,34,admin.,married,secondary,-0.6078003191441118,1,1,0,1,2
1221,47,blue-collar,married,secondary,0.48063769266236334,1,1,0,0,1
1222,42,technician,married,tertiary,0.062007688121411365,2,1,0,0,1
1223,43,management,married,tertiary,0.14573368902960177,2,1,0,0,1
1224,61,retired,married,tertiary,1.6528017053770288,0,1,0,0,1
1225,35,technician,single,secondary,-0.5240743182359214,3,1,0,1,2
1226,40,blue-collar,married,secondary,-0.10544431369496943,1,1,0,0,1
1227,31,management,divorced,tertiary,-0.858978321868683,2,1,0,0,1
1228,33,management,married,secondary,-0.6915263200523022,2,1,0,0,1
1229,69,retired,married,primary,2.322609712642552,0,1,0,0,1
1230,30,services,single,secondary,-0.9427043227768733,3,1,0,0,1
1231,41,technician,married,secondary,-0.02171831278677903,1,1,0,0,1
1232,31,management,married,tertiary,-0.858978321868683,2,1,0,1,2
1233,22,student,single,secondary,-1.6125123300423965,3,1,0,0,1
1234,37,admin.,married,secondary,-0.3566223164195406,1,1,0,1,2
1235,48,management,single,tertiary,0.5643636935705537,2,1,0,0,1
1236,85,retired,married,primary,3.662225727173598,0,1,0,0,1
1237,72,retired,married,tertiary,2.573787715367123,0,1,0,0,1
1238,46,admin.,divorced,secondary,0.39691169175417296,1,1,0,0,1
1239,26,technician,single,tertiary,-1.277608326409635,3,1,0,0,1
1240,37,technician,married,tertiary,-0.3566223164195406,2,1,0,1,2
1241,53,management,divorced,tertiary,0.9829936981115057,0,1,0,0,1
1242,33,management,single,tertiary,-0.6915263200523022,2,1,0,0,1
1243,90,retired,divorced,secondary,4.08085573171455,0,1,0,0,1
1244,54,admin.,divorced,secondary,1.066719699019696,0,1,0,0,1
1245,67,retired,married,tertiary,2.1551577108261712,0,1,0,0,1
1246,42,management,divorced,unknown,0.062007688121411365,2,1,0,0,1
1247,71,retired,married,primary,2.4900617144589328,0,1,0,0,1
1248,44,admin.,divorced,secondary,0.22945968993779214,1,1,1,1,3
1249,47,entrepreneur,married,tertiary,0.48063769266236334,2,1,0,0,1
1250,44,admin.,married,tertiary,0.22945968993779214,2,1,1,1,3
1251,37,technician,single,secondary,-0.3566223164195406,3,1,0,0,1
1252,37,services,married,secondary,-0.3566223164195406,1,1,0,1,2
1253,28,self-employed,single,tertiary,-1.1101563245932542,3,1,0,0,1
1254,21,blue-collar,single,secondary,-1.6962383309505868,3,1,0,0,1
1255,32,management,single,tertiary,-0.7752523209604926,2,1,0,0,1
1256,51,technician,married,secondary,0.8155416962951249,0,1,1,1,3
1257,26,student,single,secondary,-1.277608326409635,3,1,0,0,1
1258,74,retired,married,secondary,2.741239717183504,0,1,0,0,1
1259,65,retired,married,tertiary,1.9877057090097905,0,1,0,0,1
1260,47,technician,married,secondary,0.48063769266236334,1,1,0,0,1
1261,38,admin.,married,secondary,-0.2728963155113502,1,1,0,1,2
1262,71,retired,married,secondary,2.4900617144589328,0,1,0,0,1
1263,29,services,married,secondary,-1.0264303236850638,3,1,0,1,2
1264,61,retired,married,primary,1.6528017053770288,0,1,0,0,1
1265,57,retired,divorced,primary,1.3178977017442672,0,1,0,0,1
1266,37,management,married,tertiary,-0.3566223164195406,2,1,0,0,1
1267,68,retired,married,secondary,2.2388837117343616,0,1,0,0,1
1268,29,management,single,tertiary,-1.0264303236850638,2,1,0,0,1
1269,51,entrepreneur,married,primary,0.8155416962951249,0,1,0,0,1
1270,41,technician,divorced,secondary,-0.02171831278677903,1,1,0,1,2
1271,24,student,single,secondary,-1.4450603282260157,3,1,0,0,1
1272,24,blue-collar,single,secondary,-1.4450603282260157,3,1,1,0,2
1273,59,unemployed,married,secondary,1.485349703560648,0,1,0,0,1
1274,85,retired,divorced,primary,3.662225727173598,0,1,0,0,1
1275,51,technician,married,secondary,0.8155416962951249,0,1,0,0,1
1276,39,technician,married,secondary,-0.1891703146031598,1,1,0,0,1
1277,44,management,married,primary,0.22945968993779214,2,1,0,0,1
1278,26,admin.,single,secondary,-1.277608326409635,3,1,0,0,1
1279,48,management,married,tertiary,0.5643636935705537,2,1,0,1,2
1280,37,technician,single,secondary,-0.3566223164195406,3,1,0,0,1
1281,71,retired,married,tertiary,2.4900617144589328,0,1,0,0,1
1282,62,housemaid,married,unknown,1.7365277062852191,0,1,0,0,1
1283,26,admin.,single,tertiary,-1.277608326409635,3,1,1,0,2
1284,43,unemployed,single,tertiary,0.14573368902960177,2,1,0,1,2
1285,30,management,single,tertiary,-0.9427043227768733,2,1,0,1,2
1286,50,management,married,unknown,0.7318156953869345,1,1,0,0,1
1287,25,technician,single,secondary,-1.3613343273178253,3,1,0,1,2
1288,25,admin.,single,tertiary,-1.3613343273178253,3,1,0,1,2
1289,31,management,single,tertiary,-0.858978321868683,2,1,0,0,1
1290,28,technician,single,tertiary,-1.1101563245932542,3,1,0,1,2
1291,66,retired,married,secondary,2.071431709917981,0,1,0,0,1
1292,41,management,married,secondary,-0.02171831278677903,1,1,0,1,2
1293,46,technician,married,secondary,0.39691169175417296,1,1,1,0,2
1294,42,unemployed,married,tertiary,0.062007688121411365,2,1,0,0,1
1295,28,technician,single,secondary,-1.1101563245932542,3,1,0,0,1
1296,39,blue-collar,single,primary,-0.1891703146031598,1,1,0,1,2
1297,42,services,married,secondary,0.062007688121411365,1,1,0,1,2
1298,35,services,married,secondary,-0.5240743182359214,1,1,0,1,2
1299,55,technician,married,secondary,1.1504456999278865,0,1,1,1,3
1300,39,technician,married,secondary,-0.1891703146031598,1,1,0,0,1
1301,29,management,single,tertiary,-1.0264303236850638,2,1,0,0,1
1302,49,management,married,tertiary,0.6480896944787441,2,1,0,0,1
1303,44,technician,single,secondary,0.22945968993779214,1,1,0,0,1
1304,54,admin.,married,secondary,1.066719699019696,0,1,0,0,1
1305,28,management,single,tertiary,-1.1101563245932542,3,1,0,1,2
1306,30,admin.,single,secondary,-0.9427043227768733,3,1,1,0,2
1307,47,technician,married,secondary,0.48063769266236334,1,1,0,0,1
1308,34,blue-collar,single,secondary,-0.6078003191441118,3,1,0,0,1
1309,37,unknown,single,tertiary,-0.3566223164195406,2,1,0,0,1
1310,25,self-employed,single,tertiary,-1.3613343273178253,3,1,0,1,2
1311,29,technician,single,secondary,-1.0264303236850638,3,1,0,1,2
1312,62,management,married,secondary,1.7365277062852191,0,1,0,1,2
1313,58,management,divorced,secondary,1.4016237026524576,0,1,0,0,1
1314,46,management,married,tertiary,0.39691169175417296,2,1,0,0,1
1315,56,retired,married,tertiary,1.2341717008360769,0,1,0,0,1
1316,33,management,married,tertiary,-0.6915263200523022,2,1,0,0,1
1317,27,student,single,tertiary,-1.1938823255014446,3,1,0,0,1
1318,60,retired,married,secondary,1.5690757044688384,0,1,0,0,1
1319,32,management,single,tertiary,-0.7752523209604926,2,1,0,0,1
1320,83,retired,divorced,primary,3.4947737253572173,0,1,0,0,1
1321,35,self-employed,married,tertiary,-0.5240743182359214,2,1,0,1,2
1322,31,management,divorced,tertiary,-0.858978321868683,2,1,0,1,2
1323,30,student,single,tertiary,-0.9427043227768733,3,1,0,0,1
1324,29,technician,married,secondary,-1.0264303236850638,3,1,0,0,1
1325,36,management,single,tertiary,-0.440348317327731,2,1,0,0,1
1326,57,management,married,tertiary,1.3178977017442672,0,1,0,0,1
1327,21,blue-collar,single,secondary,-1.6962383309505868,3,1,0,0,1
1328,44,management,single,tertiary,0.22945968993779214,2,1,0,0,1
1329,23,management,single,tertiary,-1.528786329134206,3,1,0,0,1
1330,34,management,single,tertiary,-0.6078003191441118,2,1,0,0,1
1331,32,self-employed,married,secondary,-0.7752523209604926,3,1,0,0,1
1332,37,unemployed,single,tertiary,-0.3566223164195406,2,1,0,1,2
1333,35,management,single,tertiary,-0.5240743182359214,2,1,0,1,2
1334,47,management,married,tertiary,0.48063769266236334,2,1,0,0,1
1335,61,management,married,tertiary,1.6528017053770288,0,1,0,0,1
1336,30,management,single,tertiary,-0.9427043227768733,2,1,0,0,1
1337,70,retired,married,secondary,2.4063357135507424,0,1,0,0,1
1338,52,management,married,tertiary,0.8992676972033152,0,1,0,0,1
1339,28,management,single,secondary,-1.1101563245932542,3,1,0,0,1
1340,57,management,married,tertiary,1.3178977017442672,0,1,0,0,1
1341,24,admin.,single,tertiary,-1.4450603282260157,3,1,0,0,1
1342,32,management,married,tertiary,-0.7752523209604926,2,1,0,0,1
1343,65,housemaid,married,primary,1.9877057090097905,0,1,0,0,1
1344,44,management,married,tertiary,0.22945968993779214,2,1,0,0,1
1345,32,entrepreneur,single,tertiary,-0.7752523209604926,3,1,0,1,2
1346,33,technician,single,tertiary,-0.6915263200523022,3,1,0,0,1
1347,53,services,divorced,secondary,0.9829936981115057,0,1,0,0,1
1348,31,management,divorced,tertiary,-0.858978321868683,2,1,0,0,1
1349,58,self-employed,married,tertiary,1.4016237026524576,0,1,0,0,1
1350,30,management,single,tertiary,-0.9427043227768733,2,1,0,0,1
1351,47,blue-collar,married,secondary,0.48063769266236334,1,1,1,1,3
1352,60,technician,married,secondary,1.5690757044688384,0,1,0,0,1
1353,36,entrepreneur,divorced,tertiary,-0.440348317327731,2,1,0,0,1
1354,37,services,single,secondary,-0.3566223164195406,3,1,0,0,1
1355,43,admin.,married,secondary,0.14573368902960177,1,1,0,0,1
1356,37,admin.,single,tertiary,-0.3566223164195406,2,1,0,1,2
1357,31,management,single,tertiary,-0.858978321868683,2,1,0,0,1
1358,31,technician,married,secondary,-0.858978321868683,3,1,0,0,1
1359,30,management,single,tertiary,-0.9427043227768733,2,1,0,1,2
1360,30,management,married,tertiary,-0.9427043227768733,2,1,0,1,2
1361,32,admin.,single,tertiary,-0.7752523209604926,3,1,0,0,1
1362,35,admin.,married,secondary,-0.5240743182359214,1,1,0,1,2
1363,59,technician,married,secondary,1.485349703560648,0,1,0,0,1
1364,33,housemaid,single,tertiary,-0.6915263200523022,3,1,0,1,2
1365,37,management,single,tertiary,-0.3566223164195406,2,1,0,0,1
1366,31,services,married,secondary,-0.858978321868683,3,1,0,0,1
1367,26,management,single,tertiary,-1.277608326409635,3,1,0,0,1
1368,53,technician,married,secondary,0.9829936981115057,0,1,0,0,1
1369,34,unemployed,married,secondary,-0.6078003191441118,1,1,0,0,1
1370,46,management,divorced,tertiary,0.39691169175417296,2,1,0,1,2
1371,76,retired,divorced,primary,2.9086917189998847,0,1,0,0,1
1372,46,management,married,tertiary,0.39691169175417296,2,1,0,0,1
1373,83,retired,divorced,primary,3.4947737253572173,0,1,0,0,1
1374,23,student,single,secondary,-1.528786329134206,3,1,0,0,1
1375,34,management,single,tertiary,-0.6078003191441118,2,1,0,0,1
1376,24,student,single,secondary,-1.4450603282260157,3,1,0,0,1
1377,41,management,divorced,tertiary,-0.02171831278677903,2,1,1,1,3
1378,28,admin.,single,secondary,-1.1101563245932542,3,1,0,0,1
1379,34,technician,married,secondary,-0.6078003191441118,3,1,0,1,2
1380,77,retired,married,secondary,2.992417719908075,0,1,0,0,1
1381,36,management,married,secondary,-0.440348317327731,2,1,0,0,1
1382,58,management,married,tertiary,1.4016237026524576,0,1,0,1,2
1383,46,admin.,married,secondary,0.39691169175417296,1,1,0,1,2
1384,59,retired,married,tertiary,1.485349703560648,0,1,0,0,1
1385,19,student,single,primary,-1.8636903327669676,3,1,0,0,1
1386,23,management,single,tertiary,-1.528786329134206,3,1,0,0,1
1387,27,management,single,tertiary,-1.1938823255014446,3,1,0,0,1
1388,73,retired,divorced,primary,2.6575137162753135,0,1,0,0,1
1389,41,management,married,tertiary,-0.02171831278677903,2,1,0,1,2
1390,30,admin.,single,tertiary,-0.9427043227768733,3,1,0,0,1
1391,26,admin.,single,secondary,-1.277608326409635,3,1,0,0,1
1392,38,blue-collar,single,tertiary,-0.2728963155113502,2,1,0,1,2
1393,46,management,divorced,tertiary,0.39691169175417296,2,1,0,1,2
1394,27,technician,single,tertiary,-1.1938823255014446,3,1,0,0,1
1395,63,self-employed,married,tertiary,1.8202537071934095,0,1,0,0,1
1396,34,admin.,married,secondary,-0.6078003191441118,1,1,0,0,1
1397,32,admin.,single,secondary,-0.7752523209604926,3,1,1,0,2
1398,33,management,single,tertiary,-0.6915263200523022,2,1,0,1,2
1399,47,blue-collar,married,secondary,0.48063769266236334,1,1,0,1,2
1400,48,admin.,divorced,secondary,0.5643636935705537,1,1,0,0,1
1401,58,unknown,married,unknown,1.4016237026524576,0,1,0,0,1
1402,50,management,married,tertiary,0.7318156953869345,2,1,0,1,2
1403,26,blue-collar,single,secondary,-1.277608326409635,3,1,1,0,2
1404,39,blue-collar,married,secondary,-0.1891703146031598,1,1,0,1,2
1405,55,blue-collar,divorced,secondary,1.1504456999278865,0,1,0,1,2
1406,41,self-employed,married,secondary,-0.02171831278677903,1,1,0,1,2
1407,54,entrepreneur,divorced,unknown,1.066719699019696,0,1,0,1,2
1408,33,technician,single,tertiary,-0.6915263200523022,3,1,0,1,2
