id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,year,date,weekday
1395,27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown,yes,2009,2009-04-01,Wednesday
1396,63,self-employed,married,tertiary,no,-39,no,no,cellular,1,apr,387,2,-1,0,unknown,yes,2009,2009-04-01,Wednesday
1397,34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,2,-1,0,unknown,yes,2009,2009-04-02,Thursday
1398,32,admin.,single,secondary,no,471,no,yes,cellular,2,apr,243,3,-1,0,unknown,yes,2009,2009-04-02,Thursday
1399,33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,313,3,-1,0,unknown,yes,2009,2009-04-02,Thursday
1400,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown,yes,2009,2009-04-02,Thursday
1401,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes,2009,2009-04-02,Thursday
1402,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,yes,2009,2009-04-02,Thursday
1403,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes,2009,2009-04-03,Friday
1404,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown,yes,2009,2009-04-03,Friday
1405,39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,939,1,-1,0,unknown,yes,2009,2009-04-03,Friday
1406,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes,2009,2009-04-03,Friday
1407,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure,yes,2009,2009-04-03,Friday
1408,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,475,6,307,5,failure,yes,2009,2009-04-06,Monday
1409,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,222,17,failure,yes,2009,2009-04-06,Monday
1410,42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown,yes,2009,2009-04-06,Monday
1411,0,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes,2009,2009-04-06,Monday
1412,40,management,married,secondary,no,754,no,yes,cellular,6,apr,635,1,-1,0,unknown,yes,2009,2009-04-06,Monday
1413,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,yes,2009,2009-04-06,Monday
1414,44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,-1,0,unknown,yes,2009,2009-04-06,Monday
1415,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,4,-1,0,unknown,yes,2009,2009-04-07,Tuesday
1416,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,-1,0,unknown,yes,2009,2009-04-07,Tuesday
1417,47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,721,4,-1,0,unknown,yes,2009,2009-04-07,Tuesday
1418,46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,-1,0,unknown,yes,2009,2009-04-07,Tuesday
1419,25,admin.,single,secondary,no,82,no,yes,cellular,7,apr,104,2,-1,0,unknown,yes,2009,2009-04-07,Tuesday
1420,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1421,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes,2009,2009-04-08,Wednesday
1422,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,903,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1423,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1424,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes,2009,2009-04-08,Wednesday
1425,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,yes,2009,2009-04-08,Wednesday
1426,60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1427,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1428,32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1429,26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,209,1,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1430,33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes,2009,2009-04-08,Wednesday
1431,21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1432,30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,2,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1433,27,student,single,secondary,no,2614,no,no,cellular,8,apr,143,2,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1434,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes,2009,2009-04-08,Wednesday
1435,36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1436,27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1437,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1438,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,yes,2009,2009-04-08,Wednesday
1439,23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1440,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes,2009,2009-04-08,Wednesday
1441,30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,-1,0,unknown,yes,2009,2009-04-09,Thursday
1442,41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,failure,yes,2009,2009-04-09,Thursday
1443,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes,2009,2009-04-09,Thursday
1444,35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,214,1,-1,0,unknown,yes,2009,2009-04-09,Thursday
1445,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes,2009,2009-04-09,Thursday
1446,68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,-1,0,unknown,yes,2009,2009-04-09,Thursday
1447,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,-1,0,unknown,yes,2009,2009-04-09,Thursday
1448,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes,2009,2009-04-09,Thursday
1449,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes,2009,2009-04-09,Thursday
1450,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes,2009,2009-04-09,Thursday
1451,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,yes,2009,2009-04-13,Monday
1452,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown,yes,2009,2009-04-13,Monday
1453,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown,yes,2009,2009-04-13,Monday
1454,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown,yes,2009,2009-04-13,Monday
1455,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,yes,2009,2009-04-13,Monday
1456,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,yes,2009,2009-04-13,Monday
1457,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes,2009,2009-04-13,Monday
1458,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes,2009,2009-04-13,Monday
1459,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes,2009,2009-04-13,Monday
1460,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,yes,2009,2009-04-13,Monday
1461,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1462,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,yes,2009,2009-04-14,Tuesday
1463,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1464,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes,2009,2009-04-14,Tuesday
1465,22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1466,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1467,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1468,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,yes,2009,2009-04-14,Tuesday
1469,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1470,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1471,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1472,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1473,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1474,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1475,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1476,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1477,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes,2009,2009-04-14,Tuesday
1478,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1479,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes,2009,2009-04-15,Wednesday
1480,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1481,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes,2009,2009-04-15,Wednesday
1482,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1483,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1484,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1485,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1486,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1487,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1488,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1489,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1490,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1491,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes,2009,2009-04-15,Wednesday
1492,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,yes,2009,2009-04-15,Wednesday
1493,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes,2009,2009-04-16,Thursday
1494,39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,-1,0,unknown,yes,2009,2009-04-16,Thursday
1495,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1496,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes,2009,2009-04-16,Thursday
1497,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes,2009,2009-04-16,Thursday
1498,37,technician,married,secondary,no,1762,no,no,cellular,16,apr,334,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1499,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes,2009,2009-04-16,Thursday
1500,35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure,yes,2009,2009-04-16,Thursday
1501,47,admin.,married,secondary,no,3480,no,no,cellular,16,apr,443,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1502,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1503,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1504,30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes,2009,2009-04-16,Thursday
1505,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes,2009,2009-04-16,Thursday
1506,44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown,yes,2009,2009-04-16,Thursday
1507,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1508,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1509,42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1510,43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1511,36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,yes,2009,2009-04-16,Thursday
1512,36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1513,32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes,2009,2009-04-16,Thursday
1514,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1515,50,management,married,tertiary,no,469,no,no,cellular,16,apr,161,1,-1,0,unknown,yes,2009,2009-04-16,Thursday
1516,32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,yes,2009,2009-04-16,Thursday
1517,28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes,2009,2009-04-16,Thursday
1518,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes,2009,2009-04-16,Thursday
1519,34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1520,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1521,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes,2009,2009-04-17,Friday
1522,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes,2009,2009-04-17,Friday
1523,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,yes,2009,2009-04-17,Friday
1524,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes,2009,2009-04-17,Friday
1525,30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1526,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes,2009,2009-04-17,Friday
1527,40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,yes,2009,2009-04-17,Friday
1528,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes,2009,2009-04-17,Friday
1529,35,management,single,tertiary,no,397,yes,no,cellular,17,apr,594,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1530,37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure,yes,2009,2009-04-17,Friday
1531,29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes,2009,2009-04-17,Friday
1532,36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1080,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1533,34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes,2009,2009-04-17,Friday
1534,33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1535,29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,yes,2009,2009-04-17,Friday
1536,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes,2009,2009-04-17,Friday
1537,41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes,2009,2009-04-17,Friday
1538,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes,2009,2009-04-17,Friday
1539,53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes,2009,2009-04-17,Friday
1540,38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,547,2,-1,0,unknown,yes,2009,2009-04-17,Friday
1541,41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,yes,2009,2009-04-17,Friday
1542,52,technician,married,secondary,no,386,no,no,cellular,20,apr,438,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1543,40,technician,married,primary,no,284,yes,no,cellular,20,apr,1332,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1544,32,entrepreneur,married,secondary,no,-242,yes,no,cellular,20,apr,1202,3,-1,0,unknown,yes,2009,2009-04-20,Monday
1545,28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,-1,0,unknown,yes,2009,2009-04-20,Monday
1546,28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,5,-1,0,unknown,yes,2009,2009-04-20,Monday
1547,35,management,married,tertiary,no,43,yes,no,cellular,20,apr,860,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1548,46,management,married,primary,no,3229,yes,no,cellular,20,apr,1550,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1549,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes,2009,2009-04-20,Monday
1550,44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1551,29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,20,apr,712,4,-1,0,unknown,yes,2009,2009-04-20,Monday
1552,61,retired,married,secondary,no,243,no,no,cellular,20,apr,194,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1553,70,retired,married,secondary,no,2575,no,no,telephone,20,apr,216,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1554,44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1555,59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1556,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1557,39,technician,married,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1558,36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1559,78,retired,married,primary,no,240,no,no,cellular,20,apr,325,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1560,28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure,yes,2009,2009-04-20,Monday
1561,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1562,73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1563,34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1564,28,student,single,secondary,no,0,no,no,cellular,20,apr,185,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1565,42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1566,54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1567,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1568,73,retired,married,primary,no,253,no,no,cellular,20,apr,345,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1569,33,management,single,tertiary,no,6807,no,no,cellular,20,apr,163,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1570,51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1571,32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1572,33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,yes,2009,2009-04-20,Monday
1573,26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1574,32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes,2009,2009-04-20,Monday
1575,41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,yes,2009,2009-04-20,Monday
1576,39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes,2009,2009-04-20,Monday
1577,24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes,2009,2009-04-20,Monday
1578,37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1579,35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1580,26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1581,29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1582,63,retired,married,unknown,no,2193,no,no,telephone,21,apr,1348,4,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1583,95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,17,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1584,65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1585,59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1586,35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1587,74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1588,56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1589,26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1590,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1591,29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes,2009,2009-04-21,Tuesday
1592,78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,2,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1593,45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,3,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1594,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1595,39,admin.,married,tertiary,no,1108,no,no,cellular,21,apr,204,1,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1596,45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,-1,0,unknown,yes,2009,2009-04-21,Tuesday
1597,45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1598,36,student,single,secondary,no,17,no,no,cellular,22,apr,621,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1599,41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1600,38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1601,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes,2009,2009-04-22,Wednesday
1602,30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1603,65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1604,75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1605,65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1606,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes,2009,2009-04-22,Wednesday
1607,40,management,married,primary,no,395,yes,no,cellular,22,apr,232,4,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1608,31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes,2009,2009-04-22,Wednesday
1609,25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1610,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1611,32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,yes,2009,2009-04-22,Wednesday
1612,45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,2,-1,0,unknown,yes,2009,2009-04-23,Thursday
