id,age,job,marital,education,default,balance,housing,loan,contact,day,month,date_2025,month_num,weekday,duration,campaign,pdays,previous,poutcome,deposit
1001,32,services,single,tertiary,no,945,no,no,cellular,20,nov,20/11/2025,11,Thursday,531,1,-1,0,unknown,yes
1002,32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,20/11/2025,11,Thursday,628,1,-1,0,unknown,yes
1003,36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,20/11/2025,11,Thursday,1192,1,-1,0,unknown,yes
1004,45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,20/11/2025,11,Thursday,283,1,-1,0,unknown,yes
1005,47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,nov,20/11/2025,11,Thursday,454,1,-1,0,unknown,yes
1006,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,20/11/2025,11,Thursday,728,1,-1,0,unknown,yes
1007,36,services,married,secondary,no,11462,yes,no,cellular,20,nov,20/11/2025,11,Thursday,993,1,-1,0,unknown,yes
1008,33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,20/11/2025,11,Thursday,755,1,100,10,other,yes
1009,30,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,20/11/2025,11,Thursday,994,1,177,1,failure,yes
1010,32,services,single,secondary,no,5806,yes,no,cellular,20,nov,20/11/2025,11,Thursday,1503,2,-1,0,unknown,yes
1011,45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,20,nov,20/11/2025,11,Thursday,871,5,-1,0,unknown,yes
1012,47,services,married,secondary,no,1315,no,no,cellular,20,nov,20/11/2025,11,Thursday,329,4,-1,0,unknown,yes
1013,46,technician,married,tertiary,no,0,no,no,cellular,20,nov,20/11/2025,11,Thursday,531,1,167,1,failure,yes
1014,39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,20/11/2025,11,Thursday,931,4,-1,0,unknown,yes
1015,30,services,married,secondary,no,3929,yes,no,cellular,20,nov,20/11/2025,11,Thursday,593,1,-1,0,unknown,yes
1016,45,self-employed,married,secondary,no,7,no,no,cellular,20,nov,20/11/2025,11,Thursday,691,1,-1,0,unknown,yes
1017,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,20/11/2025,11,Thursday,1258,2,122,2,other,yes
1018,53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,20/11/2025,11,Thursday,677,1,-1,0,unknown,yes
1019,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,20/11/2025,11,Thursday,1490,3,-1,0,unknown,yes
1020,54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,20/11/2025,11,Thursday,562,2,-1,0,unknown,yes
1021,30,blue-collar,single,secondary,no,7773,yes,no,cellular,20,nov,20/11/2025,11,Thursday,705,1,-1,0,unknown,yes
1022,30,admin.,married,secondary,no,1794,no,no,cellular,20,nov,20/11/2025,11,Thursday,1035,1,-1,0,unknown,yes
1023,36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,20/11/2025,11,Thursday,736,1,-1,0,unknown,yes
1024,33,management,married,tertiary,no,3401,no,no,cellular,20,nov,20/11/2025,11,Thursday,253,1,-1,0,unknown,yes
1025,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,20/11/2025,11,Thursday,888,2,183,2,failure,yes
1026,37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,20/11/2025,11,Thursday,370,2,195,1,other,yes
1027,32,services,married,secondary,no,983,yes,no,cellular,20,nov,20/11/2025,11,Thursday,500,2,133,1,failure,yes
1028,59,technician,divorced,secondary,no,2396,no,no,cellular,20,nov,20/11/2025,11,Thursday,488,1,-1,0,unknown,yes
1029,59,retired,married,secondary,no,6888,no,no,telephone,20,nov,20/11/2025,11,Thursday,1025,2,-1,0,unknown,yes
1030,46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,20/11/2025,11,Thursday,768,3,-1,0,unknown,yes
1031,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,20/11/2025,11,Thursday,758,1,-1,0,unknown,yes
1032,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,nov,20/11/2025,11,Thursday,653,1,-1,0,unknown,yes
1033,45,blue-collar,married,primary,no,5461,yes,no,cellular,20,nov,20/11/2025,11,Thursday,841,2,-1,0,unknown,yes
1034,52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,20/11/2025,11,Thursday,871,3,-1,0,unknown,yes
1035,31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,20/11/2025,11,Thursday,952,2,-1,0,unknown,yes
1036,31,unemployed,married,secondary,no,314,yes,no,cellular,20,nov,20/11/2025,11,Thursday,1341,3,178,7,failure,yes
1037,39,technician,single,secondary,no,18508,no,no,cellular,20,nov,20/11/2025,11,Thursday,1598,4,-1,0,unknown,yes
1038,35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,20/11/2025,11,Thursday,945,2,-1,0,unknown,yes
1039,33,services,married,secondary,no,2918,no,yes,cellular,20,nov,20/11/2025,11,Thursday,1059,2,-1,0,unknown,yes
1040,50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,21/11/2025,11,Friday,615,3,34,1,failure,yes
1041,36,management,married,tertiary,no,4069,no,no,cellular,21,nov,21/11/2025,11,Friday,517,1,-1,0,unknown,yes
1042,34,admin.,single,tertiary,no,4254,yes,no,cellular,21,nov,21/11/2025,11,Friday,714,1,-1,0,unknown,yes
1043,46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,nov,21/11/2025,11,Friday,729,1,-1,0,unknown,yes
1044,47,technician,married,secondary,no,0,no,no,cellular,21,nov,21/11/2025,11,Friday,591,1,10,1,failure,yes
1045,39,admin.,single,secondary,no,2263,yes,yes,telephone,21,nov,21/11/2025,11,Friday,1158,9,-1,0,unknown,yes
1046,31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,21/11/2025,11,Friday,614,1,-1,0,unknown,yes
1047,41,management,single,tertiary,no,1982,no,no,cellular,21,nov,21/11/2025,11,Friday,558,1,-1,0,unknown,yes
1048,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,21/11/2025,11,Friday,530,1,163,2,failure,yes
1049,39,management,divorced,tertiary,no,1968,no,no,cellular,21,nov,21/11/2025,11,Friday,648,1,-1,0,unknown,yes
1050,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,21/11/2025,11,Friday,609,2,-1,0,unknown,yes
1051,50,admin.,married,secondary,no,4117,no,no,cellular,21,nov,21/11/2025,11,Friday,530,1,-1,0,unknown,yes
1052,31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,21/11/2025,11,Friday,529,1,-1,0,unknown,yes
1053,30,services,single,secondary,no,495,yes,no,cellular,21,nov,21/11/2025,11,Friday,641,1,-1,0,unknown,yes
1054,31,management,married,secondary,no,8629,yes,no,cellular,21,nov,21/11/2025,11,Friday,957,1,184,2,failure,yes
1055,30,technician,married,secondary,no,455,yes,no,cellular,21,nov,21/11/2025,11,Friday,758,1,-1,0,unknown,yes
1056,34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,21/11/2025,11,Friday,963,1,-1,0,unknown,yes
1057,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,21/11/2025,11,Friday,796,5,154,1,failure,yes
1058,34,blue-collar,married,primary,no,3527,yes,no,cellular,21,nov,21/11/2025,11,Friday,1022,1,-1,0,unknown,yes
1059,57,management,married,tertiary,no,372,no,no,cellular,21,nov,21/11/2025,11,Friday,553,3,-1,0,unknown,yes
1060,41,services,single,secondary,no,92,no,no,cellular,21,nov,21/11/2025,11,Friday,372,1,-1,0,unknown,yes
1061,40,admin.,married,primary,no,72,yes,yes,cellular,21,nov,21/11/2025,11,Friday,849,1,-1,0,unknown,yes
1062,37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,nov,21/11/2025,11,Friday,555,4,-1,0,unknown,yes
1063,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,21/11/2025,11,Friday,316,3,99,9,other,yes
1064,58,management,married,tertiary,no,96,no,no,cellular,21,nov,21/11/2025,11,Friday,850,1,-1,0,unknown,yes
1065,39,unemployed,married,secondary,no,2245,no,no,cellular,21,nov,21/11/2025,11,Friday,749,2,-1,0,unknown,yes
1066,47,technician,married,secondary,no,834,no,yes,cellular,21,nov,21/11/2025,11,Friday,902,1,133,2,other,yes
1067,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,21/11/2025,11,Friday,1074,1,-1,0,unknown,yes
1068,45,technician,married,tertiary,no,-525,no,yes,cellular,21,nov,21/11/2025,11,Friday,980,2,-1,0,unknown,yes
1069,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,21/11/2025,11,Friday,549,2,-1,0,unknown,yes
1070,33,technician,single,tertiary,no,0,yes,no,cellular,21,nov,21/11/2025,11,Friday,654,1,-1,0,unknown,yes
1071,30,student,single,tertiary,no,2766,no,no,cellular,21,nov,21/11/2025,11,Friday,834,1,-1,0,unknown,yes
1072,30,student,single,tertiary,no,3300,no,no,cellular,21,nov,21/11/2025,11,Friday,1571,1,-1,0,unknown,yes
1073,42,management,married,tertiary,no,36,no,no,cellular,21,nov,21/11/2025,11,Friday,664,3,-1,0,unknown,yes
1074,49,management,married,tertiary,no,22520,no,no,cellular,21,nov,21/11/2025,11,Friday,579,9,-1,0,unknown,yes
1075,59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,21/11/2025,11,Friday,373,3,-1,0,unknown,yes
1076,31,unknown,married,secondary,no,111,no,no,cellular,21,nov,21/11/2025,11,Friday,504,2,93,2,failure,yes
1077,43,management,married,tertiary,no,2640,no,no,cellular,21,nov,21/11/2025,11,Friday,314,4,-1,0,unknown,yes
1078,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,21/11/2025,11,Friday,663,4,-1,0,unknown,yes
1079,30,services,married,secondary,no,0,yes,no,cellular,21,nov,21/11/2025,11,Friday,681,4,-1,0,unknown,yes
1080,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,21/11/2025,11,Friday,808,2,-1,0,unknown,yes
1081,43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,21/11/2025,11,Friday,775,3,-1,0,unknown,yes
1082,34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,21/11/2025,11,Friday,705,6,-1,0,unknown,yes
1083,52,blue-collar,married,secondary,no,580,no,no,cellular,21,nov,21/11/2025,11,Friday,965,2,-1,0,unknown,yes
1084,46,management,married,secondary,no,149,no,no,cellular,21,nov,21/11/2025,11,Friday,1222,2,-1,0,unknown,yes
1085,46,services,divorced,secondary,no,4329,no,no,cellular,21,nov,21/11/2025,11,Friday,534,2,-1,0,unknown,yes
1086,37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,21/11/2025,11,Friday,1555,2,-1,0,unknown,yes
1087,42,management,married,tertiary,no,1275,yes,yes,cellular,21,nov,21/11/2025,11,Friday,925,5,-1,0,unknown,yes
1088,23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,27/11/2025,11,Thursday,8,1,-1,0,unknown,yes
1089,53,management,married,secondary,no,1004,no,yes,telephone,22,dec,22/12/2025,12,Monday,119,1,-1,0,unknown,yes
1090,26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,28/01/2025,1,Tuesday,1387,1,-1,0,unknown,yes
1091,49,technician,married,secondary,no,808,yes,no,cellular,28,jan,28/01/2025,1,Tuesday,1232,1,-1,0,unknown,yes
1092,34,unknown,single,secondary,no,859,no,no,cellular,28,jan,28/01/2025,1,Tuesday,829,1,-1,0,unknown,yes
1093,28,unknown,single,secondary,no,4465,no,no,cellular,28,jan,28/01/2025,1,Tuesday,769,1,-1,0,unknown,yes
1094,46,technician,divorced,tertiary,no,0,no,no,cellular,28,jan,28/01/2025,1,Tuesday,1199,2,-1,0,unknown,yes
1095,26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,28/01/2025,1,Tuesday,1451,2,-1,0,unknown,yes
1096,31,services,single,secondary,no,1709,no,yes,telephone,28,jan,28/01/2025,1,Tuesday,944,3,-1,0,unknown,yes
1097,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,28/01/2025,1,Tuesday,968,2,-1,0,unknown,yes
1098,47,blue-collar,married,secondary,no,1125,yes,no,cellular,29,jan,29/01/2025,1,Wednesday,1101,1,-1,0,unknown,yes
1099,53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,29/01/2025,1,Wednesday,470,1,-1,0,unknown,yes
1100,29,unemployed,single,primary,no,550,no,no,cellular,29,jan,29/01/2025,1,Wednesday,801,1,-1,0,unknown,yes
1101,32,technician,single,secondary,no,540,no,yes,cellular,29,jan,29/01/2025,1,Wednesday,750,1,-1,0,unknown,yes
1102,26,blue-collar,single,primary,no,941,no,no,cellular,29,jan,29/01/2025,1,Wednesday,1165,1,-1,0,unknown,yes
1103,40,management,single,tertiary,no,1361,no,no,cellular,29,jan,29/01/2025,1,Wednesday,1473,1,-1,0,unknown,yes
1104,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,29/01/2025,1,Wednesday,692,2,-1,0,unknown,yes
1105,49,unemployed,married,primary,no,518,no,no,cellular,29,jan,29/01/2025,1,Wednesday,1917,2,-1,0,unknown,yes
1106,60,technician,married,tertiary,no,-71,yes,yes,cellular,30,jan,30/01/2025,1,Thursday,1451,1,-1,0,unknown,yes
1107,41,management,single,secondary,no,3234,yes,no,cellular,30,jan,30/01/2025,1,Thursday,2770,1,-1,0,unknown,yes
1108,36,technician,single,secondary,no,98,no,no,cellular,30,jan,30/01/2025,1,Thursday,771,1,-1,0,unknown,yes
1109,29,services,single,unknown,no,196,no,no,cellular,30,jan,30/01/2025,1,Thursday,726,2,-1,0,unknown,yes
1110,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,30/01/2025,1,Thursday,931,1,-1,0,unknown,yes
1111,33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,30/01/2025,1,Thursday,922,5,-1,0,unknown,yes
1112,31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,30/01/2025,1,Thursday,1776,2,-1,0,unknown,yes
1113,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,30/01/2025,1,Thursday,707,2,2,1,other,yes
1114,26,services,single,secondary,no,110,no,no,cellular,30,jan,30/01/2025,1,Thursday,1136,2,-1,0,unknown,yes
1115,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,02/02/2025,2,Sunday,215,1,242,2,failure,yes
1116,45,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,02/02/2025,2,Sunday,803,1,-1,0,unknown,yes
1117,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,02/02/2025,2,Sunday,781,1,-1,0,unknown,yes
1118,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,02/02/2025,2,Sunday,125,1,-1,0,unknown,yes
1119,47,management,single,tertiary,no,86,no,no,cellular,2,feb,02/02/2025,2,Sunday,1086,1,-1,0,unknown,yes
1120,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,02/02/2025,2,Sunday,749,1,-1,0,unknown,yes
1121,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,02/02/2025,2,Sunday,699,1,272,1,failure,yes
1122,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,02/02/2025,2,Sunday,492,1,-1,0,unknown,yes
1123,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,02/02/2025,2,Sunday,588,1,-1,0,unknown,yes
1124,59,retired,single,secondary,no,2,no,no,telephone,2,feb,02/02/2025,2,Sunday,935,1,-1,0,unknown,yes
1125,43,management,divorced,secondary,no,51,no,no,cellular,2,feb,02/02/2025,2,Sunday,430,1,-1,0,unknown,yes
1126,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,02/02/2025,2,Sunday,302,1,-1,0,unknown,yes
1127,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,02/02/2025,2,Sunday,177,1,-1,0,unknown,yes
1128,38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,02/02/2025,2,Sunday,626,1,-1,0,unknown,yes
1129,41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,02/02/2025,2,Sunday,938,1,-1,0,unknown,yes
1130,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,02/02/2025,2,Sunday,521,1,-1,0,unknown,yes
1131,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,02/02/2025,2,Sunday,670,3,-1,0,unknown,yes
1132,36,management,married,tertiary,no,630,no,no,cellular,2,feb,02/02/2025,2,Sunday,285,1,-1,0,unknown,yes
1133,30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,02/02/2025,2,Sunday,402,1,-1,0,unknown,yes
1134,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,02/02/2025,2,Sunday,751,2,76,4,failure,yes
1135,39,services,married,secondary,no,52,no,no,telephone,2,feb,02/02/2025,2,Sunday,1420,3,-1,0,unknown,yes
1136,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,02/02/2025,2,Sunday,1425,2,-1,0,unknown,yes
1137,26,student,single,secondary,no,0,no,no,cellular,2,feb,02/02/2025,2,Sunday,1223,2,-1,0,unknown,yes
1138,51,technician,married,secondary,no,100,no,no,cellular,2,feb,02/02/2025,2,Sunday,467,2,-1,0,unknown,yes
1139,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,02/02/2025,2,Sunday,289,2,174,4,other,yes
1140,29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,03/02/2025,2,Monday,297,1,-1,0,unknown,yes
1141,57,admin.,married,secondary,no,169,no,no,cellular,3,feb,03/02/2025,2,Monday,369,1,-1,0,unknown,yes
1142,25,admin.,single,secondary,no,483,no,yes,cellular,3,feb,03/02/2025,2,Monday,189,1,-1,0,unknown,yes
1143,68,retired,divorced,primary,no,250,no,no,cellular,3,feb,03/02/2025,2,Monday,360,1,-1,0,unknown,yes
1144,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,03/02/2025,2,Monday,251,1,-1,0,unknown,yes
1145,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,03/02/2025,2,Monday,650,1,-1,0,unknown,yes
1146,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,03/02/2025,2,Monday,261,1,195,4,failure,yes
1147,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,03/02/2025,2,Monday,152,2,160,5,other,yes
1148,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,03/02/2025,2,Monday,157,1,-1,0,unknown,yes
1149,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,03/02/2025,2,Monday,1393,1,-1,0,unknown,yes
1150,59,retired,divorced,secondary,no,514,no,no,cellular,3,feb,03/02/2025,2,Monday,261,1,-1,0,unknown,yes
1151,39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,03/02/2025,2,Monday,372,1,-1,0,unknown,yes
1152,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,03/02/2025,2,Monday,182,2,90,1,success,yes
1153,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,03/02/2025,2,Monday,1404,4,-1,0,unknown,yes
1154,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,03/02/2025,2,Monday,1776,2,-1,0,unknown,yes
1155,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,546,3,196,4,failure,yes
1156,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,489,1,-1,0,unknown,yes
1157,32,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,192,2,-1,0,unknown,yes
1158,34,management,married,tertiary,no,73,no,no,cellular,4,feb,04/02/2025,2,Tuesday,426,2,-1,0,unknown,yes
1159,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,04/02/2025,2,Tuesday,736,1,-1,0,unknown,yes
1160,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,04/02/2025,2,Tuesday,1416,1,-1,0,unknown,yes
1161,31,self-employed,married,tertiary,no,168,no,no,cellular,4,feb,04/02/2025,2,Tuesday,193,2,-1,0,unknown,yes
1162,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,80,2,-1,0,unknown,yes
1163,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,136,3,-1,0,unknown,yes
1164,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,1579,1,246,4,failure,yes
1165,31,management,married,tertiary,no,141,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,572,2,238,7,other,yes
1166,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,1164,1,203,1,failure,yes
1167,22,admin.,single,tertiary,no,897,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,133,4,-1,0,unknown,yes
1168,31,unemployed,single,secondary,no,1214,no,no,cellular,4,feb,04/02/2025,2,Tuesday,974,1,-1,0,unknown,yes
1169,69,retired,married,primary,no,324,no,no,cellular,4,feb,04/02/2025,2,Tuesday,136,4,-1,0,unknown,yes
1170,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,04/02/2025,2,Tuesday,467,1,-1,0,unknown,yes
1171,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,04/02/2025,2,Tuesday,1226,1,-1,0,unknown,yes
1172,29,management,single,tertiary,no,697,no,no,cellular,4,feb,04/02/2025,2,Tuesday,206,1,-1,0,unknown,yes
1173,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,765,2,-1,0,unknown,yes
1174,28,services,single,primary,no,198,no,no,cellular,4,feb,04/02/2025,2,Tuesday,976,2,-1,0,unknown,yes
1175,56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,04/02/2025,2,Tuesday,945,2,-1,0,unknown,yes
1176,39,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,04/02/2025,2,Tuesday,1290,2,-1,0,unknown,yes
1177,33,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,04/02/2025,2,Tuesday,146,3,-1,0,unknown,yes
1178,38,technician,married,tertiary,no,4383,no,no,cellular,4,feb,04/02/2025,2,Tuesday,1381,4,-1,0,unknown,yes
1179,30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,04/02/2025,2,Tuesday,1121,2,-1,0,unknown,yes
1180,29,technician,married,secondary,no,273,no,no,cellular,4,feb,04/02/2025,2,Tuesday,2775,2,-1,0,unknown,yes
1181,69,management,married,tertiary,no,840,no,no,telephone,5,feb,05/02/2025,2,Wednesday,128,3,-1,0,unknown,yes
1182,0,management,married,tertiary,no,309,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,676,1,-1,0,unknown,yes
1183,35,management,single,tertiary,no,2707,no,no,cellular,5,feb,05/02/2025,2,Wednesday,699,1,-1,0,unknown,yes
1184,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,05/02/2025,2,Wednesday,642,1,167,2,failure,yes
1185,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,810,1,268,1,failure,yes
1186,26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,05/02/2025,2,Wednesday,1916,2,189,29,other,yes
1187,34,unemployed,married,primary,no,309,no,no,cellular,5,feb,05/02/2025,2,Wednesday,578,1,-1,0,unknown,yes
1188,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,656,1,-1,0,unknown,yes
1189,54,services,married,unknown,no,0,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,686,2,267,1,other,yes
1190,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,05/02/2025,2,Wednesday,158,3,-1,0,unknown,yes
1191,54,technician,married,secondary,no,0,no,no,telephone,5,feb,05/02/2025,2,Wednesday,744,3,-1,0,unknown,yes
1192,48,entrepreneur,single,tertiary,no,318,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,1017,4,-1,0,unknown,yes
1193,40,unemployed,married,primary,no,1908,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,1661,2,-1,0,unknown,yes
1194,28,technician,single,tertiary,no,676,no,no,cellular,5,feb,05/02/2025,2,Wednesday,1138,2,-1,0,unknown,yes
1195,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,136,10,-1,0,unknown,yes
1196,34,management,single,tertiary,no,1228,no,no,cellular,5,feb,05/02/2025,2,Wednesday,263,8,-1,0,unknown,yes
1197,32,management,single,tertiary,no,0,no,no,cellular,5,feb,05/02/2025,2,Wednesday,550,4,-1,0,unknown,yes
1198,31,services,single,secondary,no,13,no,yes,cellular,6,feb,06/02/2025,2,Thursday,1019,2,-1,0,unknown,yes
1199,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,06/02/2025,2,Thursday,158,1,92,1,success,yes
1200,66,technician,married,secondary,no,0,no,no,cellular,6,feb,06/02/2025,2,Thursday,751,1,-1,0,unknown,yes
1201,37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,06/02/2025,2,Thursday,141,1,-1,0,unknown,yes
1202,33,management,married,tertiary,no,158,no,no,cellular,6,feb,06/02/2025,2,Thursday,192,2,-1,0,unknown,yes
1203,50,management,married,tertiary,no,346,no,no,cellular,6,feb,06/02/2025,2,Thursday,178,1,-1,0,unknown,yes
1204,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,06/02/2025,2,Thursday,860,2,-1,0,unknown,yes
1205,56,management,married,tertiary,no,616,no,no,cellular,6,feb,06/02/2025,2,Thursday,156,1,-1,0,unknown,yes
1206,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,06/02/2025,2,Thursday,984,2,-1,0,unknown,yes
1207,59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,06/02/2025,2,Thursday,241,2,-1,0,unknown,yes
1208,32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,06/02/2025,2,Thursday,591,8,-1,0,unknown,yes
1209,22,student,single,secondary,no,0,no,no,cellular,6,feb,06/02/2025,2,Thursday,229,6,-1,0,unknown,yes
1210,34,management,married,tertiary,no,0,no,no,cellular,6,feb,06/02/2025,2,Thursday,787,3,9,1,other,yes
1211,39,services,married,tertiary,no,1493,no,no,cellular,9,feb,09/02/2025,2,Sunday,912,3,-1,0,unknown,yes
1212,28,technician,single,secondary,no,313,no,no,cellular,9,feb,09/02/2025,2,Sunday,1183,2,-1,0,unknown,yes
1213,31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,09/02/2025,2,Sunday,1541,1,-1,0,unknown,yes
1214,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,09/02/2025,2,Sunday,126,1,88,1,success,yes
1215,66,retired,married,primary,no,206,no,no,cellular,9,feb,09/02/2025,2,Sunday,479,1,-1,0,unknown,yes
1216,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,09/02/2025,2,Sunday,190,1,-1,0,unknown,yes
1217,30,admin.,single,secondary,no,270,no,no,cellular,9,feb,09/02/2025,2,Sunday,123,1,-1,0,unknown,yes
1218,28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,09/02/2025,2,Sunday,253,21,-1,0,unknown,yes
1219,29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,09/02/2025,2,Sunday,835,3,-1,0,unknown,yes
1220,49,services,married,secondary,no,320,no,no,telephone,9,feb,09/02/2025,2,Sunday,1971,4,-1,0,unknown,yes
1221,34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,10/02/2025,2,Monday,97,1,85,1,failure,yes
