anio,tabla,pregunta,dimension,ambito,cv_empresas_flexibilidad_interna,cv_empresas_formacion_trabajadores,cv_empresas_aumento_plantilla
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Industria,4.936190780121995,1.461446961041503,5.8560066304486025
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Construcción,6.229725934511506,1.682152222659448,6.60060978295215
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Comercio y reparación de vehículos,7.420705313845841,2.876561364036687,9.069421528026604
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Transporte y almacenamiento,9.693672921839154,2.668209531069498,11.44225779329556
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Hostelería,6.746786394688466,4.461011263280683,12.189489843419205
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",10.35377318855323,2.9027640327155617,9.654940631518857
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades profesionales, científicas y técnicas",9.447760517854013,2.3738994861786837,8.227266083514895
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Actividades administrativas y servicios auxiliares,7.27764577554372,3.4525188820086186,9.174976416017342
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",7.742193253764309,3.417580446795817,12.62235498201327
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Andalucía,7.383237209584831,3.021786607571382,9.7959185469282
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Aragón,9.901955508866982,2.963876263836078,11.16615606523667
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Asturias (Principado de),9.738747650947994,3.525191765962644,13.333399423075196
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Balears (Illes),9.285461002347771,3.955910384749923,10.14374652920868
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Canarias,10.521414301890973,4.694580504321868,14.082196636340116
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cantabria,11.135653670998355,3.3289964261147547,12.5986496860839
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla-La Mancha,10.871022286415286,3.6473123492926662,14.12810642949484
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla y León,8.717040131000047,3.187028355158263,12.09783270462483
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cataluña,8.152098690917903,2.885414125551957,8.896196324554307
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Comunitat Valenciana,8.430888369646725,3.3433299956901545,10.36643081629872
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Extremadura,8.612769082150551,3.9867045490433815,12.265512223618646
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Galicia,10.028803372714307,3.540352105816422,12.787601145557115
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Madrid (Comunidad de),8.373386172461537,3.4193809097931425,9.536270929375917
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Murcia (Región de),9.752388297880495,3.359822287851185,11.575758015951791
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Navarra (Comunidad Foral de),9.329158360576084,3.521982501986294,15.395154914427051
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,País Vasco,9.37457789514784,3.307308559352097,10.583067102283076
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,"Rioja, La",9.690499811835004,3.1795797818914515,15.086558549821952
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TOTAL,ENCUESTA ANUAL LABORAL TOTAL,3.2884468363507313,1.102095957404562,3.9461805476772978
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 5 a 9 trabajadores,6.4020127946054135,2.1272679580064477,7.651681454179708
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 10 a 49 trabajadores,4.22212712616671,1.221104054203552,5.388506410926214
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 50 a 249 trabajadores,3.3419584106830347,0.6134737475730503,4.28471785927737
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 250 a 499 trabajadores,4.27318873934564,0.4968293375125858,5.044809894585546
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,Más de 499 trabajadores,0.4576512622411304,0.0357757507087025,0.6085282617323513
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Industria,5.4895313544457665,1.6097457846209116,6.471150826415551
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Construcción,7.258335970497703,1.7633764024783678,7.203164065787725
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Comercio y reparación de vehículos,9.80149040414636,2.8649842291050116,12.10716555046442
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Transporte y almacenamiento,12.533704478202282,2.7928515666497606,10.92467075905123
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Hostelería,7.22561779654053,4.359589318696921,18.521913076558473
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",12.64722290069905,3.254377916505282,11.313883476905628
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades profesionales, científicas y técnicas",11.053320897017096,2.7603026591136963,11.531970151692985
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Actividades administrativas y servicios auxiliares,8.469004687693142,3.375718195849976,10.820817196714737
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",8.520334311076597,3.3819373477428485,14.952039172826048
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Andalucía,8.840863747000784,3.5064922544765404,13.474179030215366
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Aragón,10.84840191312659,3.463716786537548,11.97407575767585
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Asturias (Principado de),12.429419602891777,3.747504152360427,17.46747091648347
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Balears (Illes),13.572314222803714,4.709270771689297,16.34681021227925
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Canarias,11.900738050937036,4.273704696082172,15.211396985002931
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cantabria,11.503337353291682,3.941117591690768,17.626085002704333
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla-La Mancha,11.093509098766871,3.5442966334583117,13.684146486235433
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla y León,11.45533931736334,3.897146511562504,13.697414514023931
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cataluña,10.239282354628733,2.9455500971590194,10.908934370601402
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Comunitat Valenciana,8.562765899772758,3.227100369178455,12.466028353810769
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Extremadura,10.844818705627809,3.512285366154292,16.712378954578558
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Galicia,10.552282294292665,3.4340591827334275,14.048861604038064
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Madrid (Comunidad de),10.237315223508812,3.264681084983206,9.96271377620296
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Murcia (Región de),11.943148803011985,3.46581659928484,12.242605919601354
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Navarra (Comunidad Foral de),10.02452719284771,3.1246276962323107,15.54360855149905
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,País Vasco,12.94335338967201,3.854347884245928,12.964349959065952
2024,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,"Rioja, La",13.04386109649752,3.8957946525863414,15.8658599786216
