anio,tabla,pregunta,TOTAL,ambito,NADA,POCO,BASTANTE,MUCHO
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",5.893,15.752,44.063,34.292
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,En lenguas extranjeras,23.022,40.356,24.568,12.054
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Básicas de cálculo y/o comunicación oral o escrita,22.688,36.513,29.697,11.102
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Generales de tecnologías de la información ,13.593,29.346,39.173,17.888
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Profesionales de tecnologías de la información ,26.908,37.656,24.493,10.944
2024,EAL-16,EMPRESAS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",13.417,18.861,36.496,31.226
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De dirección,1.219,8.24,42.912,47.628
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De trabajo en equipo,0.35,2.647,40.67,56.333
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De atención al público/ trato a clientes,2.959,15.763,37.806,43.472
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Administrativas de oficina,2.211,21.871,49.752,26.166
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",1.237,11.915,49.421,37.427
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,En lenguas extranjeras,8.034,33.434,36.148,22.384
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Básicas de cálculo y/o comunicación oral o escrita,4.952,29.125,45.866,20.057
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Generales de tecnologías de la información ,2.056,14.576,48.346,35.022
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Profesionales de tecnologías de la información ,6.458,25.46,39.324,28.758
2024,EAL-16c,EMPRESAS DE MÁS DE 499 TRABAJADORES SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",6.08,16.604,37.88,39.435
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De dirección,11.117,19.077,39.637,30.169
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De trabajo en equipo,2.189,5.68,43.455,48.677
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,De atención al público/ trato a clientes,3.851,9.635,35.976,50.538
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Administrativas de oficina,11.946,26.811,36.084,25.159
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",6.288,16.716,43.524,33.473
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,En lenguas extranjeras,19.897,39.443,26.688,13.971
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Básicas de cálculo y/o comunicación oral o escrita,23.147,35.378,29.419,12.056
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Generales de tecnologías de la información ,13.863,28.992,38.165,18.98
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,Profesionales de tecnologías de la información ,27.918,36.061,24.113,11.909
2024,EAL-16f,EMPRESAS DEL SECTOR SERVICIOS SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ,100,"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",16.375,22.136,34.43,27.059
