,cluster_demografico,nombre_segmento
2806,1,Activos Operarios
2807,1,Activos Operarios
2808,0,Seniors Jubilados
2809,0,Seniors Jubilados
2810,1,Activos Operarios
2811,0,Seniors Jubilados
2812,2,Activos Directivos
2813,0,Seniors Jubilados
2814,1,Activos Operarios
2815,3,Consolidados Técnicos
2816,0,Seniors Jubilados
2817,3,Consolidados Técnicos
2818,0,Seniors Jubilados
2819,2,Activos Directivos
2820,0,Seniors Jubilados
2821,1,Activos Operarios
2822,0,Seniors Jubilados
2823,0,Seniors Jubilados
2824,0,Seniors Jubilados
2825,0,Seniors Jubilados
2826,3,Consolidados Técnicos
2827,0,Seniors Jubilados
2828,1,Activos Operarios
2829,1,Activos Operarios
2830,3,Consolidados Técnicos
2831,1,Activos Operarios
2832,3,Consolidados Técnicos
2833,0,Seniors Jubilados
2834,0,Seniors Jubilados
2835,3,Consolidados Técnicos
2836,2,Activos Directivos
2837,0,Seniors Jubilados
2838,2,Activos Directivos
2839,0,Seniors Jubilados
2840,0,Seniors Jubilados
2841,0,Seniors Jubilados
2842,1,Activos Operarios
2843,0,Seniors Jubilados
2844,2,Activos Directivos
2845,2,Activos Directivos
2846,0,Seniors Jubilados
2847,3,Consolidados Técnicos
2848,1,Activos Operarios
2849,3,Consolidados Técnicos
2850,0,Seniors Jubilados
2851,2,Activos Directivos
2852,0,Seniors Jubilados
2853,2,Activos Directivos
2854,0,Seniors Jubilados
2855,3,Consolidados Técnicos
2856,2,Activos Directivos
2857,0,Seniors Jubilados
2858,0,Seniors Jubilados
2859,2,Activos Directivos
2860,1,Activos Operarios
2861,1,Activos Operarios
2862,0,Seniors Jubilados
2863,1,Activos Operarios
2864,1,Activos Operarios
2865,0,Seniors Jubilados
2866,0,Seniors Jubilados
2867,0,Seniors Jubilados
2868,0,Seniors Jubilados
2869,2,Activos Directivos
2870,1,Activos Operarios
2871,0,Seniors Jubilados
2872,3,Consolidados Técnicos
2873,2,Activos Directivos
2874,0,Seniors Jubilados
2875,1,Activos Operarios
2876,3,Consolidados Técnicos
2877,2,Activos Directivos
2878,2,Activos Directivos
2879,3,Consolidados Técnicos
2880,0,Seniors Jubilados
2881,2,Activos Directivos
2882,0,Seniors Jubilados
2883,1,Activos Operarios
2884,1,Activos Operarios
2885,0,Seniors Jubilados
2886,2,Activos Directivos
2887,3,Consolidados Técnicos
2888,0,Seniors Jubilados
2889,1,Activos Operarios
2890,3,Consolidados Técnicos
2891,1,Activos Operarios
2892,1,Activos Operarios
2893,2,Activos Directivos
2894,0,Seniors Jubilados
2895,0,Seniors Jubilados
2896,2,Activos Directivos
2897,1,Activos Operarios
2898,2,Activos Directivos
2899,2,Activos Directivos
2900,2,Activos Directivos
2901,0,Seniors Jubilados
2902,3,Consolidados Técnicos
2903,3,Consolidados Técnicos
2904,3,Consolidados Técnicos
2905,1,Activos Operarios
2906,2,Activos Directivos
2907,1,Activos Operarios
2908,1,Activos Operarios
2909,2,Activos Directivos
2910,3,Consolidados Técnicos
2911,1,Activos Operarios
2912,2,Activos Directivos
2913,1,Activos Operarios
2914,1,Activos Operarios
2915,2,Activos Directivos
2916,3,Consolidados Técnicos
2917,1,Activos Operarios
2918,2,Activos Directivos
2919,1,Activos Operarios
2920,2,Activos Directivos
2921,0,Seniors Jubilados
2922,0,Seniors Jubilados
2923,2,Activos Directivos
2924,3,Consolidados Técnicos
2925,0,Seniors Jubilados
2926,3,Consolidados Técnicos
2927,1,Activos Operarios
2928,3,Consolidados Técnicos
2929,1,Activos Operarios
2930,1,Activos Operarios
2931,0,Seniors Jubilados
2932,0,Seniors Jubilados
2933,0,Seniors Jubilados
2934,3,Consolidados Técnicos
2935,1,Activos Operarios
2936,0,Seniors Jubilados
2937,3,Consolidados Técnicos
2938,0,Seniors Jubilados
2939,1,Activos Operarios
2940,0,Seniors Jubilados
2941,1,Activos Operarios
2942,0,Seniors Jubilados
2943,1,Activos Operarios
2944,1,Activos Operarios
2945,1,Activos Operarios
2946,0,Seniors Jubilados
2947,0,Seniors Jubilados
2948,1,Activos Operarios
2949,0,Seniors Jubilados
2950,1,Activos Operarios
2951,2,Activos Directivos
2952,2,Activos Directivos
2953,2,Activos Directivos
2954,1,Activos Operarios
2955,0,Seniors Jubilados
2956,2,Activos Directivos
2957,3,Consolidados Técnicos
2958,3,Consolidados Técnicos
2959,0,Seniors Jubilados
2960,0,Seniors Jubilados
2961,3,Consolidados Técnicos
2962,3,Consolidados Técnicos
2963,2,Activos Directivos
2964,1,Activos Operarios
2965,2,Activos Directivos
2966,1,Activos Operarios
2967,0,Seniors Jubilados
2968,1,Activos Operarios
2969,3,Consolidados Técnicos
2970,3,Consolidados Técnicos
2971,0,Seniors Jubilados
2972,1,Activos Operarios
2973,1,Activos Operarios
2974,1,Activos Operarios
2975,1,Activos Operarios
2976,0,Seniors Jubilados
2977,1,Activos Operarios
2978,2,Activos Directivos
2979,0,Seniors Jubilados
2980,2,Activos Directivos
2981,3,Consolidados Técnicos
2982,3,Consolidados Técnicos
2983,1,Activos Operarios
2984,0,Seniors Jubilados
2985,2,Activos Directivos
2986,1,Activos Operarios
2987,3,Consolidados Técnicos
2988,2,Activos Directivos
2989,1,Activos Operarios
2990,3,Consolidados Técnicos
2991,0,Seniors Jubilados
2992,2,Activos Directivos
2993,1,Activos Operarios
2994,1,Activos Operarios
2995,1,Activos Operarios
2996,3,Consolidados Técnicos
2997,2,Activos Directivos
2998,2,Activos Directivos
2999,3,Consolidados Técnicos
3000,0,Seniors Jubilados
3001,0,Seniors Jubilados
3002,0,Seniors Jubilados
3003,0,Seniors Jubilados
3004,0,Seniors Jubilados
3005,2,Activos Directivos
3006,3,Consolidados Técnicos
3007,0,Seniors Jubilados
3008,0,Seniors Jubilados
3009,2,Activos Directivos
3010,2,Activos Directivos
3011,0,Seniors Jubilados
3012,0,Seniors Jubilados
3013,0,Seniors Jubilados
3014,0,Seniors Jubilados
3015,1,Activos Operarios
3016,2,Activos Directivos
3017,3,Consolidados Técnicos
3018,2,Activos Directivos
3019,1,Activos Operarios
3020,2,Activos Directivos
3021,0,Seniors Jubilados
3022,0,Seniors Jubilados
3023,0,Seniors Jubilados
3024,2,Activos Directivos
3025,0,Seniors Jubilados
3026,0,Seniors Jubilados
3027,1,Activos Operarios
3028,3,Consolidados Técnicos
3029,0,Seniors Jubilados
3030,3,Consolidados Técnicos
3031,1,Activos Operarios
3032,0,Seniors Jubilados
3033,0,Seniors Jubilados
3034,2,Activos Directivos
3035,0,Seniors Jubilados
3036,1,Activos Operarios
3037,0,Seniors Jubilados
3038,2,Activos Directivos
3039,0,Seniors Jubilados
3040,1,Activos Operarios
3041,3,Consolidados Técnicos
3042,2,Activos Directivos
3043,0,Seniors Jubilados
3044,2,Activos Directivos
3045,2,Activos Directivos
3046,2,Activos Directivos
3047,3,Consolidados Técnicos
3048,2,Activos Directivos
3049,1,Activos Operarios
3050,2,Activos Directivos
3051,1,Activos Operarios
3052,2,Activos Directivos
3053,0,Seniors Jubilados
3054,2,Activos Directivos
3055,0,Seniors Jubilados
3056,1,Activos Operarios
3057,0,Seniors Jubilados
3058,0,Seniors Jubilados
3059,2,Activos Directivos
3060,0,Seniors Jubilados
3061,1,Activos Operarios
3062,1,Activos Operarios
3063,1,Activos Operarios
3064,2,Activos Directivos
3065,1,Activos Operarios
3066,1,Activos Operarios
3067,0,Seniors Jubilados
3068,1,Activos Operarios
3069,1,Activos Operarios
3070,2,Activos Directivos
3071,0,Seniors Jubilados
3072,3,Consolidados Técnicos
3073,1,Activos Operarios
3074,0,Seniors Jubilados
3075,2,Activos Directivos
3076,0,Seniors Jubilados
3077,0,Seniors Jubilados
3078,0,Seniors Jubilados
3079,3,Consolidados Técnicos
3080,3,Consolidados Técnicos
3081,2,Activos Directivos
3082,1,Activos Operarios
3083,1,Activos Operarios
3084,0,Seniors Jubilados
3085,2,Activos Directivos
3086,1,Activos Operarios
3087,0,Seniors Jubilados
3088,0,Seniors Jubilados
3089,0,Seniors Jubilados
3090,3,Consolidados Técnicos
3091,3,Consolidados Técnicos
3092,0,Seniors Jubilados
3093,0,Seniors Jubilados
3094,2,Activos Directivos
3095,0,Seniors Jubilados
3096,2,Activos Directivos
3097,2,Activos Directivos
3098,0,Seniors Jubilados
3099,0,Seniors Jubilados
3100,1,Activos Operarios
3101,0,Seniors Jubilados
3102,3,Consolidados Técnicos
3103,3,Consolidados Técnicos
3104,3,Consolidados Técnicos
3105,3,Consolidados Técnicos
3106,0,Seniors Jubilados
3107,1,Activos Operarios
3108,3,Consolidados Técnicos
3109,3,Consolidados Técnicos
3110,0,Seniors Jubilados
3111,2,Activos Directivos
3112,2,Activos Directivos
3113,3,Consolidados Técnicos
3114,1,Activos Operarios
3115,2,Activos Directivos
3116,0,Seniors Jubilados
3117,2,Activos Directivos
3118,0,Seniors Jubilados
3119,0,Seniors Jubilados
3120,2,Activos Directivos
3121,0,Seniors Jubilados
3122,3,Consolidados Técnicos
3123,0,Seniors Jubilados
3124,1,Activos Operarios
3125,0,Seniors Jubilados
3126,2,Activos Directivos
3127,2,Activos Directivos
3128,0,Seniors Jubilados
3129,1,Activos Operarios
3130,0,Seniors Jubilados
3131,0,Seniors Jubilados
3132,2,Activos Directivos
3133,1,Activos Operarios
3134,0,Seniors Jubilados
3135,0,Seniors Jubilados
3136,1,Activos Operarios
3137,1,Activos Operarios
3138,0,Seniors Jubilados
3139,3,Consolidados Técnicos
3140,1,Activos Operarios
3141,3,Consolidados Técnicos
3142,1,Activos Operarios
3143,2,Activos Directivos
3144,0,Seniors Jubilados
3145,3,Consolidados Técnicos
3146,0,Seniors Jubilados
3147,3,Consolidados Técnicos
3148,3,Consolidados Técnicos
3149,0,Seniors Jubilados
3150,1,Activos Operarios
3151,0,Seniors Jubilados
3152,1,Activos Operarios
3153,0,Seniors Jubilados
3154,3,Consolidados Técnicos
3155,2,Activos Directivos
3156,0,Seniors Jubilados
3157,3,Consolidados Técnicos
3158,3,Consolidados Técnicos
3159,2,Activos Directivos
3160,2,Activos Directivos
3161,1,Activos Operarios
3162,0,Seniors Jubilados
3163,3,Consolidados Técnicos
3164,1,Activos Operarios
3165,0,Seniors Jubilados
3166,2,Activos Directivos
3167,1,Activos Operarios
3168,3,Consolidados Técnicos
3169,2,Activos Directivos
3170,2,Activos Directivos
3171,1,Activos Operarios
3172,0,Seniors Jubilados
3173,1,Activos Operarios
3174,1,Activos Operarios
3175,0,Seniors Jubilados
3176,1,Activos Operarios
3177,1,Activos Operarios
3178,1,Activos Operarios
3179,3,Consolidados Técnicos
3180,1,Activos Operarios
3181,2,Activos Directivos
3182,2,Activos Directivos
3183,3,Consolidados Técnicos
3184,1,Activos Operarios
3185,0,Seniors Jubilados
3186,0,Seniors Jubilados
3187,3,Consolidados Técnicos
3188,2,Activos Directivos
3189,0,Seniors Jubilados
3190,3,Consolidados Técnicos
3191,2,Activos Directivos
3192,0,Seniors Jubilados
3193,1,Activos Operarios
3194,0,Seniors Jubilados
3195,1,Activos Operarios
3196,0,Seniors Jubilados
3197,0,Seniors Jubilados
3198,1,Activos Operarios
3199,2,Activos Directivos
3200,0,Seniors Jubilados
3201,3,Consolidados Técnicos
3202,2,Activos Directivos
3203,0,Seniors Jubilados
3204,0,Seniors Jubilados
3205,1,Activos Operarios
3206,0,Seniors Jubilados
3207,0,Seniors Jubilados
3208,0,Seniors Jubilados
3209,2,Activos Directivos
3210,1,Activos Operarios
3211,2,Activos Directivos
3212,1,Activos Operarios
3213,2,Activos Directivos
3214,3,Consolidados Técnicos
3215,3,Consolidados Técnicos
3216,1,Activos Operarios
3217,1,Activos Operarios
3218,3,Consolidados Técnicos
3219,2,Activos Directivos
3220,2,Activos Directivos
3221,3,Consolidados Técnicos
3222,3,Consolidados Técnicos
3223,2,Activos Directivos
3224,1,Activos Operarios
3225,3,Consolidados Técnicos
3226,2,Activos Directivos
3227,2,Activos Directivos
3228,1,Activos Operarios
3229,0,Seniors Jubilados
3230,2,Activos Directivos
3231,1,Activos Operarios
3232,1,Activos Operarios
3233,2,Activos Directivos
3234,1,Activos Operarios
3235,1,Activos Operarios
3236,0,Seniors Jubilados
3237,1,Activos Operarios
3238,2,Activos Directivos
3239,3,Consolidados Técnicos
3240,1,Activos Operarios
3241,2,Activos Directivos
3242,0,Seniors Jubilados
3243,3,Consolidados Técnicos
3244,1,Activos Operarios
3245,2,Activos Directivos
3246,0,Seniors Jubilados
3247,3,Consolidados Técnicos
3248,1,Activos Operarios
3249,0,Seniors Jubilados
3250,0,Seniors Jubilados
3251,3,Consolidados Técnicos
3252,2,Activos Directivos
3253,1,Activos Operarios
3254,2,Activos Directivos
3255,0,Seniors Jubilados
3256,3,Consolidados Técnicos
3257,0,Seniors Jubilados
3258,2,Activos Directivos
3259,2,Activos Directivos
3260,1,Activos Operarios
3261,2,Activos Directivos
3262,2,Activos Directivos
3263,1,Activos Operarios
3264,3,Consolidados Técnicos
3265,0,Seniors Jubilados
3266,0,Seniors Jubilados
3267,0,Seniors Jubilados
3268,3,Consolidados Técnicos
3269,0,Seniors Jubilados
3270,1,Activos Operarios
3271,0,Seniors Jubilados
3272,0,Seniors Jubilados
3273,1,Activos Operarios
3274,0,Seniors Jubilados
3275,0,Seniors Jubilados
3276,3,Consolidados Técnicos
3277,0,Seniors Jubilados
3278,2,Activos Directivos
3279,0,Seniors Jubilados
3280,2,Activos Directivos
3281,0,Seniors Jubilados
3282,1,Activos Operarios
3283,1,Activos Operarios
3284,1,Activos Operarios
3285,1,Activos Operarios
3286,2,Activos Directivos
3287,3,Consolidados Técnicos
3288,0,Seniors Jubilados
3289,3,Consolidados Técnicos
3290,1,Activos Operarios
3291,1,Activos Operarios
3292,0,Seniors Jubilados
3293,1,Activos Operarios
3294,1,Activos Operarios
3295,0,Seniors Jubilados
3296,2,Activos Directivos
3297,2,Activos Directivos
3298,2,Activos Directivos
3299,1,Activos Operarios
3300,0,Seniors Jubilados
3301,1,Activos Operarios
3302,0,Seniors Jubilados
3303,1,Activos Operarios
3304,0,Seniors Jubilados
3305,0,Seniors Jubilados
3306,3,Consolidados Técnicos
3307,1,Activos Operarios
3308,2,Activos Directivos
3309,2,Activos Directivos
3310,2,Activos Directivos
3311,0,Seniors Jubilados
3312,2,Activos Directivos
3313,0,Seniors Jubilados
3314,0,Seniors Jubilados
3315,2,Activos Directivos
3316,2,Activos Directivos
3317,0,Seniors Jubilados
3318,2,Activos Directivos
3319,0,Seniors Jubilados
3320,3,Consolidados Técnicos
3321,2,Activos Directivos
3322,2,Activos Directivos
3323,2,Activos Directivos
3324,2,Activos Directivos
3325,2,Activos Directivos
3326,1,Activos Operarios
3327,2,Activos Directivos
3328,3,Consolidados Técnicos
3329,3,Consolidados Técnicos
3330,0,Seniors Jubilados
3331,2,Activos Directivos
3332,2,Activos Directivos
3333,0,Seniors Jubilados
3334,0,Seniors Jubilados
3335,0,Seniors Jubilados
3336,2,Activos Directivos
3337,0,Seniors Jubilados
3338,1,Activos Operarios
3339,0,Seniors Jubilados
3340,0,Seniors Jubilados
3341,1,Activos Operarios
3342,2,Activos Directivos
3343,3,Consolidados Técnicos
3344,2,Activos Directivos
3345,0,Seniors Jubilados
3346,1,Activos Operarios
3347,2,Activos Directivos
3348,2,Activos Directivos
3349,1,Activos Operarios
3350,2,Activos Directivos
3351,0,Seniors Jubilados
3352,1,Activos Operarios
3353,1,Activos Operarios
3354,2,Activos Directivos
3355,2,Activos Directivos
3356,2,Activos Directivos
3357,0,Seniors Jubilados
3358,0,Seniors Jubilados
3359,1,Activos Operarios
3360,1,Activos Operarios
3361,2,Activos Directivos
3362,3,Consolidados Técnicos
3363,2,Activos Directivos
3364,0,Seniors Jubilados
3365,0,Seniors Jubilados
3366,2,Activos Directivos
3367,2,Activos Directivos
3368,2,Activos Directivos
3369,1,Activos Operarios
3370,1,Activos Operarios
3371,0,Seniors Jubilados
3372,1,Activos Operarios
3373,0,Seniors Jubilados
3374,2,Activos Directivos
3375,0,Seniors Jubilados
3376,2,Activos Directivos
3377,1,Activos Operarios
3378,1,Activos Operarios
3379,3,Consolidados Técnicos
3380,0,Seniors Jubilados
3381,0,Seniors Jubilados
3382,3,Consolidados Técnicos
3383,3,Consolidados Técnicos
3384,0,Seniors Jubilados
3385,3,Consolidados Técnicos
3386,3,Consolidados Técnicos
3387,3,Consolidados Técnicos
3388,1,Activos Operarios
3389,1,Activos Operarios
3390,2,Activos Directivos
3391,3,Consolidados Técnicos
3392,1,Activos Operarios
3393,2,Activos Directivos
3394,1,Activos Operarios
3395,1,Activos Operarios
3396,2,Activos Directivos
3397,0,Seniors Jubilados
3398,1,Activos Operarios
3399,0,Seniors Jubilados
3400,2,Activos Directivos
3401,1,Activos Operarios
3402,1,Activos Operarios
3403,1,Activos Operarios
3404,3,Consolidados Técnicos
3405,2,Activos Directivos
3406,2,Activos Directivos
3407,2,Activos Directivos
3408,2,Activos Directivos
3409,3,Consolidados Técnicos
3410,2,Activos Directivos
3411,1,Activos Operarios
3412,3,Consolidados Técnicos
3413,3,Consolidados Técnicos
3414,2,Activos Directivos
3415,0,Seniors Jubilados
3416,1,Activos Operarios
3417,0,Seniors Jubilados
3418,2,Activos Directivos
3419,2,Activos Directivos
3420,3,Consolidados Técnicos
3421,1,Activos Operarios
3422,1,Activos Operarios
3423,2,Activos Directivos
3424,1,Activos Operarios
3425,2,Activos Directivos
3426,1,Activos Operarios
3427,0,Seniors Jubilados
3428,1,Activos Operarios
3429,0,Seniors Jubilados
3430,1,Activos Operarios
3431,1,Activos Operarios
3432,3,Consolidados Técnicos
3433,1,Activos Operarios
3434,1,Activos Operarios
3435,1,Activos Operarios
3436,1,Activos Operarios
3437,3,Consolidados Técnicos
3438,0,Seniors Jubilados
3439,2,Activos Directivos
3440,0,Seniors Jubilados
3441,1,Activos Operarios
3442,3,Consolidados Técnicos
3443,3,Consolidados Técnicos
3444,0,Seniors Jubilados
3445,2,Activos Directivos
3446,0,Seniors Jubilados
3447,3,Consolidados Técnicos
3448,3,Consolidados Técnicos
3449,1,Activos Operarios
3450,3,Consolidados Técnicos
3451,2,Activos Directivos
3452,1,Activos Operarios
3453,1,Activos Operarios
3454,0,Seniors Jubilados
3455,1,Activos Operarios
3456,1,Activos Operarios
3457,0,Seniors Jubilados
3458,1,Activos Operarios
3459,0,Seniors Jubilados
3460,0,Seniors Jubilados
3461,0,Seniors Jubilados
3462,2,Activos Directivos
3463,0,Seniors Jubilados
3464,0,Seniors Jubilados
3465,3,Consolidados Técnicos
3466,2,Activos Directivos
3467,2,Activos Directivos
3468,0,Seniors Jubilados
3469,3,Consolidados Técnicos
3470,1,Activos Operarios
3471,2,Activos Directivos
3472,2,Activos Directivos
3473,1,Activos Operarios
3474,0,Seniors Jubilados
3475,2,Activos Directivos
3476,2,Activos Directivos
3477,3,Consolidados Técnicos
3478,3,Consolidados Técnicos
3479,3,Consolidados Técnicos
3480,3,Consolidados Técnicos
3481,0,Seniors Jubilados
3482,1,Activos Operarios
3483,1,Activos Operarios
3484,0,Seniors Jubilados
3485,0,Seniors Jubilados
3486,0,Seniors Jubilados
3487,1,Activos Operarios
3488,2,Activos Directivos
3489,3,Consolidados Técnicos
3490,2,Activos Directivos
3491,0,Seniors Jubilados
3492,1,Activos Operarios
3493,0,Seniors Jubilados
3494,1,Activos Operarios
3495,3,Consolidados Técnicos
3496,2,Activos Directivos
3497,2,Activos Directivos
3498,1,Activos Operarios
3499,3,Consolidados Técnicos
3500,0,Seniors Jubilados
3501,2,Activos Directivos
3502,3,Consolidados Técnicos
3503,2,Activos Directivos
3504,0,Seniors Jubilados
3505,3,Consolidados Técnicos
3506,0,Seniors Jubilados
3507,1,Activos Operarios
3508,1,Activos Operarios
3509,2,Activos Directivos
3510,1,Activos Operarios
3511,0,Seniors Jubilados
3512,3,Consolidados Técnicos
3513,0,Seniors Jubilados
3514,2,Activos Directivos
3515,3,Consolidados Técnicos
3516,1,Activos Operarios
3517,2,Activos Directivos
3518,2,Activos Directivos
3519,0,Seniors Jubilados
3520,3,Consolidados Técnicos
3521,2,Activos Directivos
3522,0,Seniors Jubilados
3523,2,Activos Directivos
3524,2,Activos Directivos
3525,2,Activos Directivos
3526,3,Consolidados Técnicos
3527,0,Seniors Jubilados
3528,0,Seniors Jubilados
3529,1,Activos Operarios
3530,0,Seniors Jubilados
3531,1,Activos Operarios
3532,2,Activos Directivos
3533,1,Activos Operarios
3534,3,Consolidados Técnicos
3535,2,Activos Directivos
3536,2,Activos Directivos
3537,3,Consolidados Técnicos
3538,0,Seniors Jubilados
3539,0,Seniors Jubilados
3540,0,Seniors Jubilados
3541,2,Activos Directivos
3542,1,Activos Operarios
3543,3,Consolidados Técnicos
3544,1,Activos Operarios
3545,2,Activos Directivos
3546,0,Seniors Jubilados
3547,3,Consolidados Técnicos
3548,0,Seniors Jubilados
3549,3,Consolidados Técnicos
3550,1,Activos Operarios
3551,1,Activos Operarios
3552,0,Seniors Jubilados
3553,3,Consolidados Técnicos
3554,1,Activos Operarios
3555,0,Seniors Jubilados
3556,1,Activos Operarios
3557,1,Activos Operarios
3558,3,Consolidados Técnicos
3559,0,Seniors Jubilados
3560,3,Consolidados Técnicos
3561,1,Activos Operarios
3562,1,Activos Operarios
3563,3,Consolidados Técnicos
3564,1,Activos Operarios
3565,0,Seniors Jubilados
3566,1,Activos Operarios
3567,0,Seniors Jubilados
3568,3,Consolidados Técnicos
3569,3,Consolidados Técnicos
3570,0,Seniors Jubilados
3571,3,Consolidados Técnicos
3572,3,Consolidados Técnicos
3573,0,Seniors Jubilados
3574,0,Seniors Jubilados
3575,2,Activos Directivos
3576,1,Activos Operarios
3577,3,Consolidados Técnicos
3578,1,Activos Operarios
3579,0,Seniors Jubilados
3580,3,Consolidados Técnicos
3581,1,Activos Operarios
3582,1,Activos Operarios
3583,1,Activos Operarios
3584,2,Activos Directivos
3585,2,Activos Directivos
3586,3,Consolidados Técnicos
3587,1,Activos Operarios
3588,1,Activos Operarios
3589,0,Seniors Jubilados
3590,1,Activos Operarios
3591,3,Consolidados Técnicos
3592,3,Consolidados Técnicos
3593,0,Seniors Jubilados
3594,0,Seniors Jubilados
3595,2,Activos Directivos
3596,0,Seniors Jubilados
3597,3,Consolidados Técnicos
3598,2,Activos Directivos
3599,3,Consolidados Técnicos
3600,1,Activos Operarios
3601,0,Seniors Jubilados
3602,1,Activos Operarios
3603,2,Activos Directivos
3604,1,Activos Operarios
3605,1,Activos Operarios
3606,1,Activos Operarios
3607,1,Activos Operarios
3608,0,Seniors Jubilados
3609,0,Seniors Jubilados
3610,0,Seniors Jubilados
3611,1,Activos Operarios
3612,0,Seniors Jubilados
3613,1,Activos Operarios
3614,0,Seniors Jubilados
3615,2,Activos Directivos
3616,1,Activos Operarios
3617,3,Consolidados Técnicos
3618,0,Seniors Jubilados
3619,2,Activos Directivos
3620,0,Seniors Jubilados
3621,2,Activos Directivos
3622,3,Consolidados Técnicos
3623,1,Activos Operarios
3624,3,Consolidados Técnicos
3625,2,Activos Directivos
3626,3,Consolidados Técnicos
3627,1,Activos Operarios
3628,3,Consolidados Técnicos
3629,1,Activos Operarios
3630,0,Seniors Jubilados
3631,0,Seniors Jubilados
3632,2,Activos Directivos
3633,2,Activos Directivos
3634,0,Seniors Jubilados
3635,1,Activos Operarios
3636,3,Consolidados Técnicos
3637,2,Activos Directivos
3638,3,Consolidados Técnicos
3639,3,Consolidados Técnicos
3640,1,Activos Operarios
3641,1,Activos Operarios
3642,2,Activos Directivos
3643,2,Activos Directivos
3644,2,Activos Directivos
3645,2,Activos Directivos
3646,0,Seniors Jubilados
3647,2,Activos Directivos
3648,3,Consolidados Técnicos
3649,0,Seniors Jubilados
3650,3,Consolidados Técnicos
3651,0,Seniors Jubilados
3652,0,Seniors Jubilados
3653,1,Activos Operarios
3654,0,Seniors Jubilados
3655,3,Consolidados Técnicos
3656,1,Activos Operarios
3657,2,Activos Directivos
3658,2,Activos Directivos
3659,2,Activos Directivos
3660,3,Consolidados Técnicos
3661,2,Activos Directivos
3662,1,Activos Operarios
3663,0,Seniors Jubilados
3664,2,Activos Directivos
3665,0,Seniors Jubilados
3666,1,Activos Operarios
3667,1,Activos Operarios
3668,1,Activos Operarios
3669,1,Activos Operarios
3670,2,Activos Directivos
3671,1,Activos Operarios
3672,1,Activos Operarios
3673,1,Activos Operarios
3674,2,Activos Directivos
3675,2,Activos Directivos
3676,0,Seniors Jubilados
3677,3,Consolidados Técnicos
3678,2,Activos Directivos
3679,3,Consolidados Técnicos
3680,2,Activos Directivos
3681,0,Seniors Jubilados
3682,2,Activos Directivos
3683,0,Seniors Jubilados
3684,2,Activos Directivos
3685,2,Activos Directivos
3686,0,Seniors Jubilados
3687,2,Activos Directivos
3688,1,Activos Operarios
3689,1,Activos Operarios
3690,0,Seniors Jubilados
3691,1,Activos Operarios
3692,1,Activos Operarios
3693,3,Consolidados Técnicos
3694,1,Activos Operarios
3695,3,Consolidados Técnicos
3696,1,Activos Operarios
3697,3,Consolidados Técnicos
3698,2,Activos Directivos
3699,3,Consolidados Técnicos
3700,1,Activos Operarios
3701,0,Seniors Jubilados
3702,2,Activos Directivos
3703,0,Seniors Jubilados
3704,1,Activos Operarios
3705,2,Activos Directivos
3706,0,Seniors Jubilados
3707,1,Activos Operarios
3708,1,Activos Operarios
3709,2,Activos Directivos
3710,1,Activos Operarios
3711,3,Consolidados Técnicos
3712,0,Seniors Jubilados
3713,1,Activos Operarios
3714,3,Consolidados Técnicos
3715,3,Consolidados Técnicos
3716,0,Seniors Jubilados
3717,1,Activos Operarios
3718,2,Activos Directivos
3719,0,Seniors Jubilados
3720,2,Activos Directivos
3721,1,Activos Operarios
3722,0,Seniors Jubilados
3723,2,Activos Directivos
3724,0,Seniors Jubilados
3725,3,Consolidados Técnicos
3726,0,Seniors Jubilados
3727,0,Seniors Jubilados
3728,1,Activos Operarios
3729,2,Activos Directivos
3730,0,Seniors Jubilados
3731,1,Activos Operarios
3732,1,Activos Operarios
3733,2,Activos Directivos
3734,3,Consolidados Técnicos
3735,1,Activos Operarios
3736,3,Consolidados Técnicos
3737,3,Consolidados Técnicos
3738,0,Seniors Jubilados
3739,2,Activos Directivos
3740,2,Activos Directivos
3741,2,Activos Directivos
3742,2,Activos Directivos
3743,0,Seniors Jubilados
3744,1,Activos Operarios
3745,2,Activos Directivos
3746,0,Seniors Jubilados
3747,3,Consolidados Técnicos
3748,1,Activos Operarios
3749,1,Activos Operarios
3750,2,Activos Directivos
3751,2,Activos Directivos
3752,2,Activos Directivos
3753,0,Seniors Jubilados
3754,2,Activos Directivos
3755,1,Activos Operarios
3756,0,Seniors Jubilados
3757,2,Activos Directivos
3758,1,Activos Operarios
3759,2,Activos Directivos
3760,3,Consolidados Técnicos
3761,3,Consolidados Técnicos
3762,1,Activos Operarios
3763,3,Consolidados Técnicos
3764,2,Activos Directivos
3765,0,Seniors Jubilados
3766,3,Consolidados Técnicos
3767,3,Consolidados Técnicos
3768,3,Consolidados Técnicos
3769,0,Seniors Jubilados
3770,2,Activos Directivos
3771,1,Activos Operarios
3772,3,Consolidados Técnicos
3773,0,Seniors Jubilados
3774,3,Consolidados Técnicos
3775,0,Seniors Jubilados
3776,1,Activos Operarios
3777,1,Activos Operarios
3778,1,Activos Operarios
3779,3,Consolidados Técnicos
3780,0,Seniors Jubilados
3781,0,Seniors Jubilados
3782,0,Seniors Jubilados
3783,2,Activos Directivos
3784,0,Seniors Jubilados
3785,2,Activos Directivos
3786,0,Seniors Jubilados
3787,2,Activos Directivos
3788,2,Activos Directivos
3789,0,Seniors Jubilados
3790,0,Seniors Jubilados
3791,0,Seniors Jubilados
3792,2,Activos Directivos
3793,2,Activos Directivos
