ID,Reason_absence,Month_absence,Day_week,Seasons,Work_load_Average_day,Hit_target,Disciplinary_failure,Absenteeism_hours,Month_absence_order,Day_week_order
3,27,Marzo,Jueves,Verano,222.196,99,0,3,3,5
36,23,Abril,Martes,Verano,246.288,91,0,3,4,3
25,16,Abril,Martes,Verano,246.288,91,0,3,4,3
29,19,Mayo,Miercoles,Verano,237.656,99,0,3,5,4
34,8,Mayo,Miercoles,Verano,237.656,99,0,3,5,4
36,5,Mayo,Martes,Verano,237.656,99,0,3,5,3
28,6,Mayo,Miercoles,Verano,237.656,99,0,3,5,4
22,27,Junio,Miercoles,Verano,275.089,96,0,3,6,4
36,19,Junio,Jueves,Verano,275.089,96,0,3,6,5
22,13,Junio,Lunes,Invierno,275.089,96,0,3,6,2
34,25,Junio,Lunes,Invierno,275.089,96,0,3,6,2
34,10,Junio,Miercoles,Invierno,275.089,96,0,3,6,4
12,22,Junio,Miercoles,Invierno,275.089,96,0,3,6,4
3,23,Julio,Miercoles,Invierno,239.554,97,0,2,7,4
11,23,Julio,Jueves,Invierno,239.554,97,0,2,7,5
3,23,Julio,Viernes,Invierno,239.554,97,0,2,7,6
33,23,Agosto,Miercoles,Invierno,205.917,92,0,2,8,4
3,23,Agosto,Viernes,Invierno,205.917,92,0,2,8,6
3,23,Agosto,Lunes,Invierno,205.917,92,0,2,8,2
27,23,Septiembre,Martes,Invierno,241.476,92,0,2,9,3
14,23,Septiembre,Miercoles,Invierno,241.476,92,0,2,9,4
28,23,Septiembre,Martes,Primavera,241.476,92,0,2,9,3
34,23,Septiembre,Martes,Primavera,241.476,92,0,2,9,3
28,23,Octubre,Miercoles,Primavera,253.465,93,0,2,10,4
33,23,Octubre,Miercoles,Primavera,253.465,93,0,2,10,4
28,28,Octubre,Martes,Primavera,253.465,93,0,2,10,3
36,23,Diciembre,Miercoles,Primavera,261.306,97,0,2,12,4
28,23,Diciembre,Jueves,Primavera,261.306,97,0,2,12,5
28,23,Diciembre,Martes,Primavera,261.306,97,0,2,12,3
34,27,Diciembre,Viernes,Primavera,261.306,97,0,2,12,6
28,23,Diciembre,Viernes,Otono,261.306,97,0,2,12,6
28,27,Enero,Miercoles,Otono,308.593,95,0,2,1,4
27,23,Enero,Jueves,Otono,308.593,95,0,2,1,5
28,28,Enero,Jueves,Otono,308.593,95,0,2,1,5
34,27,Enero,Lunes,Otono,308.593,95,0,2,1,2
28,27,Enero,Martes,Otono,308.593,95,0,2,1,3
34,27,Enero,Martes,Otono,308.593,95,0,2,1,3
34,27,Enero,Miercoles,Otono,308.593,95,0,2,1,4
34,27,Enero,Jueves,Otono,308.593,95,0,2,1,5
34,27,Enero,Viernes,Otono,308.593,95,0,2,1,6
14,28,Febrero,Jueves,Otono,302.585,99,0,2,2,5
20,28,Febrero,Viernes,Otono,302.585,99,0,2,2,6
28,28,Febrero,Lunes,Otono,302.585,99,0,2,2,2
28,23,Febrero,Martes,Otono,302.585,99,0,2,2,3
19,28,Marzo,Martes,Otono,343.253,95,0,2,3,3
28,23,Marzo,Miercoles,Otono,343.253,95,0,2,3,4
28,28,Marzo,Viernes,Verano,343.253,95,0,2,3,6
28,28,Abril,Viernes,Verano,326.452,96,0,2,4,6
14,28,Mayo,Jueves,Verano,378.884,92,0,2,5,5
14,28,Mayo,Lunes,Verano,378.884,92,0,2,5,2
3,11,Junio,Viernes,Verano,377.55,94,0,2,6,6
32,28,Junio,Lunes,Invierno,377.55,94,0,2,6,2
28,28,Junio,Jueves,Invierno,377.55,94,0,2,6,5
14,25,Julio,Viernes,Invierno,275.312,98,0,2,7,6
26,14,Agosto,Jueves,Invierno,265.615,94,0,2,8,5
33,25,Agosto,Lunes,Invierno,265.615,94,0,2,8,2
5,23,Octubre,Lunes,Primavera,265.017,88,0,2,10,2
33,23,Noviembre,Lunes,Primavera,284.031,97,0,2,11,2
1,25,Noviembre,Jueves,Primavera,284.031,97,0,2,11,5
3,28,Diciembre,Lunes,Primavera,236.629,93,0,2,12,2
1,25,Diciembre,Jueves,Primavera,236.629,93,0,2,12,5
30,28,Diciembre,Lunes,Otono,236.629,93,0,2,12,2
14,23,Enero,Lunes,Otono,330.061,100,0,2,1,2
34,28,Febrero,Martes,Otono,251.818,96,0,2,2,3
3,27,Febrero,Lunes,Otono,251.818,96,0,2,2,2
24,23,Febrero,Martes,Otono,251.818,96,0,2,2,3
15,23,Febrero,Martes,Otono,251.818,96,0,2,2,3
24,28,Marzo,Viernes,Otono,244.387,98,0,2,3,6
3,28,Marzo,Lunes,Otono,244.387,98,0,2,3,2
36,23,Marzo,Viernes,Verano,244.387,98,0,2,3,6
24,28,Marzo,Martes,Verano,244.387,98,0,2,3,3
34,11,Abril,Miercoles,Verano,239.409,98,0,2,4,4
33,23,Mayo,Miercoles,Verano,246.074,99,0,2,5,4
17,11,Mayo,Lunes,Verano,246.074,99,0,2,5,2
22,25,Mayo,Lunes,Verano,246.074,99,0,2,5,2
34,28,Junio,Martes,Verano,253.957,95,0,2,6,3
3,28,Junio,Lunes,Invierno,253.957,95,0,2,6,2
28,23,Junio,Miercoles,Invierno,253.957,95,0,2,6,4
36,23,Junio,Miercoles,Invierno,253.957,95,0,2,6,4
22,21,Junio,Miercoles,Invierno,253.957,95,0,2,6,4
24,28,Junio,Viernes,Invierno,253.957,95,0,2,6,6
22,23,Julio,Jueves,Invierno,230.29,92,0,2,7,5
24,28,Julio,Martes,Invierno,230.29,92,0,2,7,3
7,23,Julio,Jueves,Invierno,230.29,92,0,2,7,5
15,28,Agosto,Jueves,Invierno,249.797,93,0,2,8,5
14,23,Septiembre,Martes,Invierno,261.756,87,0,2,9,3
15,28,Septiembre,Jueves,Invierno,261.756,87,0,2,9,5
22,23,Septiembre,Lunes,Invierno,261.756,87,0,2,9,2
15,28,Octubre,Miercoles,Primavera,284.853,91,0,2,10,4
34,23,Octubre,Martes,Primavera,284.853,91,0,2,10,3
32,23,Octubre,Jueves,Primavera,284.853,91,0,2,10,5
28,23,Octubre,Martes,Primavera,284.853,91,0,2,10,3
15,28,Noviembre,Miercoles,Primavera,268.519,93,0,2,11,4
34,13,Noviembre,Jueves,Primavera,268.519,93,0,2,11,5
28,23,Noviembre,Martes,Primavera,268.519,93,0,2,11,3
28,23,Noviembre,Viernes,Primavera,268.519,93,0,2,11,6
10,28,Noviembre,Lunes,Primavera,268.519,93,0,2,11,2
17,18,Diciembre,Viernes,Primavera,280.549,98,0,2,12,6
28,23,Diciembre,Martes,Primavera,280.549,98,0,2,12,3
28,23,Diciembre,Lunes,Primavera,280.549,98,0,2,12,2
17,25,Enero,Jueves,Otono,313.532,96,0,2,1,5
17,25,Enero,Viernes,Otono,313.532,96,0,2,1,6
17,25,Enero,Miercoles,Otono,313.532,96,0,2,1,4
22,27,Enero,Lunes,Otono,313.532,96,0,2,1,2
22,27,Enero,Miercoles,Otono,313.532,96,0,2,1,4
3,27,Enero,Viernes,Otono,313.532,96,0,2,1,6
3,27,Febrero,Miercoles,Otono,264.249,97,0,2,2,4
3,27,Febrero,Jueves,Otono,264.249,97,0,2,2,5
22,27,Febrero,Jueves,Otono,264.249,97,0,2,2,5
29,28,Febrero,Viernes,Otono,264.249,97,0,2,2,6
3,27,Febrero,Viernes,Otono,264.249,97,0,2,2,6
12,19,Febrero,Lunes,Otono,264.249,97,0,2,2,2
3,27,Febrero,Lunes,Otono,264.249,97,0,2,2,2
22,13,Febrero,Jueves,Otono,264.249,97,0,2,2,5
17,23,Febrero,Viernes,Otono,264.249,97,0,2,2,6
22,27,Febrero,Miercoles,Otono,264.249,97,0,2,2,4
28,7,Febrero,Lunes,Otono,264.249,97,0,2,2,2
3,27,Febrero,Martes,Otono,264.249,97,0,2,2,3
33,23,Febrero,Martes,Otono,264.249,97,0,2,2,3
28,25,Febrero,Martes,Otono,264.249,97,0,2,2,3
25,25,Febrero,Viernes,Otono,264.249,97,0,2,2,6
3,27,Marzo,Lunes,Otono,222.196,99,0,2,3,2
33,23,Marzo,Lunes,Otono,222.196,99,0,2,3,2
3,27,Marzo,Miercoles,Otono,222.196,99,0,2,3,4
28,27,Marzo,Jueves,Otono,222.196,99,0,2,3,5
28,25,Marzo,Jueves,Otono,222.196,99,0,2,3,5
22,27,Marzo,Viernes,Otono,222.196,99,0,2,3,6
33,13,Marzo,Lunes,Otono,222.196,99,0,2,3,2
3,27,Marzo,Martes,Otono,222.196,99,0,2,3,3
9,25,Marzo,Miercoles,Otono,222.196,99,0,2,3,4
22,23,Marzo,Viernes,Otono,222.196,99,0,2,3,6
22,13,Marzo,Lunes,Verano,222.196,99,0,2,3,2
22,27,Abril,Viernes,Verano,246.288,91,0,2,4,6
17,16,Abril,Martes,Verano,246.288,91,0,2,4,3
10,23,Abril,Martes,Verano,246.288,91,0,2,4,3
34,10,Abril,Miercoles,Verano,246.288,91,0,2,4,4
36,14,Abril,Jueves,Verano,246.288,91,0,2,4,5
25,28,Mayo,Miercoles,Verano,237.656,99,0,2,5,4
15,28,Mayo,Jueves,Verano,237.656,99,0,2,5,5
22,27,Mayo,Viernes,Verano,237.656,99,0,2,5,6
36,23,Mayo,Lunes,Verano,237.656,99,0,2,5,2
22,27,Mayo,Miercoles,Verano,237.656,99,0,2,5,4
25,23,Mayo,Jueves,Verano,237.656,99,0,2,5,5
14,23,Mayo,Miercoles,Verano,237.656,99,0,2,5,4
22,27,Junio,Viernes,Verano,275.089,96,0,2,6,6
22,13,Junio,Jueves,Verano,275.089,96,0,2,6,5
15,28,Junio,Jueves,Verano,275.089,96,0,2,6,5
34,8,Junio,Viernes,Invierno,275.089,96,0,2,6,6
12,19,Julio,Viernes,Invierno,264.604,93,0,2,7,6
34,23,Julio,Miercoles,Invierno,264.604,93,0,2,7,4
3,11,Julio,Miercoles,Invierno,239.554,97,0,1,7,4
3,11,Agosto,Lunes,Invierno,205.917,92,0,1,8,2
11,23,Agosto,Martes,Invierno,205.917,92,0,1,8,3
10,23,Agosto,Lunes,Invierno,205.917,92,0,1,8,2
33,23,Septiembre,Viernes,Primavera,241.476,92,0,1,9,6
22,23,Octubre,Jueves,Primavera,253.465,93,0,1,10,5
10,23,Octubre,Viernes,Primavera,253.465,93,0,1,10,6
3,23,Noviembre,Jueves,Primavera,306.345,93,0,1,11,5
28,23,Noviembre,Miercoles,Primavera,306.345,93,0,1,11,4
33,28,Noviembre,Lunes,Primavera,306.345,93,0,1,11,2
33,23,Diciembre,Martes,Primavera,261.306,97,0,1,12,3
28,23,Enero,Miercoles,Otono,308.593,95,0,1,1,4
34,19,Enero,Lunes,Otono,308.593,95,0,1,1,2
34,27,Enero,Martes,Otono,308.593,95,0,1,1,3
28,27,Enero,Viernes,Otono,308.593,95,0,1,1,6
28,23,Enero,Martes,Otono,308.593,95,0,1,1,3
27,23,Febrero,Viernes,Otono,302.585,99,0,1,2,6
22,23,Febrero,Martes,Otono,302.585,99,0,1,2,3
18,23,Febrero,Martes,Otono,302.585,99,0,1,2,3
28,23,Febrero,Miercoles,Otono,302.585,99,0,1,2,4
28,23,Marzo,Viernes,Otono,343.253,95,0,1,3,6
22,13,Marzo,Lunes,Verano,343.253,95,0,1,3,2
28,28,Marzo,Lunes,Verano,343.253,95,0,1,3,2
15,28,Abril,Miercoles,Verano,326.452,96,0,1,4,4
28,23,Abril,Miercoles,Verano,326.452,96,0,1,4,4
14,28,Abril,Martes,Verano,326.452,96,0,1,4,3
14,23,Abril,Jueves,Verano,326.452,96,0,1,4,5
36,23,Abril,Jueves,Verano,326.452,96,0,1,4,5
15,28,Abril,Viernes,Verano,326.452,96,0,1,4,6
14,28,Mayo,Lunes,Verano,378.884,92,0,1,5,2
3,12,Mayo,Martes,Verano,378.884,92,0,1,5,3
3,11,Mayo,Martes,Verano,378.884,92,0,1,5,3
36,23,Junio,Martes,Verano,377.55,94,0,1,6,3
11,23,Agosto,Lunes,Invierno,265.615,94,0,1,8,2
26,13,Agosto,Jueves,Invierno,265.615,94,0,1,8,5
33,23,Agosto,Miercoles,Invierno,265.615,94,0,1,8,4
22,23,Agosto,Jueves,Invierno,265.615,94,0,1,8,5
1,23,Agosto,Martes,Invierno,265.615,94,0,1,8,3
36,23,Agosto,Jueves,Invierno,265.615,94,0,1,8,5
3,23,Septiembre,Jueves,Invierno,294.217,81,0,1,9,5
36,28,Septiembre,Jueves,Primavera,294.217,81,0,1,9,5
3,28,Octubre,Miercoles,Primavera,265.017,88,0,1,10,4
36,28,Octubre,Martes,Primavera,265.017,88,0,1,10,3
36,28,Octubre,Jueves,Primavera,265.017,88,0,1,10,5
36,23,Octubre,Jueves,Primavera,265.017,88,0,1,10,5
15,23,Noviembre,Lunes,Primavera,284.031,97,0,1,11,2
1,18,Noviembre,Miercoles,Primavera,284.031,97,0,1,11,4
3,28,Noviembre,Martes,Primavera,284.031,97,0,1,11,3
3,23,Noviembre,Jueves,Primavera,284.031,97,0,1,11,5
3,28,Diciembre,Lunes,Primavera,236.629,93,0,1,12,2
36,28,Diciembre,Martes,Primavera,236.629,93,0,1,12,3
3,28,Diciembre,Jueves,Primavera,236.629,93,0,1,12,5
3,28,Diciembre,Viernes,Primavera,236.629,93,0,1,12,6
22,23,Diciembre,Martes,Primavera,236.629,93,0,1,12,3
1,13,Enero,Martes,Otono,330.061,100,0,1,1,3
3,28,Enero,Miercoles,Otono,330.061,100,0,1,1,4
3,28,Enero,Viernes,Otono,330.061,100,0,1,1,6
28,7,Febrero,Miercoles,Otono,251.818,96,0,1,2,4
36,23,Abril,Lunes,Verano,239.409,98,0,1,4,2
10,23,Mayo,Jueves,Verano,246.074,99,0,1,5,5
34,28,Mayo,Lunes,Verano,246.074,99,0,1,5,2
18,11,Junio,Martes,Invierno,253.957,95,0,1,6,3
2,23,Julio,Lunes,Invierno,230.29,92,0,1,7,2
3,28,Julio,Martes,Invierno,230.29,92,0,1,7,3
36,23,Julio,Viernes,Invierno,230.29,92,0,1,7,6
15,28,Julio,Jueves,Invierno,230.29,92,0,1,7,5
17,25,Agosto,Lunes,Invierno,249.797,93,0,1,8,2
24,28,Agosto,Martes,Invierno,249.797,93,0,1,8,3
24,28,Septiembre,Martes,Invierno,261.756,87,0,1,9,3
33,23,Septiembre,Viernes,Invierno,261.756,87,0,1,9,6
28,23,Septiembre,Miercoles,Invierno,261.756,87,0,1,9,4
32,4,Octubre,Jueves,Primavera,284.853,91,0,1,10,5
15,23,Octubre,Viernes,Primavera,284.853,91,0,1,10,6
9,1,Octubre,Miercoles,Primavera,284.853,91,0,1,10,4
15,23,Octubre,Miercoles,Primavera,284.853,91,0,1,10,4
28,13,Octubre,Jueves,Primavera,284.853,91,0,1,10,5
3,21,Noviembre,Martes,Primavera,268.519,93,0,1,11,3
3,28,Noviembre,Viernes,Primavera,268.519,93,0,1,11,6
3,28,Noviembre,Lunes,Primavera,268.519,93,0,1,11,2
15,28,Diciembre,Miercoles,Primavera,280.549,98,0,1,12,4
22,13,Diciembre,Viernes,Primavera,280.549,98,0,1,12,6
22,13,Mayo,Jueves,Verano,237.656,99,0,1,5,5
34,28,Mayo,Martes,Verano,237.656,99,0,1,5,3
17,16,Mayo,Viernes,Verano,237.656,99,0,1,5,6
28,11,Mayo,Lunes,Verano,237.656,99,0,1,5,2
36,0,Julio,Martes,Invierno,239.554,97,1,0,7,3
20,0,Septiembre,Lunes,Primavera,241.476,92,1,0,9,2
29,0,Septiembre,Lunes,Primavera,241.476,92,1,0,9,2
11,0,Septiembre,Martes,Primavera,241.476,92,1,0,9,3
36,0,Septiembre,Martes,Primavera,241.476,92,1,0,9,3
13,0,Septiembre,Miercoles,Primavera,241.476,92,1,0,9,4
36,0,Octubre,Miercoles,Primavera,253.465,93,1,0,10,4
34,27,Enero,Lunes,Otono,308.593,95,0,0,1,2
2,0,Abril,Lunes,Verano,326.452,96,1,0,4,2
7,0,Mayo,Miercoles,Verano,378.884,92,1,0,5,4
18,0,Mayo,Miercoles,Verano,378.884,92,1,0,5,4
23,0,Mayo,Miercoles,Verano,378.884,92,1,0,5,4
31,0,Mayo,Miercoles,Verano,378.884,92,1,0,5,4
20,0,Julio,Jueves,Invierno,275.312,98,1,0,7,5
5,0,Septiembre,Jueves,Invierno,294.217,81,1,0,9,5
8,0,Septiembre,Martes,Invierno,294.217,81,1,0,9,3
19,0,Septiembre,Martes,Invierno,294.217,81,1,0,9,3
5,0,Septiembre,Jueves,Primavera,294.217,81,1,0,9,5
36,0,Octubre,Viernes,Primavera,265.017,88,1,0,10,6
33,0,Octubre,Viernes,Primavera,265.017,88,1,0,10,6
5,0,Octubre,Miercoles,Primavera,265.017,88,1,0,10,4
5,0,Octubre,Viernes,Primavera,265.017,88,1,0,10,6
20,0,Octubre,Martes,Primavera,265.017,88,1,0,10,3
15,0,Octubre,Martes,Primavera,265.017,88,1,0,10,3
30,0,Octubre,Martes,Primavera,265.017,88,1,0,10,3
18,0,Noviembre,Martes,Primavera,284.031,97,1,0,11,3
23,0,Noviembre,Viernes,Primavera,284.031,97,1,0,11,6
7,0,Noviembre,Martes,Primavera,284.031,97,1,0,11,3
13,0,Marzo,Miercoles,Otono,244.387,98,1,0,3,4
1,0,Marzo,Jueves,Verano,244.387,98,1,0,3,5
24,0,Marzo,Jueves,Verano,244.387,98,1,0,3,5
36,0,Marzo,Jueves,Verano,244.387,98,1,0,3,5
3,0,Junio,Viernes,Verano,253.957,95,1,0,6,6
28,0,Octubre,Lunes,Primavera,284.853,91,1,0,10,2
15,0,Noviembre,Martes,Primavera,268.519,93,1,0,11,3
11,0,Noviembre,Miercoles,Primavera,268.519,93,1,0,11,4
5,0,Noviembre,Jueves,Primavera,268.519,93,1,0,11,5
36,0,Mayo,Martes,Verano,237.656,99,1,0,5,3
23,0,Mayo,Miercoles,Verano,237.656,99,1,0,5,4
2,0,Junio,Lunes,Verano,275.089,96,1,0,6,2
21,0,Junio,Lunes,Verano,275.089,96,1,0,6,2
4,0,0,Martes,Invierno,271.219,95,0,0,0,3
8,0,0,Miercoles,Otono,271.219,95,0,0,0,4
35,0,0,Viernes,Verano,271.219,95,0,0,0,6
