id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,segment,segment_label
3403,31.0,admin.,married,secondary,no,1229,no,no,cellular,12,April,176,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3404,25.0,unemployed,single,primary,no,129,no,no,cellular,12,April,176,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,1.0,Primary,Unemployed,2,0-3,Cluster_1,Trabajadores técnicos
3405,49.0,admin.,married,secondary,no,197,yes,no,cellular,13,April,223,1,182,2,failure,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_0,Adultos consolidados
3406,30.0,management,single,tertiary,no,3779,no,no,cellular,13,April,1093,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3407,32.0,management,single,tertiary,no,2016,no,no,cellular,13,April,232,1,348,1,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3408,36.0,management,single,tertiary,no,436,no,no,cellular,13,April,567,1,595,2,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3409,38.0,management,married,tertiary,no,413,no,no,cellular,13,April,240,1,179,2,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3410,45.0,blue-collar,single,primary,no,116,no,no,unknown,13,April,122,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
3411,36.0,management,single,unknown,no,62,no,no,cellular,13,April,398,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,,Unknown,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3412,23.0,student,single,secondary,no,107,no,no,cellular,13,April,256,5,181,2,success,1,0,1,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,Student,2,4-10,Student,Estudiantes
3413,38.0,technician,married,secondary,no,497,no,no,unknown,14,April,173,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3414,44.0,services,married,primary,no,2557,yes,no,cellular,14,April,250,1,181,8,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
3415,35.0,management,single,tertiary,no,2646,no,no,cellular,14,April,133,8,183,2,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,4-10,Cluster_2,Profesionales estudios superiores
3416,75.0,retired,married,secondary,no,3771,no,no,telephone,15,April,185,1,181,2,success,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,3,0-3,Retired,Jubilados
3417,26.0,technician,single,tertiary,no,1066,no,no,cellular,15,April,200,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3418,59.0,technician,married,secondary,no,1,no,no,cellular,15,April,159,2,378,3,failure,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
3419,30.0,management,single,tertiary,no,232,no,no,cellular,15,April,141,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3420,36.0,blue-collar,married,primary,no,1177,no,no,cellular,15,April,330,1,311,4,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
3421,39.0,technician,married,secondary,no,603,no,yes,cellular,15,April,214,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,1,2,Préstamo + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_3,Jovenes en consolidación
3422,24.0,management,single,tertiary,no,736,yes,no,cellular,15,April,442,2,246,2,other,1,0,1,Jovenes (18-24),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3423,22.0,services,single,secondary,no,129,no,no,cellular,15,April,218,2,181,1,success,1,0,1,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
3424,36.0,management,married,tertiary,no,-115,yes,no,cellular,16,April,297,4,182,2,other,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,4-10,Cluster_2,Profesionales estudios superiores
3425,22.0,management,single,tertiary,no,104,no,yes,cellular,16,April,330,3,-1,0,unknown,1,1,0,Jovenes (18-24),0,1,2,Préstamo + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3426,34.0,management,married,tertiary,no,589,no,no,cellular,19,April,125,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
3427,22.0,student,single,primary,no,3472,no,no,cellular,19,April,529,1,181,4,success,1,0,1,Jovenes (18-24),0,0,1,Depósito,1.0,Primary,Student,3,0-3,Student,Estudiantes
3428,57.0,management,married,tertiary,no,2845,yes,no,telephone,19,April,1143,5,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,4-10,Cluster_0,Adultos consolidados
3429,30.0,student,single,tertiary,no,7529,no,no,cellular,20,April,175,6,183,1,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Student,3,4-10,Student,Estudiantes
3430,55.0,unemployed,divorced,secondary,no,309,no,no,cellular,20,April,167,1,181,3,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Unemployed,3,0-3,Cluster_0,Adultos consolidados
3431,38.0,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,April,162,1,181,5,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
3432,39.0,blue-collar,single,secondary,no,1672,yes,no,cellular,20,April,462,1,648,1,failure,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
3433,38.0,technician,single,secondary,no,1711,no,no,cellular,20,April,379,3,202,1,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3434,24.0,admin.,single,secondary,no,1295,no,no,cellular,21,April,476,1,-1,0,unknown,1,1,0,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
3435,30.0,student,single,secondary,no,2046,no,no,telephone,21,April,595,3,254,1,failure,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Student,3,0-3,Student,Estudiantes
3436,29.0,blue-collar,single,tertiary,no,455,no,no,telephone,21,April,403,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
3437,25.0,student,single,unknown,no,722,no,no,telephone,21,April,623,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,,Unknown,Student,3,0-3,Student,Estudiantes
3438,52.0,technician,married,secondary,no,371,yes,yes,cellular,21,April,224,2,182,1,success,1,0,1,Adultos maduros (45-54),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
3439,62.0,management,married,tertiary,no,997,no,no,cellular,22,April,554,1,304,2,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_0,Adultos consolidados
3440,40.0,technician,married,tertiary,no,206,no,no,cellular,23,April,499,6,185,4,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
3441,76.0,retired,married,secondary,no,820,no,no,telephone,23,April,263,4,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,4,4-10,Retired,Jubilados
3442,31.0,admin.,single,secondary,no,410,no,no,cellular,23,April,342,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3443,42.0,self-employed,married,secondary,no,1216,yes,no,cellular,23,April,296,1,521,1,failure,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Self-Employed,4,0-3,Cluster_3,Jovenes en consolidación
3444,43.0,technician,single,unknown,no,11115,no,no,cellular,23,April,291,1,182,3,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,,Unknown,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
3445,73.0,retired,married,primary,no,796,no,no,cellular,23,April,888,1,182,3,success,1,0,1,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,4,0-3,Retired,Jubilados
3446,41.0,management,divorced,tertiary,no,5037,no,no,cellular,23,April,252,9,185,5,other,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
3447,77.0,management,married,unknown,no,1780,yes,no,cellular,23,April,361,2,182,5,success,1,0,1,Senior (65+),1,0,2,Hipoteca + Depósito,,Unknown,White Collar,4,0-3,Cluster_0,Adultos consolidados
3448,46.0,admin.,divorced,primary,no,429,yes,no,cellular,26,April,465,2,369,2,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,1.0,Primary,White Collar,4,0-3,Cluster_0,Adultos consolidados
3449,35.0,technician,married,secondary,no,2779,no,no,cellular,26,April,182,2,186,2,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
3450,26.0,management,single,tertiary,no,222,no,no,cellular,26,April,192,1,334,1,failure,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3451,45.0,blue-collar,single,secondary,no,0,yes,no,cellular,26,April,1373,1,192,4,failure,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
3452,29.0,management,single,tertiary,no,1445,no,no,cellular,26,April,328,2,143,2,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3453,30.0,technician,single,tertiary,no,655,no,no,cellular,26,April,212,1,202,2,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3454,26.0,unemployed,single,tertiary,no,77,no,no,cellular,26,April,175,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Unemployed,4,0-3,Cluster_1,Trabajadores técnicos
3455,63.0,blue-collar,married,primary,no,115,no,no,telephone,27,April,325,1,180,7,failure,1,0,1,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,Blue Collar,4,0-3,Cluster_0,Adultos consolidados
3456,37.0,unemployed,single,secondary,no,2722,no,no,telephone,27,April,426,2,179,3,other,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,Unemployed,4,0-3,Cluster_1,Trabajadores técnicos
3457,26.0,management,single,tertiary,no,1438,no,no,cellular,27,April,321,1,449,1,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3458,54.0,admin.,married,unknown,no,140,no,no,telephone,27,April,473,2,182,2,failure,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,,Unknown,White Collar,4,0-3,Cluster_0,Adultos consolidados
3459,30.0,admin.,single,secondary,no,915,yes,no,unknown,27,April,370,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3460,61.0,retired,married,secondary,no,1058,no,no,cellular,27,April,159,3,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Retired,4,0-3,Retired,Jubilados
3461,69.0,retired,married,secondary,no,0,no,no,cellular,28,April,184,2,126,2,other,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,4,0-3,Retired,Jubilados
3462,76.0,self-employed,married,unknown,no,4984,no,no,telephone,28,April,403,1,182,1,success,1,0,1,Senior (65+),0,0,1,Depósito,,Unknown,Self-Employed,4,0-3,Cluster_0,Adultos consolidados
3463,30.0,management,single,tertiary,no,697,no,no,cellular,28,April,545,2,181,8,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
3464,64.0,retired,married,secondary,no,4787,no,no,cellular,28,April,392,1,182,1,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Retired,4,0-3,Retired,Jubilados
3465,55.0,housemaid,married,secondary,no,962,yes,no,cellular,28,April,623,1,181,3,success,1,0,1,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_0,Adultos consolidados
3466,55.0,technician,married,tertiary,no,1320,no,no,cellular,28,April,387,2,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_0,Adultos consolidados
3467,29.0,management,single,tertiary,no,2955,no,no,cellular,29,April,226,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
3468,41.0,unemployed,married,tertiary,no,0,no,no,cellular,29,April,882,1,181,3,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,Unemployed,5,0-3,Cluster_2,Profesionales estudios superiores
3469,63.0,retired,married,primary,no,12067,no,no,telephone,29,April,660,1,191,1,failure,1,0,1,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,Retired,5,0-3,Retired,Jubilados
3470,45.0,admin.,married,secondary,no,3006,no,no,cellular,29,April,388,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_3,Jovenes en consolidación
3471,32.0,technician,single,tertiary,no,388,no,no,cellular,29,April,250,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
3472,41.0,self-employed,married,tertiary,no,0,yes,no,telephone,29,April,395,3,426,1,other,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,5,0-3,Cluster_2,Profesionales estudios superiores
3473,37.0,management,married,secondary,no,565,no,no,cellular,29,April,449,1,398,1,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
3474,19.0,student,single,secondary,no,329,no,no,cellular,30,April,169,1,190,2,success,1,0,1,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,Student,5,0-3,Student,Estudiantes
3475,61.0,retired,divorced,secondary,no,4243,no,no,cellular,30,April,315,1,182,2,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Retired,5,0-3,Retired,Jubilados
3476,40.0,unemployed,single,tertiary,no,72,no,no,cellular,30,April,463,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,Unemployed,5,0-3,Cluster_2,Profesionales estudios superiores
3477,30.0,management,married,tertiary,no,4328,no,no,cellular,30,April,262,3,189,11,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
3478,54.0,technician,married,tertiary,no,395,no,no,cellular,30,April,183,1,183,2,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_0,Adultos consolidados
3479,49.0,admin.,married,secondary,no,0,no,no,cellular,30,April,551,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_0,Adultos consolidados
3480,45.0,admin.,married,secondary,no,205,no,no,cellular,4,May,552,1,90,2,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_3,Jovenes en consolidación
3481,48.0,blue-collar,married,secondary,no,1730,yes,no,cellular,4,May,361,1,89,3,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
3482,60.0,blue-collar,married,primary,no,5,no,no,cellular,4,May,494,1,95,2,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,Blue Collar,1,0-3,Cluster_0,Adultos consolidados
3483,34.0,unemployed,single,secondary,no,1965,no,no,telephone,4,May,714,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Unemployed,1,0-3,Cluster_1,Trabajadores técnicos
3484,29.0,housemaid,single,tertiary,no,19,no,no,cellular,4,May,268,1,88,4,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
3485,77.0,retired,married,tertiary,no,7802,no,no,telephone,4,May,421,1,92,2,success,1,0,1,Senior (65+),0,0,1,Depósito,3.0,Tertiary,Retired,1,0-3,Retired,Jubilados
3486,64.0,management,married,unknown,no,2352,no,no,cellular,4,May,153,2,182,11,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,,Unknown,White Collar,1,0-3,Cluster_0,Adultos consolidados
3487,80.0,retired,married,primary,no,155,no,no,telephone,4,May,209,1,53,3,success,1,0,1,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,1,0-3,Retired,Jubilados
3488,26.0,technician,single,tertiary,no,401,no,no,cellular,5,May,188,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
3489,33.0,admin.,married,tertiary,no,79,yes,no,cellular,5,May,389,1,195,4,success,1,0,1,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
3490,41.0,technician,single,tertiary,no,1646,yes,no,cellular,5,May,258,1,90,7,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
3491,28.0,management,single,tertiary,no,437,no,no,cellular,5,May,338,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
3492,74.0,retired,married,secondary,no,935,no,no,cellular,5,May,226,1,99,2,failure,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,1,0-3,Retired,Jubilados
3493,29.0,student,single,unknown,no,2929,no,no,cellular,5,May,232,1,89,4,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,,Unknown,Student,1,0-3,Student,Estudiantes
3494,72.0,retired,married,primary,no,2304,no,no,telephone,5,May,510,4,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,1,4-10,Retired,Jubilados
3495,18.0,student,single,unknown,no,348,no,no,cellular,5,May,443,4,-1,0,unknown,1,1,0,Jovenes (18-24),0,0,1,Depósito,,Unknown,Student,1,4-10,Student,Estudiantes
3496,46.0,blue-collar,married,secondary,no,640,yes,no,cellular,6,May,246,1,55,5,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
3497,37.0,technician,married,tertiary,no,88,no,no,cellular,6,May,195,1,90,3,other,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
3498,37.0,management,married,tertiary,no,2283,no,no,cellular,6,May,243,2,98,2,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
3499,32.0,technician,married,secondary,no,473,no,yes,cellular,7,May,292,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,1,2,Préstamo + Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
3500,51.0,technician,married,tertiary,no,0,no,no,cellular,7,May,662,2,66,2,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_0,Adultos consolidados
3501,77.0,unknown,married,unknown,no,397,no,no,telephone,7,May,300,3,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,,Unknown,Unknown,1,0-3,Cluster_0,Adultos consolidados
3502,35.0,management,married,tertiary,no,62,no,no,cellular,7,May,226,2,88,4,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
3503,53.0,management,married,tertiary,no,3634,no,no,cellular,7,May,211,4,88,8,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,1,4-10,Cluster_0,Adultos consolidados
3504,46.0,management,married,tertiary,no,273,yes,no,cellular,10,May,583,6,53,6,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,4-10,Cluster_2,Profesionales estudios superiores
3505,78.0,retired,divorced,secondary,no,3417,no,no,cellular,12,May,309,1,181,1,success,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,2,0-3,Retired,Jubilados
3506,34.0,technician,married,secondary,no,133,no,no,cellular,12,May,171,2,181,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3507,54.0,management,married,tertiary,no,1624,no,no,cellular,12,May,166,3,182,10,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_0,Adultos consolidados
3508,33.0,services,married,secondary,no,386,no,no,cellular,12,May,317,1,181,5,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
3509,23.0,student,single,unknown,no,2530,no,no,cellular,12,May,411,1,-1,0,unknown,1,1,0,Jovenes (18-24),0,0,1,Depósito,,Unknown,Student,2,0-3,Student,Estudiantes
3510,34.0,technician,single,tertiary,no,2838,yes,no,cellular,13,May,620,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3511,32.0,unemployed,single,secondary,no,1026,yes,no,cellular,13,May,289,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Unemployed,2,0-3,Cluster_1,Trabajadores técnicos
3512,54.0,unknown,married,secondary,no,2206,no,no,cellular,13,May,260,1,91,4,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,Unknown,2,0-3,Cluster_0,Adultos consolidados
3513,40.0,admin.,married,secondary,no,260,yes,no,cellular,13,May,306,1,181,5,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_3,Jovenes en consolidación
3514,63.0,retired,divorced,tertiary,no,0,no,no,cellular,13,May,263,1,181,2,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,Retired,2,0-3,Retired,Jubilados
3515,37.0,management,married,tertiary,no,2987,yes,no,cellular,13,May,216,1,87,10,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3516,48.0,blue-collar,married,secondary,no,1230,yes,no,cellular,13,May,328,2,182,3,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
3517,28.0,technician,single,secondary,no,2335,no,no,cellular,13,May,624,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3518,35.0,management,married,tertiary,no,8000,no,no,cellular,13,May,331,1,90,3,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3519,29.0,management,single,tertiary,no,-27,no,no,cellular,13,May,270,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
3520,68.0,retired,married,secondary,no,1146,no,no,cellular,13,May,356,1,71,5,success,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,2,0-3,Retired,Jubilados
3521,53.0,blue-collar,single,secondary,no,1004,no,no,cellular,13,May,393,1,84,1,other,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_0,Adultos consolidados
3522,37.0,technician,single,tertiary,no,197,no,no,cellular,13,May,234,1,87,3,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3523,58.0,admin.,married,secondary,no,169,no,no,cellular,13,May,336,3,87,5,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_0,Adultos consolidados
3524,37.0,management,married,tertiary,no,393,yes,no,cellular,14,May,567,3,275,4,failure,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3525,37.0,admin.,married,tertiary,no,29,no,no,cellular,14,May,404,2,183,2,other,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
3526,34.0,admin.,married,secondary,no,920,no,no,cellular,14,May,526,3,179,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
