id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,default_score,housing_score,loan_score,financial_burden,financial_burden_label,education_rank,education_label,job_profile
2056,33.0,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2057,29.0,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2059,24.0,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,1,1,0,Young (18-25),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2060,31.0,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2061,27.0,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2062,32.0,management,single,tertiary,no,7290,yes,no,cellular,18,may,357,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2063,30.0,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2064,27.0,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2065,55.0,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2066,28.0,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2067,29.0,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2068,55.0,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Retired
2069,25.0,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2070,36.0,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2071,27.0,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,,Unknown,Blue Collar
2072,25.0,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2073,32.0,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
2074,33.0,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2075,38.0,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,Self-Employed
2076,45.0,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,failure,1,0,1,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2077,30.0,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2078,32.0,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,1,0,1,Young Adult (26-35),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
2079,26.0,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
2080,25.0,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,1,1,0,Young (18-25),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
2081,33.0,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,1,0,1,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2082,32.0,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2083,34.0,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
2084,29.0,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2085,28.0,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Self-Employed
2088,28.0,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2089,29.0,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,Unemployed/Unknown
2090,20.0,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2091,45.0,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,1,0,1,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,White Collar
2092,37.0,management,married,tertiary,no,3723,no,no,cellular,22,may,354,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2093,32.0,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2094,59.0,admin.,married,secondary,no,106,no,no,cellular,22,may,186,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2095,37.0,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2096,59.0,management,married,tertiary,no,2239,no,no,cellular,22,may,431,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2097,27.0,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2098,39.0,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2099,43.0,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2100,39.0,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2101,26.0,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2102,39.0,management,single,tertiary,no,307,no,no,cellular,22,may,182,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2103,43.0,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,95,2,success,1,0,1,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
2104,27.0,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,Student
2105,32.0,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2106,29.0,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2107,42.0,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,White Collar
2108,53.0,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,Blue Collar
2109,36.0,management,married,tertiary,no,255,no,no,cellular,22,may,970,2,92,2,other,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2110,27.0,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2111,43.0,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
2112,60.0,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,1,0,1,Middle-Aged (51-65),0,0,1,1,Low burden,3.0,Tertiary,Retired
2113,29.0,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2114,26.0,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
2115,26.0,student,single,unknown,no,689,no,no,cellular,25,may,678,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,Student
2116,28.0,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2117,28.0,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2118,28.0,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2120,24.0,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,1,0,1,Young (18-25),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
2122,34.0,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2123,28.0,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2124,37.0,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
2125,32.0,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2126,43.0,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2127,36.0,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,1,0,1,Adult (36-50),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
2128,35.0,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2129,29.0,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2130,27.0,student,single,secondary,no,253,no,no,cellular,25,may,242,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2131,32.0,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,35,4,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2132,33.0,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,1,0,1,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
2133,24.0,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,1,0,1,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Student
2135,43.0,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2136,26.0,management,married,tertiary,no,243,no,no,cellular,26,may,482,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2137,31.0,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2138,25.0,management,single,tertiary,no,1317,no,no,cellular,26,may,176,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,White Collar
2139,58.0,retired,married,secondary,no,2714,no,no,cellular,26,may,165,1,287,2,failure,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
2140,48.0,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2142,25.0,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,Student
2143,26.0,student,single,secondary,no,100,no,no,cellular,26,may,445,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
2144,25.0,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Student
2145,26.0,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Student
2146,32.0,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2147,25.0,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,White Collar
2148,21.0,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
2149,41.0,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2150,30.0,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2151,47.0,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2152,37.0,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2153,34.0,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2154,28.0,admin.,single,secondary,no,157,no,no,cellular,27,may,155,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2155,24.0,admin.,single,tertiary,no,0,yes,no,cellular,27,may,122,2,-1,0,unknown,1,1,0,Young (18-25),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2156,26.0,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2157,35.0,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2158,54.0,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Retired
2159,44.0,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2160,56.0,admin.,single,secondary,no,4118,no,no,telephone,27,may,165,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2161,25.0,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,1,0,1,Young (18-25),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2162,25.0,student,single,unknown,no,277,no,no,cellular,27,may,311,2,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,,Unknown,Student
2164,55.0,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2165,57.0,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2166,48.0,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
2167,25.0,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
2168,49.0,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2169,25.0,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
2170,38.0,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2171,45.0,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2172,33.0,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2173,45.0,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2174,26.0,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2176,25.0,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
2177,53.0,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2178,43.0,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,White Collar
2179,49.0,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,White Collar
2180,54.0,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
2181,47.0,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2182,34.0,blue-collar,married,secondary,no,262,no,no,cellular,1,jun,339,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2183,54.0,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2184,43.0,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,38,2,other,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2185,23.0,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2186,48.0,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2187,30.0,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2189,34.0,student,single,unknown,no,1011,no,no,cellular,1,jun,253,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,Student
2191,27.0,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2192,40.0,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2193,47.0,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2194,26.0,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2195,37.0,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2196,34.0,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2197,26.0,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,1,0,1,Young Adult (26-35),0,0,1,1,Low burden,3.0,Tertiary,White Collar
2198,44.0,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2199,29.0,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2200,40.0,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
2201,43.0,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2202,52.0,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,White Collar
2203,38.0,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2204,33.0,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2205,50.0,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
2206,53.0,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
2207,42.0,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2208,49.0,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
2209,27.0,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2210,32.0,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2211,31.0,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Student
2212,29.0,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
2213,49.0,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2214,46.0,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
2215,57.0,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Blue Collar
2216,28.0,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2217,37.0,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
2218,38.0,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
2219,49.0,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
2220,35.0,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
2221,29.0,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
2222,52.0,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
