id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,2076,2075,2074,2073,2072,2071,2070,2069,2068,2067,2066,2065,2064,2063,2062,2061,2060,2059,2058,2057,2056,2055,2054,2053,2052,2051,2050,2049,2048,2047,2046,2045,2044,2043,2042,2041,2040,2039,2038,2037,2036,2035,2034,2033,2032,2031,2030,2029,2028,2027,2026
3586,28.0,management,single,tertiary,no,223,yes,no,cellular,1,June,303,1,278,3,success,1,0,1,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
3587,49.0,admin.,single,tertiary,no,228,yes,no,cellular,2,June,407,1,92,1,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,670040.691781,668938.025628,666055.446002,666021.987565,676523.38807,680445.065686,683481.572692,697160.721984,708442.461538,725772.863137,740735.078013,748057.651335,753351.014247,749848.308967,771667.691517,781581.169194,789972.531267,796160.235427,812900.21401,796924.244192,793746.074922,781436.963848,774597.715804,763946.142332,744856.78803,736424.178254,732364.345705,715650.172714,698992.614859,700000.662163,689624.948161,685269.707736,684956.263053,691841.161982,698013.508908,688685.682028,687521.978661,687744.490369,689118.370154,687548.213059,692311.515154,701332.763409,714312.193115,724233.648172,749576.192983,768584.71017,792660.055883,804190.417147,829234.071864,832170.546097,839091.0
3588,27.0,blue-collar,single,tertiary,no,644,no,no,cellular,2,June,657,1,182,1,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Blue Collar,1,0-3,557704.487063,561170.2711,564284.482171,566872.116561,568828.529634,570095.252604,570644.767923,570471.194196,569611.630491,567692.473524,565276.142839,562460.754538,559358.671133,556084.583876,552737.227152,549392.618197,546113.949436,542945.180357,539909.73066,537025.036924,534321.099698,531842.693206,529675.564317,529209.939149,526222.611632,526668.820054,538931.904409,543910.576271,547596.727445,563254.727302,576833.124562,597058.390635,614752.572952,623655.876125,630145.65307,626386.449537,650960.68962,662063.008801,671885.000696,678835.616702,697073.851417,680361.768281,678028.524869,663368.953265,654789.92996,640852.243057,616448.607779,603711.195905,597785.178507,573132.921473,547491.0
3589,28.0,admin.,married,secondary,no,330,no,no,cellular,2,June,226,2,182,4,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
3590,65.0,admin.,married,secondary,no,952,no,no,cellular,2,June,310,1,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,756284.746674,761969.564026,777633.417645,761892.351869,757984.157134,745954.096901,738844.275891,728272.702566,709842.003302,701316.059529,696315.126942,680531.84613,665016.825739,665892.17501,656561.956921,652647.373815,652797.756484,660203.316281,666632.205958,658804.933016,658021.137859,658864.859902,660739.392313,660305.889797,665765.729128,674981.644514,687744.667171,698012.88638,721426.858452,740531.511445,763234.747069,776372.289094,801473.602506,806301.145668,815263.788505,805435.500542,796748.649653,775621.56964,768403.717242,754540.783385,741049.910108,731074.206696,721615.465752,724175.415909,705637.882503,698218.700171,705293.246492,670637.194776,647788.779236,631512.600144,632388.0
3591,30.0,technician,single,secondary,no,1165,no,no,cellular,4,June,204,2,183,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
3592,38.0,admin.,married,secondary,no,0,yes,no,cellular,8,June,187,1,181,2,success,1,0,1,Adultos iniciales(35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,2,0-3,657493.171435,654625.896558,651610.319268,648497.02084,645344.339023,642208.758839,639129.694351,636125.575927,633208.005794,630401.761407,627749.703909,625339.403713,624455.08076,621502.94981,621607.827728,632740.633695,637018.809003,640252.421209,654647.755661,666736.833096,685110.097731,701035.841406,708885.023044,714559.570373,710885.843178,733716.207168,744062.037897,753006.243157,759595.302548,777162.384336,761213.863596,758856.657158,746504.234089,740134.030342,729694.237024,710397.840174,702342.740543,699448.023374,682079.312204,664377.144995,665156.493606,653239.876876,647510.877305,645242.279168,649297.294079,652472.841729,638501.644282,633458.411917,629003.573039,625766.526845,618981.0
3593,36.0,technician,divorced,secondary,no,2823,yes,no,cellular,8,June,215,1,371,6,failure,1,0,1,Adultos iniciales(35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,2,0-3,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
3594,63.0,retired,divorced,secondary,no,1490,no,no,cellular,8,June,506,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Retired,2,0-3,749503.250406,758934.898166,766743.67812,772501.020398,788329.189444,772541.579259,768721.623103,756641.274823,749552.503024,738950.908291,720403.926206,711870.20228,706971.04355,691047.698029,675370.111002,676268.10048,666799.170866,662829.57485,662932.183873,670305.225453,676727.188845,668713.749734,667890.309402,668678.069654,670518.927952,669982.178019,675421.022143,684701.508706,697607.419558,707969.090797,731790.180552,751105.834397,774196.06972,787419.899249,812829.204145,817687.157834,826679.11815,816630.788505,807792.415806,786185.508985,778882.910667,764636.450749,750903.859732,740486.263533,730738.387093,733042.337044,713853.402964,706067.539855,713002.964522,677459.25452,653931.0
3595,63.0,retired,married,primary,no,48,no,no,cellular,9,June,251,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,Retired,2,0-3,749503.250406,758934.898166,766743.67812,772501.020398,788329.189444,772541.579259,768721.623103,756641.274823,749552.503024,738950.908291,720403.926206,711870.20228,706971.04355,691047.698029,675370.111002,676268.10048,666799.170866,662829.57485,662932.183873,670305.225453,676727.188845,668713.749734,667890.309402,668678.069654,670518.927952,669982.178019,675421.022143,684701.508706,697607.419558,707969.090797,731790.180552,751105.834397,774196.06972,787419.899249,812829.204145,817687.157834,826679.11815,816630.788505,807792.415806,786185.508985,778882.910667,764636.450749,750903.859732,740486.263533,730738.387093,733042.337044,713853.402964,706067.539855,713002.964522,677459.25452,653931.0
3596,28.0,management,single,tertiary,no,187,no,no,cellular,9,June,206,1,92,1,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
3597,80.0,retired,married,secondary,no,8304,no,no,telephone,9,June,712,1,64,12,failure,1,0,1,Senior (65+),0,0,1,Depósito,2.0,Secondary,Retired,2,0-3,500282.754964,500756.261931,507546.774299,513340.089308,507441.657601,507031.590461,508126.608307,509996.869729,510192.859372,515154.786114,522955.485422,533464.042604,542031.160616,560548.029909,576221.657955,594225.865161,605299.064627,625694.73289,629684.687746,637337.144141,629674.851275,622725.432206,606356.22494,600263.402232,589614.21119,578633.231307,571380.094966,563848.234482,566363.789535,552235.450203,546636.812406,552571.135324,525906.292366,508938.832095,498158.881511,498485.146674,485465.125093,474181.018971,462753.381555,431875.908215,419040.340233,399877.546708,400093.677973,397751.296085,374093.744152,364790.125133,378574.293394,395938.291814,362249.008177,346877.87521,362346.0
3598,39.0,blue-collar,married,secondary,no,276,no,no,cellular,9,June,334,2,-1,0,unknown,1,1,0,Adultos iniciales(35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,660675.771048,657652.383268,654564.740214,651439.884283,648321.399378,645246.183849,642235.191171,639304.261024,636482.106325,633814.229732,631389.477858,630484.233231,627544.226778,627638.48158,638705.871442,642946.136833,646155.778417,660467.739755,672459.201487,690708.656733,706518.870905,714302.29795,719929.584903,716271.40126,738992.411835,749292.453502,758175.81916,764719.096078,782191.401857,766221.812194,763751.567413,751380.337562,744933.554547,734448.718923,715162.428981,707068.719477,704065.876369,686830.562531,669348.339948,670299.299868,658755.989701,653426.18083,651671.287652,656390.940774,660247.830248,647137.9715,642764.127591,638967.894678,636183.592653,629689.565353,630129.0
3599,31.0,management,single,tertiary,no,147,no,no,cellular,9,June,163,2,92,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,609488.40828,610788.11752,611423.613405,611323.706887,610513.380622,608643.342394,606280.357556,603536.508426,600529.450573,597370.286756,594147.34642,590922.217983,587742.631777,584638.733761,581624.322547,578712.323253,575933.545366,573338.601407,571022.324924,570339.245291,567340.628598,567629.544407,579430.110603,584126.71406,587637.342747,602788.204752,615736.306438,635169.453985,652079.631514,660481.515644,666568.073415,662795.909433,686651.854968,697511.334726,707132.907281,714251.63715,732720.004111,716965.190778,715445.993796,702835.185118,696418.058465,685305.01799,664451.567361,654926.046733,650998.309676,630010.31398,607724.281074,604610.613255,587204.272618,576703.697143,569777.0
3600,39.0,services,married,secondary,no,323,no,no,cellular,9,June,874,2,188,6,failure,1,0,1,Adultos iniciales(35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,660675.771048,657652.383268,654564.740214,651439.884283,648321.399378,645246.183849,642235.191171,639304.261024,636482.106325,633814.229732,631389.477858,630484.233231,627544.226778,627638.48158,638705.871442,642946.136833,646155.778417,660467.739755,672459.201487,690708.656733,706518.870905,714302.29795,719929.584903,716271.40126,738992.411835,749292.453502,758175.81916,764719.096078,782191.401857,766221.812194,763751.567413,751380.337562,744933.554547,734448.718923,715162.428981,707068.719477,704065.876369,686830.562531,669348.339948,670299.299868,658755.989701,653426.18083,651671.287652,656390.940774,660247.830248,647137.9715,642764.127591,638967.894678,636183.592653,629689.565353,630129.0
3601,30.0,blue-collar,single,secondary,no,799,no,no,unknown,13,June,674,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
3602,67.0,retired,married,unknown,no,2540,no,no,telephone,14,June,278,5,116,4,other,1,0,1,Senior (65+),0,0,1,Depósito,,Unknown,Retired,2,4-10,764979.273947,749319.485046,745332.517173,733368.051899,726247.942498,715724.163806,697439.952984,688941.206717,683858.189332,668245.908679,652919.472939,653774.796245,644595.875024,640741.876149,640938.155886,648361.027031,654785.173755,647150.474259,646407.545407,647304.293711,649208.687966,648875.510641,654345.438182,663482.045082,676083.7481,686242.385297,709223.100411,728086.129004,750378.397267,763408.142462,788163.03501,792945.931261,801853.934615,792242.937318,783704.182557,763048.667549,755899.875915,742380.324206,729099.930606,719483.820276,710248.13362,712954.92036,694985.543858,687880.07706,695052.482596,661340.641113,639286.732644,623954.18225,624707.356039,607317.378955,593022.0
3603,29.0,blue-collar,single,secondary,no,322,no,no,unknown,14,June,434,1,96,6,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,585528.684068,588083.738584,590083.214554,591397.93242,591976.65778,591814.546979,590959.678287,589056.908178,586670.626727,583902.389761,580862.565193,577659.710416,574384.191595,571103.019552,567871.250192,564726.739659,561689.747895,558777.571318,556022.700631,553474.558125,551224.490823,550644.875602,547654.146511,548023.463503,560057.58323,564894.115505,568489.462448,583886.113638,597130.017659,616936.967255,634213.575321,642845.880215,649124.129181,645368.062899,669615.305627,680661.38095,690482.038471,697665.303094,716218.919016,700210.708841,698536.326868,685209.046552,678017.876342,665788.576667,643416.809896,632426.639002,627410.732708,604429.593839,580081.756681,575773.714632,557162.0
3604,36.0,management,married,tertiary,no,495,no,no,cellular,14,June,187,1,94,9,success,1,0,1,Adultos iniciales(35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
3605,24.0,student,single,unknown,no,358,no,no,cellular,14,June,245,1,384,1,other,1,0,1,Jovenes (18-24),0,0,1,Depósito,,Unknown,Student,2,0-3,511946.719158,515974.206446,519983.968139,523791.818881,527280.674318,530352.781524,532909.175208,534864.078237,536149.542243,536718.668381,536547.151511,535660.523446,533673.646302,531162.521094,528235.223327,525017.1485,521636.692836,518204.683517,514805.974895,511508.958957,508358.678513,505376.189146,502573.974054,499975.870928,497620.134649,495587.037289,495297.885206,492310.188606,492880.220697,505490.029698,510721.433614,514594.681902,530687.293895,544837.839255,565726.214859,584050.19478,593295.578066,599933.41172,595865.885729,620431.73913,630955.295051,639961.760951,645553.753247,662130.478271,643265.601382,638913.286063,621206.034583,609812.960766,592988.69832,565799.59046,551657.0
3606,30.0,technician,single,secondary,no,2371,no,no,cellular,14,June,661,1,384,2,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
3607,21.0,student,single,unknown,no,53,no,no,cellular,14,June,270,1,-1,0,unknown,1,1,0,Jovenes (18-24),0,0,1,Depósito,,Unknown,Student,2,0-3,467175.4438,470729.316552,474594.561555,478612.705487,482666.414488,486644.520105,490435.744565,493941.62526,497055.495933,499659.245609,501648.349106,502941.764668,503487.009317,503261.007082,502296.196413,500210.464087,497598.733221,494579.485952,491286.504958,487853.944933,484395.292055,480995.622831,477721.931613,474617.173416,471700.316089,468982.65853,466488.174819,464256.380541,462369.516112,462283.564113,459333.272067,460083.21496,473076.971246,478623.092672,482723.541104,499217.819218,513866.010713,535221.802058,553863.181265,562992.386748,569141.578335,563943.256908,587436.341674,596179.299621,603104.784001,606024.458712,619656.957656,597881.786459,591274.616603,570691.172955,557615.0
3608,27.0,admin.,single,unknown,no,861,no,no,cellular,14,June,212,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,,Unknown,White Collar,2,4-10,557704.487063,561170.2711,564284.482171,566872.116561,568828.529634,570095.252604,570644.767923,570471.194196,569611.630491,567692.473524,565276.142839,562460.754538,559358.671133,556084.583876,552737.227152,549392.618197,546113.949436,542945.180357,539909.73066,537025.036924,534321.099698,531842.693206,529675.564317,529209.939149,526222.611632,526668.820054,538931.904409,543910.576271,547596.727445,563254.727302,576833.124562,597058.390635,614752.572952,623655.876125,630145.65307,626386.449537,650960.68962,662063.008801,671885.000696,678835.616702,697073.851417,680361.768281,678028.524869,663368.953265,654789.92996,640852.243057,616448.607779,603711.195905,597785.178507,573132.921473,547491.0
3609,56.0,admin.,married,secondary,no,602,no,no,cellular,14,June,458,1,130,8,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,698616.449815,709495.604405,726295.533486,740768.940803,747822.594772,752923.636214,749519.576119,770812.978232,780508.361794,788632.594907,794629.176042,810943.375805,795048.111672,791540.233248,779335.248342,772356.894806,761712.258631,742865.58654,734364.80758,729859.512532,713526.813761,697354.004101,698319.118188,688404.170164,684251.095719,684168.141144,691353.181893,697688.853549,689041.913146,688068.391285,688628.524687,690314.519075,689388.938271,694687.846471,704105.617079,717398.584804,727983.114202,753047.171693,772878.654682,797076.65643,810289.798743,836314.89671,840882.693787,849420.217372,838064.450477,828109.883236,804079.483975,795860.358874,779476.164502,764544.919266,752068.0
3610,66.0,admin.,married,secondary,no,4041,no,no,cellular,14,June,713,2,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,755979.425259,771561.894845,755853.993454,751904.05462,739904.434867,732788.185306,722238.294761,703876.78237,695361.849813,690317.339365,674615.64879,659190.427995,660055.389012,650799.046083,646914.043355,647087.839959,654504.534055,660933.053034,653201.455033,652438.198845,653309.146479,655199.425247,654816.767616,660283.449232,669462.035628,682147.250574,692363.239697,715564.585528,734553.135941,757055.040504,770142.888573,795075.764699,799883.240091,808822.145716,799102.530846,790489.428641,769597.770929,762414.970251,748726.716853,735342.970198,725555.159464,716214.843845,718861.549438,700619.096652,693366.838104,700502.212291,666320.039821,643867.620409,628064.230409,628845.58323,611144.0
3611,71.0,retired,divorced,primary,no,275,no,no,cellular,14,June,293,1,425,1,success,1,0,1,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,2,0-3,694422.0614,684081.350647,666210.374966,657831.175353,652644.736982,637488.274083,622650.271915,623488.567707,614682.368424,610984.646338,611269.950678,618659.89873,625019.420979,617794.117063,617132.055104,618115.529566,620056.533013,619907.736518,625349.179499,634262.941694,646463.201733,656334.721551,678333.448592,696583.566814,717936.839873,730640.621938,754534.976386,759188.580907,767910.204585,758763.3297,750562.006877,730911.996194,723937.553861,711107.520766,698284.034815,689296.319707,680439.643334,683215.720083,666222.526071,659548.160492,666610.126119,634687.195819,614084.103269,600354.355547,601128.712172,585144.306917,571640.520101,557544.170188,520219.458205,504383.998848,480917.0
3612,26.0,services,single,tertiary,no,12,no,no,cellular,14,June,563,1,181,10,failure,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Blue Collar,2,0-3,542763.783958,546527.242343,550045.783188,553148.579431,555712.721361,557654.394291,558918.472158,559472.546607,559303.32664,558441.596138,556507.188114,554065.035691,551215.295906,548074.081372,544760.865505,541379.153108,538008.961985,534716.437342,531546.86769,528523.648581,525662.788831,522992.13767,520553.819064,518430.940368,518023.346275,515035.320559,515519.701014,527896.190043,532951.546502,536691.573536,552489.34503,566251.896349,586699.825935,604613.274454,613652.371802,620231.119713,616429.713138,641092.310771,652115.268213,661798.317018,668451.190146,686309.136193,669025.523483,666141.427599,650574.650259,641100.726834,626164.33102,600689.190781,587182.178209,581175.988074,556173.0
3613,62.0,retired,married,primary,no,1742,no,no,cellular,14,June,167,2,98,6,other,1,0,1,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,Retired,2,0-3,733114.263128,753923.989007,763393.684607,771251.022782,777046.567541,792951.364836,777145.247227,773370.24561,761269.098178,754194.242832,743582.972792,724986.283038,716455.318318,711611.585888,695624.933218,679872.055154,680781.333085,671246.389285,667250.605939,667328.884865,674681.737176,681097.216122,672993.073661,672150.276885,672909.269157,674732.044981,674142.819594,679567.756896,688875.668862,701846.914546,712250.116581,736265.649699,755679.421596,778955.243247,792213.378917,817762.096022,822628.390781,831623.471309,821458.383672,812535.380186,790674.52634,783312.354491,768845.590043,754968.717003,744288.56358,734367.519642,736506.366867,716974.384609,709017.007722,715917.279552,680019.0
3614,32.0,self-employed,single,tertiary,no,46,yes,no,cellular,14,June,485,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,2,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
3615,68.0,retired,divorced,primary,no,2027,no,no,cellular,15,June,619,2,92,2,success,1,0,1,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,3,0-3,742249.744133,738238.325323,726317.986518,719198.264295,708705.962721,690508.304669,682031.684568,676916.127169,661402.838504,646183.99703,647033.662768,637937.330176,634117.090566,634335.911256,641760.36263,648176.681421,640641.133648,639919.321045,640841.304305,642759.106411,642475.138777,647945.79718,657036.947847,669550.78989,679648.46036,702402.220665,721131.915709,743208.331265,756173.518651,780740.0787,785499.555764,794372.487521,784873.355579,776413.530165,755999.220691,748888.716558,735538.091071,722363.879262,712911.187993,703773.832497,706522.130346,688809.711788,681834.129201,689020.41193,655768.361633,634102.935817,619221.581344,619983.427789,602945.799856,588794.91846,573865.0
3616,37.0,admin.,married,tertiary,no,3221,no,no,cellular,15,June,379,2,376,13,other,1,0,1,Adultos iniciales(35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,653676.403778,651069.633545,648209.981142,645165.743023,642020.659034,638846.804615,635703.507889,632627.751881,629633.703173,626728.979751,623935.769986,621295.701412,618896.735674,618031.919062,615066.426611,615183.962242,626388.409746,630710.32541,633973.221454,648459.506448,660653.76841,679158.310075,695205.592523,703122.928407,708845.647832,705154.390108,728098.839193,738493.550564,747504.554611,754146.242656,771818.677413,755900.413896,753669.744764,741341.243881,735051.356918,724652.016098,705328.726832,697287.494152,694469.968601,676907.605486,658905.96524,659428.10164,647030.292048,640793.880816,637901.540737,641182.616962,643605.000811,628732.885257,623079.170718,618107.804335,614688.0
3617,27.0,management,single,tertiary,no,1720,no,no,cellular,15,June,910,1,224,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,557704.487063,561170.2711,564284.482171,566872.116561,568828.529634,570095.252604,570644.767923,570471.194196,569611.630491,567692.473524,565276.142839,562460.754538,559358.671133,556084.583876,552737.227152,549392.618197,546113.949436,542945.180357,539909.73066,537025.036924,534321.099698,531842.693206,529675.564317,529209.939149,526222.611632,526668.820054,538931.904409,543910.576271,547596.727445,563254.727302,576833.124562,597058.390635,614752.572952,623655.876125,630145.65307,626386.449537,650960.68962,662063.008801,671885.000696,678835.616702,697073.851417,680361.768281,678028.524869,663368.953265,654789.92996,640852.243057,616448.607779,603711.195905,597785.178507,573132.921473,547491.0
3618,45.0,technician,single,tertiary,no,2033,no,no,cellular,15,June,243,5,285,2,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,3,4-10,670589.383135,667652.14931,664807.862827,662082.584636,659569.217363,658517.93135,655593.568847,655595.855055,666304.209078,670353.14598,673467.429621,687387.175321,698927.390135,716584.242476,731838.679814,739309.599525,744703.487147,741125.697629,763258.859871,773304.514128,781869.036076,788185.578807,805194.675351,789205.892519,786262.28536,773907.31691,767173.836226,756537.580747,737325.814198,728965.047016,725235.465474,708324.105684,691405.177466,692480.609296,681853.982323,677400.354992,676930.848391,683537.410846,689468.17168,679484.903173,677878.738285,677401.840663,677940.157731,675135.075414,678568.884945,686256.410175,697939.154629,706393.230227,731319.566043,749322.304978,773775.0
3619,64.0,retired,married,secondary,no,3189,no,no,telephone,15,June,208,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Retired,3,0-3,753990.353954,761753.936778,767472.759052,783220.277063,767453.907722,763589.51415,751532.794461,744432.280084,733843.716004,715351.623842,706819.816326,701867.202388,686011.247996,670412.612433,671299.219499,661898.430707,657955.852886,658082.598687,665473.480321,671900.128384,663978.994725,663175.213121,663991.253279,665849.391386,665364.572959,670815.148142,680065.071825,692901.712654,703218.506621,726839.196673,746052.866075,768951.417647,782135.121765,807395.279091,812239.880069,821220.40193,811283.185591,802522.006571,781157.715872,773901.213839,759853.785339,746248.02555,736063.715456,726469.658211,728915.040925,710060.464808,702459.56879,709461.429859,674343.079077,651124.446401,634405.0
