id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,financial_burden,financial_burden_label,education_rank,education_label,job_profile,week_of_month,campaign_group
3453,30.0,technician,single,tertiary,no,655,no,no,cellular,26,April,212,1,202,2,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
3454,26.0,unemployed,single,tertiary,no,77,no,no,cellular,26,April,175,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,Unemployed,4,0-3
3455,63.0,blue-collar,married,primary,no,115,no,no,telephone,27,April,325,1,180,7,failure,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,4,0-3
3456,37.0,unemployed,single,secondary,no,2722,no,no,telephone,27,April,426,2,179,3,other,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,Unemployed,4,0-3
3457,26.0,management,single,tertiary,no,1438,no,no,cellular,27,April,321,1,449,1,other,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
3458,54.0,admin.,married,unknown,no,140,no,no,telephone,27,April,473,2,182,2,failure,1,0,1,Middle-Aged (51-65),0,No burden,,Unknown,White Collar,4,0-3
3459,30.0,admin.,single,secondary,no,915,yes,no,unknown,27,April,370,1,-1,0,unknown,1,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,0-3
3460,61.0,retired,married,secondary,no,1058,no,no,cellular,27,April,159,3,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,4,0-3
3461,69.0,retired,married,secondary,no,0,no,no,cellular,28,April,184,2,126,2,other,1,0,1,Senior (65+),0,No burden,2.0,Secondary,Retired,4,0-3
3462,76.0,self-employed,married,unknown,no,4984,no,no,telephone,28,April,403,1,182,1,success,1,0,1,Senior (65+),0,No burden,,Unknown,Self-Employed,4,0-3
3463,30.0,management,single,tertiary,no,697,no,no,cellular,28,April,545,2,181,8,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
3464,64.0,retired,married,secondary,no,4787,no,no,cellular,28,April,392,1,182,1,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,4,0-3
3465,55.0,housemaid,married,secondary,no,962,yes,no,cellular,28,April,623,1,181,3,success,1,0,1,Middle-Aged (51-65),1,Low burden,2.0,Secondary,Blue Collar,4,0-3
3466,55.0,technician,married,tertiary,no,1320,no,no,cellular,28,April,387,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,4,0-3
3467,29.0,management,single,tertiary,no,2955,no,no,cellular,29,April,226,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,5,0-3
3468,41.0,unemployed,married,tertiary,no,0,no,no,cellular,29,April,882,1,181,3,success,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,Unemployed,5,0-3
3469,63.0,retired,married,primary,no,12067,no,no,telephone,29,April,660,1,191,1,failure,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,5,0-3
3470,45.0,admin.,married,secondary,no,3006,no,no,cellular,29,April,388,2,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,5,0-3
3471,32.0,technician,single,tertiary,no,388,no,no,cellular,29,April,250,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,5,0-3
3472,41.0,self-employed,married,tertiary,no,0,yes,no,telephone,29,April,395,3,426,1,other,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,Self-Employed,5,0-3
3473,37.0,management,married,secondary,no,565,no,no,cellular,29,April,449,1,398,1,success,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,White Collar,5,0-3
3474,19.0,student,single,secondary,no,329,no,no,cellular,30,April,169,1,190,2,success,1,0,1,Young (18-25),0,No burden,2.0,Secondary,Student,5,0-3
3475,61.0,retired,divorced,secondary,no,4243,no,no,cellular,30,April,315,1,182,2,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,5,0-3
3476,40.0,unemployed,single,tertiary,no,72,no,no,cellular,30,April,463,1,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,3.0,Tertiary,Unemployed,5,0-3
3477,30.0,management,married,tertiary,no,4328,no,no,cellular,30,April,262,3,189,11,other,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,5,0-3
3478,54.0,technician,married,tertiary,no,395,no,no,cellular,30,April,183,1,183,2,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,5,0-3
3479,49.0,admin.,married,secondary,no,0,no,no,cellular,30,April,551,1,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,5,0-3
3480,45.0,admin.,married,secondary,no,205,no,no,cellular,4,May,552,1,90,2,success,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,White Collar,1,0-3
3481,48.0,blue-collar,married,secondary,no,1730,yes,no,cellular,4,May,361,1,89,3,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
3482,60.0,blue-collar,married,primary,no,5,no,no,cellular,4,May,494,1,95,2,success,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,1,0-3
3483,34.0,unemployed,single,secondary,no,1965,no,no,telephone,4,May,714,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,Unemployed,1,0-3
3484,29.0,housemaid,single,tertiary,no,19,no,no,cellular,4,May,268,1,88,4,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,Blue Collar,1,0-3
3485,77.0,retired,married,tertiary,no,7802,no,no,telephone,4,May,421,1,92,2,success,1,0,1,Senior (65+),0,No burden,3.0,Tertiary,Retired,1,0-3
3486,64.0,management,married,unknown,no,2352,no,no,cellular,4,May,153,2,182,11,success,1,0,1,Middle-Aged (51-65),0,No burden,,Unknown,White Collar,1,0-3
3487,80.0,retired,married,primary,no,155,no,no,telephone,4,May,209,1,53,3,success,1,0,1,Senior (65+),0,No burden,1.0,Primary,Retired,1,0-3
3488,26.0,technician,single,tertiary,no,401,no,no,cellular,5,May,188,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,0-3
3489,33.0,admin.,married,tertiary,no,79,yes,no,cellular,5,May,389,1,195,4,success,1,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
3490,41.0,technician,single,tertiary,no,1646,yes,no,cellular,5,May,258,1,90,7,success,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,1,0-3
3491,28.0,management,single,tertiary,no,437,no,no,cellular,5,May,338,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,0-3
3492,74.0,retired,married,secondary,no,935,no,no,cellular,5,May,226,1,99,2,failure,1,0,1,Senior (65+),0,No burden,2.0,Secondary,Retired,1,0-3
3493,29.0,student,single,unknown,no,2929,no,no,cellular,5,May,232,1,89,4,other,1,0,1,Young Adult (26-35),0,No burden,,Unknown,Student,1,0-3
3494,72.0,retired,married,primary,no,2304,no,no,telephone,5,May,510,4,-1,0,unknown,1,1,0,Senior (65+),0,No burden,1.0,Primary,Retired,1,4-10
3495,18.0,student,single,unknown,no,348,no,no,cellular,5,May,443,4,-1,0,unknown,1,1,0,Young (18-25),0,No burden,,Unknown,Student,1,4-10
3496,46.0,blue-collar,married,secondary,no,640,yes,no,cellular,6,May,246,1,55,5,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
3497,37.0,technician,married,tertiary,no,88,no,no,cellular,6,May,195,1,90,3,other,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,1,0-3
3498,37.0,management,married,tertiary,no,2283,no,no,cellular,6,May,243,2,98,2,failure,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,1,0-3
3499,32.0,technician,married,secondary,no,473,no,yes,cellular,7,May,292,3,-1,0,unknown,1,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,1,0-3
3500,51.0,technician,married,tertiary,no,0,no,no,cellular,7,May,662,2,66,2,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,1,0-3
3501,77.0,unknown,married,unknown,no,397,no,no,telephone,7,May,300,3,-1,0,unknown,1,1,0,Senior (65+),0,No burden,,Unknown,Unknown,1,0-3
3502,35.0,management,married,tertiary,no,62,no,no,cellular,7,May,226,2,88,4,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,0-3
3503,53.0,management,married,tertiary,no,3634,no,no,cellular,7,May,211,4,88,8,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,1,4-10
3504,46.0,management,married,tertiary,no,273,yes,no,cellular,10,May,583,6,53,6,success,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,4-10
3505,78.0,retired,divorced,secondary,no,3417,no,no,cellular,12,May,309,1,181,1,success,1,0,1,Senior (65+),0,No burden,2.0,Secondary,Retired,2,0-3
3506,34.0,technician,married,secondary,no,133,no,no,cellular,12,May,171,2,181,3,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
3507,54.0,management,married,tertiary,no,1624,no,no,cellular,12,May,166,3,182,10,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,2,0-3
3508,33.0,services,married,secondary,no,386,no,no,cellular,12,May,317,1,181,5,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3509,23.0,student,single,unknown,no,2530,no,no,cellular,12,May,411,1,-1,0,unknown,1,1,0,Young (18-25),0,No burden,,Unknown,Student,2,0-3
3510,34.0,technician,single,tertiary,no,2838,yes,no,cellular,13,May,620,3,-1,0,unknown,1,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,2,0-3
3511,32.0,unemployed,single,secondary,no,1026,yes,no,cellular,13,May,289,1,-1,0,unknown,1,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Unemployed,2,0-3
3512,54.0,unknown,married,secondary,no,2206,no,no,cellular,13,May,260,1,91,4,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Unknown,2,0-3
3513,40.0,admin.,married,secondary,no,260,yes,no,cellular,13,May,306,1,181,5,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
3514,63.0,retired,divorced,tertiary,no,0,no,no,cellular,13,May,263,1,181,2,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,Retired,2,0-3
3515,37.0,management,married,tertiary,no,2987,yes,no,cellular,13,May,216,1,87,10,success,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
3516,48.0,blue-collar,married,secondary,no,1230,yes,no,cellular,13,May,328,2,182,3,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
3517,28.0,technician,single,secondary,no,2335,no,no,cellular,13,May,624,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
3518,35.0,management,married,tertiary,no,8000,no,no,cellular,13,May,331,1,90,3,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,0-3
3519,29.0,management,single,tertiary,no,-27,no,no,cellular,13,May,270,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,0-3
3520,68.0,retired,married,secondary,no,1146,no,no,cellular,13,May,356,1,71,5,success,1,0,1,Senior (65+),0,No burden,2.0,Secondary,Retired,2,0-3
3521,53.0,blue-collar,single,secondary,no,1004,no,no,cellular,13,May,393,1,84,1,other,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3522,37.0,technician,single,tertiary,no,197,no,no,cellular,13,May,234,1,87,3,success,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,0-3
3523,58.0,admin.,married,secondary,no,169,no,no,cellular,13,May,336,3,87,5,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,2,0-3
3524,37.0,management,married,tertiary,no,393,yes,no,cellular,14,May,567,3,275,4,failure,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
3525,37.0,admin.,married,tertiary,no,29,no,no,cellular,14,May,404,2,183,2,other,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,0-3
3526,34.0,admin.,married,secondary,no,920,no,no,cellular,14,May,526,3,179,3,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
3527,50.0,admin.,married,secondary,no,3608,yes,no,cellular,14,May,196,8,182,4,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,4-10
3528,56.0,management,married,primary,no,870,no,no,cellular,14,May,220,1,179,1,success,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,White Collar,2,0-3
3529,57.0,retired,married,primary,no,9367,no,no,cellular,14,May,700,4,92,7,success,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,2,4-10
3530,29.0,unemployed,single,primary,no,1374,no,no,cellular,14,May,1205,2,178,7,success,1,0,1,Young Adult (26-35),0,No burden,1.0,Primary,Unemployed,2,0-3
3531,75.0,retired,married,tertiary,no,6027,no,no,cellular,14,May,809,1,179,4,success,1,0,1,Senior (65+),0,No burden,3.0,Tertiary,Retired,2,0-3
3532,24.0,management,single,tertiary,no,1,no,no,cellular,14,May,396,5,-1,0,unknown,1,1,0,Young (18-25),0,No burden,3.0,Tertiary,White Collar,2,4-10
3533,46.0,management,married,tertiary,no,349,no,no,cellular,14,May,466,4,88,3,success,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,4-10
3534,27.0,student,single,tertiary,no,39,no,no,cellular,17,May,379,1,258,10,other,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,Student,3,0-3
3535,52.0,management,married,tertiary,no,583,no,no,cellular,17,May,376,1,181,3,success,1,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,3,0-3
3536,38.0,management,married,tertiary,no,1276,no,no,cellular,17,May,272,2,182,3,success,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,0-3
3537,33.0,management,single,tertiary,no,2364,no,no,cellular,17,May,508,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,3,0-3
3538,53.0,admin.,married,secondary,no,53,yes,no,cellular,18,May,387,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,White Collar,3,0-3
3539,64.0,retired,married,secondary,no,1612,no,no,cellular,18,May,336,1,89,5,failure,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,3,0-3
3540,84.0,retired,divorced,primary,no,639,no,no,telephone,18,May,353,3,-1,0,unknown,1,1,0,Senior (65+),0,No burden,1.0,Primary,Retired,3,0-3
3541,62.0,retired,married,secondary,no,3114,no,no,cellular,18,May,243,2,186,1,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,3,0-3
3542,41.0,admin.,married,tertiary,no,1,yes,no,telephone,18,May,327,2,361,3,failure,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
3543,29.0,admin.,single,secondary,no,1070,yes,no,unknown,19,May,30,1,357,1,other,1,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,3,0-3
3544,53.0,technician,married,secondary,no,195,yes,no,cellular,19,May,472,1,90,6,success,1,0,1,Middle-Aged (51-65),1,Low burden,2.0,Secondary,White Collar,3,0-3
3545,30.0,technician,single,secondary,no,3144,no,no,cellular,19,May,212,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,3,0-3
3546,37.0,management,married,tertiary,no,3236,no,no,cellular,20,May,291,2,202,5,other,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,0-3
3547,78.0,retired,married,unknown,no,3208,no,no,telephone,20,May,351,3,-1,0,unknown,1,1,0,Senior (65+),0,No burden,,Unknown,Retired,3,0-3
3548,47.0,blue-collar,married,secondary,no,1568,yes,no,cellular,21,May,226,3,91,8,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
3549,61.0,technician,married,secondary,no,1191,no,no,cellular,21,May,214,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,3,4-10
3550,46.0,self-employed,married,secondary,no,706,no,no,cellular,21,May,588,1,386,3,failure,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,Self-Employed,3,0-3
3551,31.0,unemployed,single,secondary,no,2616,no,no,cellular,21,May,374,1,185,2,other,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Unemployed,3,0-3
3552,21.0,student,single,secondary,no,215,no,no,cellular,24,May,382,1,89,7,success,1,0,1,Young (18-25),0,No burden,2.0,Secondary,Student,4,0-3
3553,71.0,retired,married,primary,no,3230,no,no,cellular,24,May,341,2,133,3,failure,1,0,1,Senior (65+),0,No burden,1.0,Primary,Retired,4,0-3
3554,52.0,admin.,single,secondary,no,726,yes,no,cellular,24,May,699,1,378,9,failure,1,0,1,Middle-Aged (51-65),1,Low burden,2.0,Secondary,White Collar,4,0-3
3555,25.0,student,single,secondary,no,3713,no,no,cellular,24,May,323,2,353,3,other,1,0,1,Young (18-25),0,No burden,2.0,Secondary,Student,4,0-3
3556,60.0,technician,married,secondary,no,0,no,no,cellular,25,May,641,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,4,4-10
3557,30.0,admin.,single,secondary,no,265,yes,no,cellular,25,May,681,1,181,2,success,1,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,0-3
3558,29.0,unemployed,single,tertiary,no,70,no,no,cellular,25,May,393,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,Unemployed,4,0-3
3559,52.0,management,married,tertiary,no,388,no,no,cellular,25,May,272,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,4,0-3
3560,59.0,management,married,primary,no,1727,no,no,telephone,25,May,500,4,358,2,failure,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,White Collar,4,4-10
3561,38.0,technician,married,secondary,no,205,no,no,cellular,26,May,332,1,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,4,0-3
3562,33.0,services,single,secondary,no,2881,no,no,cellular,26,May,289,1,328,1,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,4,0-3
3563,31.0,technician,single,secondary,no,846,no,no,cellular,26,May,405,3,205,2,failure,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,4,0-3
3564,40.0,technician,married,secondary,no,2266,no,no,cellular,26,May,175,3,89,7,other,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,White Collar,4,0-3
3565,28.0,technician,married,secondary,no,742,no,no,cellular,26,May,236,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,4,0-3
3566,66.0,management,married,unknown,no,2149,yes,no,cellular,26,May,135,2,90,11,success,1,0,1,Senior (65+),1,Low burden,,Unknown,White Collar,4,0-3
3567,32.0,admin.,single,secondary,no,344,no,no,cellular,26,May,530,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,4,0-3
3568,67.0,retired,married,primary,no,1430,no,no,telephone,26,May,283,2,135,5,success,1,0,1,Senior (65+),0,No burden,1.0,Primary,Retired,4,0-3
3569,39.0,unemployed,divorced,secondary,no,265,yes,no,unknown,27,May,93,1,555,2,other,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Unemployed,4,0-3
3570,46.0,housemaid,married,secondary,no,38,no,no,cellular,27,May,181,3,183,1,success,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,4,0-3
3571,54.0,retired,married,secondary,no,3538,no,no,cellular,27,May,820,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,4,0-3
3572,47.0,services,divorced,unknown,no,973,no,no,cellular,27,May,489,1,479,1,failure,1,0,1,Adult (36-50),0,No burden,,Unknown,Blue Collar,4,0-3
3573,45.0,technician,married,secondary,no,1831,no,no,cellular,27,May,275,2,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,4,0-3
3574,63.0,blue-collar,married,secondary,no,641,no,no,cellular,27,May,417,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Blue Collar,4,0-3
3575,60.0,unemployed,married,secondary,no,1047,no,no,cellular,27,May,173,3,279,4,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,Unemployed,4,0-3
3576,29.0,management,married,tertiary,no,8103,no,no,cellular,28,May,473,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
3577,33.0,services,single,unknown,no,523,yes,no,unknown,28,May,86,1,-1,0,unknown,1,1,0,Young Adult (26-35),1,Low burden,,Unknown,Blue Collar,4,0-3
3578,48.0,housemaid,married,secondary,no,0,no,no,cellular,28,May,270,5,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,4,4-10
3579,26.0,technician,single,tertiary,no,515,no,no,cellular,31,May,775,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,5,0-3
3580,55.0,admin.,married,secondary,no,8304,no,no,cellular,1,June,201,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,1,0-3
3581,36.0,technician,married,secondary,no,1368,no,no,cellular,1,June,516,1,292,5,failure,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,White Collar,1,0-3
3582,33.0,admin.,single,tertiary,no,272,yes,no,cellular,1,June,326,1,237,2,failure,1,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
3583,28.0,blue-collar,single,secondary,no,-46,yes,no,cellular,1,June,154,2,91,12,success,1,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
3584,28.0,services,single,secondary,no,168,no,no,cellular,1,June,347,3,140,2,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,1,0-3
3585,31.0,management,single,tertiary,no,515,no,no,cellular,1,June,296,5,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,4-10
3586,28.0,management,single,tertiary,no,223,yes,no,cellular,1,June,303,1,278,3,success,1,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
3587,49.0,admin.,single,tertiary,no,228,yes,no,cellular,2,June,407,1,92,1,success,1,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,1,0-3
3588,27.0,blue-collar,single,tertiary,no,644,no,no,cellular,2,June,657,1,182,1,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,Blue Collar,1,0-3
3589,28.0,admin.,married,secondary,no,330,no,no,cellular,2,June,226,2,182,4,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,1,0-3
3590,65.0,admin.,married,secondary,no,952,no,no,cellular,2,June,310,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,1,0-3
3591,30.0,technician,single,secondary,no,1165,no,no,cellular,4,June,204,2,183,3,success,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,1,0-3
3592,38.0,admin.,married,secondary,no,0,yes,no,cellular,8,June,187,1,181,2,success,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
3593,36.0,technician,divorced,secondary,no,2823,yes,no,cellular,8,June,215,1,371,6,failure,1,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
3594,63.0,retired,divorced,secondary,no,1490,no,no,cellular,8,June,506,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,2,0-3
3595,63.0,retired,married,primary,no,48,no,no,cellular,9,June,251,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,2,0-3
3596,28.0,management,single,tertiary,no,187,no,no,cellular,9,June,206,1,92,1,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,0-3
3597,80.0,retired,married,secondary,no,8304,no,no,telephone,9,June,712,1,64,12,failure,1,0,1,Senior (65+),0,No burden,2.0,Secondary,Retired,2,0-3
3598,39.0,blue-collar,married,secondary,no,276,no,no,cellular,9,June,334,2,-1,0,unknown,1,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3599,31.0,management,single,tertiary,no,147,no,no,cellular,9,June,163,2,92,3,success,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,0-3
3600,39.0,services,married,secondary,no,323,no,no,cellular,9,June,874,2,188,6,failure,1,0,1,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3601,30.0,blue-collar,single,secondary,no,799,no,no,unknown,13,June,674,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3602,67.0,retired,married,unknown,no,2540,no,no,telephone,14,June,278,5,116,4,other,1,0,1,Senior (65+),0,No burden,,Unknown,Retired,2,4-10
3603,29.0,blue-collar,single,secondary,no,322,no,no,unknown,14,June,434,1,96,6,other,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,2,0-3
3604,36.0,management,married,tertiary,no,495,no,no,cellular,14,June,187,1,94,9,success,1,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,0-3
3605,24.0,student,single,unknown,no,358,no,no,cellular,14,June,245,1,384,1,other,1,0,1,Young (18-25),0,No burden,,Unknown,Student,2,0-3
3606,30.0,technician,single,secondary,no,2371,no,no,cellular,14,June,661,1,384,2,other,1,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
3607,21.0,student,single,unknown,no,53,no,no,cellular,14,June,270,1,-1,0,unknown,1,1,0,Young (18-25),0,No burden,,Unknown,Student,2,0-3
3608,27.0,admin.,single,unknown,no,861,no,no,cellular,14,June,212,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,No burden,,Unknown,White Collar,2,4-10
3609,56.0,admin.,married,secondary,no,602,no,no,cellular,14,June,458,1,130,8,success,1,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,2,0-3
3610,66.0,admin.,married,secondary,no,4041,no,no,cellular,14,June,713,2,-1,0,unknown,1,1,0,Senior (65+),0,No burden,2.0,Secondary,White Collar,2,0-3
3611,71.0,retired,divorced,primary,no,275,no,no,cellular,14,June,293,1,425,1,success,1,0,1,Senior (65+),0,No burden,1.0,Primary,Retired,2,0-3
3612,26.0,services,single,tertiary,no,12,no,no,cellular,14,June,563,1,181,10,failure,1,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,Blue Collar,2,0-3
3613,62.0,retired,married,primary,no,1742,no,no,cellular,14,June,167,2,98,6,other,1,0,1,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,2,0-3
