,apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,pricexperson,minimum_nights,maximum_nights,has_availability,availability_30,ocupation30,ocup%30,availability_60,ocupation60,availability_90,ocupation90,availability_365,ocupation365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,general_satisf,reviews_per_month,country,city,insert_date,is_instant_bookable,amenities_score,zona
9113,38085728,Habitacin Individual Y Confortable En Argelles,Estupenda Habitacin Muy Confortable Exterior Y Con Excelente Iluminacin Natural Durante El Da Buena Ventilacin Adems De Ser Muy Silenciosa Por Dar A Una Calle Totalmente Privada Cuenta Con Una Cama Individual Armario Empotrado Con Cajones Y Percheros Espejos De Cuerpo Completo Mesilla Y Lampara De Noche Y Mesa De Trabajo Con Silla El Bao Es Privado Espacioso Y Confortable Con Ventana Y Buena Ventilacin E Iluminacin En El Alquiler Solo Se Contempla La Habitacin Y El Bao El Resto Del Piso Es Para Uso Exclusivo Del Anfitrin Hay Dos Gatas Muy Tranquilas En El Piso Pero No Te Preocupes No Tienen Acceso A Tu Habitacin Se Sugiere Que No Las Invites Porque Te Van A Adoptar Estoy Disponible Para Orientarte En Lo Que Necesites Y Siempre Que Necesites Ayuda Y Este Dentro De Mis Posibilidades Cuenta Con Ello El Barrio De Argelles Es Ideal Para Quien Busca Comodidad Y Al Mismo Tiempo Pasar Una Estancia Divertida En Madrid Con La Ventaja De Estar En La Zona Ms Tr,57575116,Argelles,Moncloa - Aravaca,Private Room,1,1,1,1,"Wifi,Air conditioning,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Microwave,Refrigerator,Host greets you",450.0,450.0,3,5,True,11,19,63.33333333333333,11,49,11,79,11,354,7,2019-09-22,2019-11-24,97.0,10.0,9.0,10.0,10.0,10.0,9.0,9.8,10.0,Spain,Madrid,2020-04-17,False,42.0,Madrid_Moncloa - Aravaca_Argelles
9114,38085831,For Longer Stays Nicely Renovated House,Beautiful House Completely Renovated In The Old Town Of Alcudia Br It Is Not For Vacation Rental Minimum 2 Months Maximum 1 Year Price 1 400 Water Electricity And Wifi Expenses Separately Nov-Feb Mar Approx Eur 190-230 Mar-Oct Approx Eur 130-170 One Month Deposit And Advance Payment Of The Total Rent If Less Than 4 Months Or Two Months Deposit If The Rent Is More Than 4 Months We Will Ask For References Br Br B The Space B Br Perfect For A Break In Mallorca For Traveling Alone With The Family For Retirees Cyclists Hikers Gap Year Doing A Yoga Retreat Etc Br Semi-Detached House In The Historic Center Of Alcudia Within Walking Distance Of The Square With Bars Restaurants Shops Banks Etc It Has 2 Bedrooms And 2 Sofas And 2 Bathrooms On The Ground Floor Are The Living Room And The Fully Equipped Kitchen On The First Floor There Are 2 Bedrooms And A Bathroom On The Second Floor There Is Another Possibility To Sleep Sofa A Bathroom And,8527478,Alcdia,,Entire Home Apt,4,2,2,2,"Hot water, Private entrance, Washer, Refrigerator, Patio or balcony, Dishes and silverware, Free street parking, TV, Long term stays allowed, Kitchen, Wifi, Cooking basics, Bed linens, Iron, Essentials, Hangers, Heating, Coffee maker, Dryer, Oven]",450.0,112.5,30,365,True,27,3,10.0,57,3,87,3,362,3,1,2019-11-09,2019-11-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,Spain,Mallorca,2020-10-21,False,46.0,Mallorca_Alcdia
9115,38091247,Private Room Eixample,Cozy Room In Private Apartment In The Eixample Great Location Nice Double Bedroom Close To Urgell And Hospital Clinic Metro Station Close To The Night Life And Best Bars In Town The Apartment Is Nice Decorated And Really Friendly Host Definitely The Best Choice When Visiting Barcelona You Wont Regret It Very Friendly And Kind Close To Plaza Espaa Bars Restaurants Night Clubs Close To Urgell Metro Station,114821288,L'Antiga Esquerra De L'Eixample,Eixample,Private Room,2,1,1,1,"Wifi,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Private living room,Hot water,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony",600.0,300.0,1,1125,True,0,30,100.0,5,55,35,55,58,307,3,2019-09-18,2019-10-01,73.0,8.0,8.0,10.0,9.0,9.0,8.0,8.8,107.0,Spain,Barcelona,2019-12-10,True,48.0,Barcelona_Eixample_L'Antiga Esquerra De L'Eixample
9116,38092144,Naturaleza Y Tranquilidad,En El Corazn Del Empord Entre Alcornoques Olivos Y Arboles Frutales Prados Verdes Y Bosques Esta Situada Esta Secular Finca De Unos 350M2 Y Restaurado Con Materiales Originales Un Terreno Propio De Unos 8 Hectreas Permite Disfrutar La Natura La Casa Cuenta Con 4 Dormitorios 2 Con Cama Doble Y Uno Con 2 Camas Y El Otro Con Litera Para 2 Personas 2 Cuartos De Bao Saln Comedor Saln De Televisin Saln De Lectura Cocina Con Lavadora Lavavajillas Calefaccin Central Adsl La Masa Adems Cuenta Con Una Gran Barbacoa Horno Antiguo De Pan Terrazas Abiertas Para Tomar El Sol Y Cubiertas Para El Descanso Piscina Mesa De Ping Pong Juegos Infantiles Etc Estamos Disponibles Durante Su Estancia A 2 Km Esta El Pueblo De Cistella Con Restaurante Pequeo Supermercado Y Correos Entre 10 Y 15 Km Encontramos La Estacin Del Ave Club De Golf Club De Polo Y La Cuidad De Figueres Y La Autopista A7 Unos 30 Km Nos Separa Del Mar Y Las Playas De Roses Y Empriabrava Los Aeropuertos,289118305,Cistella,,Entire Home Apt,8,2,4,6,"TV,Wifi,Pool,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Heating,Washer,Essentials,Hangers,Private entrance,Children�s books and toys,Crib,Pack �n Play/travel crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,BBQ grill,Host greets you",2400.0,300.0,3,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Girona,2020-02-29,True,48.0,Girona_Cistella
9117,38111545,Bright Studio Apartment For Rent Near Olof Palme Park In Usera Ruhb4,Br Br B The Space B Br This Is A Ground Floor Studio Apartment On Calle Rodrigo Uhagn In Madrid You Have A Simple Living Space Equipped Kitchen And Loft-Level Sleeping Area Theres A Common Laundry Room Br Br Its Perfect For Those Leading The Simple Life Enjoy A Picnic By The Lake In Parque De Pradolongo Explore The Diverse Cuisine In Nearby Restaurants Jog In Olof Palme Park Br Br You Have A Cool Spiral Staircase And Loft-Level Sleeping Area Kick Back On The Sofa To Read A Book Your Kitchen Is Equipped And The Building Has A Common Laundry Room Br Br We Think This Studio Is Perfect For Your Low-Key Lifestyle Try Out New Foods The Neighborhood Is Overflowing With International Flavors Jog In Nearby Parks Theyre Plentiful Br Br Br Br There Is A Low Ceiling In The Loft Area Dont Bump Your Head,206349691,Pradolongo,Usera,Entire Home Apt,3,1,1,2,"Kitchen, Cooking basics, Refrigerator, Air conditioning]",1035.7753727473917,345.2584575824639,1,60,True,30,0,0.0,60,0,90,0,180,185,0,,,,,,,,,,,,Spain,Madrid,2020-08-25,True,9.0,Madrid_Usera_Pradolongo
9118,38113718,Artistic Space Next To Palacio Real,This Wonderful Space Of Approximately 80M2 Is Located In The Historic Barrio De Los Austrias Of Madrid Where Goya Lived Also Next To The Famous San Miguel Market And Only 4Mn From The Royal Palace It Is More A Place To Rest Than An Apartment Because It Does Not Have A Living Room You Will Find A Unique Decoration And You Will Be Able To Enjoy Bedrooms A Kitchen And A Bathroom With Capacity For Up To 4 Guests Here You Will Find Everything You Need To Have An Unbeatable Stay As Mentioned The Space Has No Living-Room And Is Divided Into - A Fully Equipped Kitchen-Dining Room - 2 Bedrooms With 2 Double Beds - A Bathroom With Shower It Is A Warm And Welcoming Space Used And Oriented To Provide The Best Stay To The Guest Guests Have Full Access To The Property Bedsheets Towels And Hand Soap Are Provided It Does Not Have Heating But You Will Have At Your Disposal An Electric Radiator And It Does Not Have Air Conditioning But Also We Leave You Two Fans If You Have Any,287800515,Palacio,Centro,Entire Home Apt,4,1,2,2,"Kitchen,Elevator,Washer,Dryer,Essentials,Hangers,Iron,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Stove",800.0,200.0,3,1000,True,28,2,6.666666666666667,58,2,88,2,106,259,11,2019-09-22,2020-01-20,78.0,9.0,10.0,8.0,9.0,10.0,9.0,9.2,139.0,Spain,Madrid,2020-05-14,True,15.0,Madrid_Centro_Palacio
9119,38116876,Aires De La Muga,Self-Contained Apartment In This Superb Modern Stone Built House Is Nestled On The Outskirts Of The Medieval Village Of Sant Lloren De La Muga This Is A Completely Separate Ground Floor Apartment With Its Own Private Terrace And Spacious Lawn The Apartment Has One Bedroom And A Lovely Sitting Room A Beautiful Rose-Marble Bathroom With Shower And A Small Bright Basic Kitchen Both Rooms Open Onto The Broad Terrace Which Extends Directly Onto The Garden Lawn Belonging To The Apartment Br Br B The Space B Br The Main Bedroom Has A Quality Orthopaedic Double Bed Is Provided With A Large Digital T V Leather Comfy Chair Sofa And A Desk There Is Free Access To Wi-Fi Internet The Kitchen Includes A Mini-Fridge Oven-Microwave With Grill Toaster Kettle And Of Course A Dolce Gusto Coffee Machine But No Cooking Hob There Are Sun Loungers On The Lawn And A Table And Chairs On The Terrace For Al Fresco Dining Br Bed Linen And Towels Provided Br Home-Cooked Re,289356553,Sant Lloren De La Muga,,Entire Home Apt,2,1,1,1,"Oven, Patio or balcony, Nespresso machine, Long term stays allowed, Microwave, Hot water, Kitchen, Essentials, Fire extinguisher, Laptop-friendly workspace, Private entrance, Pour Over Coffee, Shampoo, Shower gel, Hangers, Baking sheet, Body soap, Free parking on premises, Single level home, Iron, Bed linens, Heating, Coffee maker, Free street parking, Dryer, Dishes and silverware, TV, First aid kit, Extra pillows and blankets, Refrigerator, Hair dryer, Wifi, Host greets you, Garden or backyard, Washer]",760.0,380.0,2,1125,True,0,30,100.0,0,60,0,90,32,333,5,2020-07-16,2020-09-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,143.0,Spain,Girona,2020-10-28,False,66.0,Girona_Sant Lloren De La Muga
9120,38117211,Villa Nora,The Peaceful Location And Stylish Villa Interiors Combined With Beautiful Outside Space Make Villa Nora The Number One Choice For A Holiday To Remember The Spacious Living Dining Room With Modern Decor Leads Off From The Beautiful Well Equipped Kitchen With Double Patio Doors Taking You Directly Onto The Shaded Terrace Comfortable Seating Overlooks The Gorgeous Pool Area And A Magnificent Brick Barbeque Makes Outdoor Living A Breeze A Gated Play Area Will Keep The Little Ones Amused With Table Tennis And A Football Table For Some Family Friendly Competition Back Inside The Master Bedroom Boasts A Stylish En-Suite With Large Shower And Separate Bath Whilst The Other Bedrooms Have A Beautiful Shower Room To Share There Is Also A Separate Wc For Convenience A Gentle Walk Takes You Into The Centre Of Punta Prima With A Good Selection Of Restaurants Shops And Of Course The Beautiful Sandy Beach Closer At Hand Are A Couple Of Local Resta,14113470,Sant Llus,,Entire Home Apt,8,2,4,5,"TV,Cable TV,Air conditioning,Pool,Kitchen,Family/kid friendly,Washer,Bathtub,Microwave,Dishwasher,Oven",3790.0,473.75,7,1125,True,0,30,100.0,0,60,0,90,141,224,0,,,,,,,,,,,,Spain,Menorca,2019-10-31,True,31.0,Menorca_Sant Llus
9121,38122555,Private Room In Shared Chalet Alameda Osuna,Located In An Ideal Area Due To Its Easy Access From The Airport And Its Proximity To Public Transport Check-In Time Check-Ins From 3 Pm To 9 Pm Late Check-In Coste Extra From 9 Pm To 12 Am 20 From 12 Am To 2 Am 40 Accommodation Located In An Ideal Area Due To Its Easy Access From The Airport And Its Proximity To Public Transport 2-Minute Metro And Bus Just In Front Of The Door To Go To All Areas Of The City Of Madrid Room With Private Bathroom In A Wonderful Villa With 9 Independent Rooms Recently Renovated It Is In An Optimal State With Everything Brand New The Neighborhood Is Paseo Alameda Osuna '' A Quiet Area And At The Same Time Full Of Everything You Need To Spend A Pleasant And Comfortable Stay Common Areas Are Available Such As -Dining Area -Fully Equipped Kitchen Ovens Dishwasher Hob Toaster Coffee Maker Juicer Microwave Utensils Of All Kinds -Relax Room Tv - Patio Terrace -Laundry Washers And Dryers Services An,285608530,Alameda De Osuna,Barajas,Private Room,2,1,1,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Heating,Essentials,Shampoo,Hangers,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Oven,Garden or backyard",300.0,150.0,1,1125,True,11,19,63.33333333333333,41,19,71,19,330,35,1,2019-09-28,2019-09-28,80.0,6.0,8.0,6.0,6.0,6.0,6.0,6.4,4.0,Spain,Madrid,2019-12-10,True,38.0,Madrid_Barajas_Alameda De Osuna
9122,38124736,Estupendo Piso Estudio Cerca De La Gran Va Madrid,Es Un Poso Tipo Estudio Acogedor Cmodo Para Estancias Cortas Con Todos Las Cosas Bsicas Necesarias De Casa Bien Ubicado En Pleno Centro De Madrid Cualquier Inquietud Duda O Recomendacin Pueden Consultar A Travs De La Aplicacin Airbnb Correo Electrnico Y Encantado Podremos Atender Lo Ms Pronto Posible Esta Ubicado En Pleno Corazn De Madrid Cerca De Gran Via Y Con Todos Los Comercios Tiendas De Marcas Importantes Cerca De Todos Los Museos Y Sitios Tursticos Es Una Ciudad Encantadora Calle Valverde 10 Piso 4 Puerta 12 Si Vienes En Metro Estacin Cercana Sol O A Tribunal Cerca Del Edificio Hay Un Aparcamiento Privado Importante La Comunidad De Madrid Regula Una Nueva Ley Que Se Lla Madrid Central Donde Prohbe El Aparcar En El Centro En Las Via Pblicas Sin Autorizacin Siempre Lo Mejor Entrar Y Dirigirse A Un Estacionamiento Y Aparcar El Coche All,201896956,Universidad,Centro,Entire Home Apt,2,2,1,0,"TV,Air conditioning,Kitchen,Elevator,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Private entrance,Hot water,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove",600.0,300.0,1,30,True,25,5,16.666666666666664,45,15,45,45,45,320,28,2019-09-01,2019-12-22,90.0,10.0,9.0,10.0,10.0,10.0,9.0,9.8,632.0,Spain,Madrid,2020-01-10,True,25.0,Madrid_Centro_Universidad
9123,38125852,Guest House H3 Habitacion Para 6 Personas,El Guest House Se Encuentra A 30 Metros Del Camp Nou Y Ofrece Habitaciones Privadas Con Baos Compartidos Y Wifi Gratuita La Ropa De Cama Esta Incluida Mientras Las Toallas Conllevan Un Suplemento De 2 50 Euros Por Toalla Todas Las Habitaciones Cuentan Con Llave El Guest House Esta A 5 Minutos De Pie De Numerosos Comercios Bares Y Restaurantes Hay Un Total De 7 Duchas Compartidos 4 Para Hombres Y 3 Para Mujeres Tambin Dispone De Comedor Y Cocina Equipada Br Br B License Number B Br Exempt,289448076,La Maternitat I Sant Ramon,Les Corts,Private Room,6,4,1,6,"Iron, Air conditioning, Wifi, Heating, Smoke alarm, Hangers, Private entrance]",900.0,150.0,1,27,True,30,0,0.0,60,0,90,0,365,0,16,2019-09-08,2020-03-17,84.0,8.0,8.0,9.0,9.0,9.0,9.0,8.6,119.0,Spain,Barcelona,2020-10-12,True,20.0,Barcelona_Les Corts_La Maternitat I Sant Ramon
9124,38126934,Apartamento En Barrio De Salamanca - Wizink Center,Moderno Apartamento En Barrio De Salamanca Situado A 5 Minutos A Pie De Goya Casa De La Moneda Y Wizink Center Y A Unos 15 Minutos Del Parque Del Retiro Disfrutars De Una Estancia En Un Bonito Apartamento Recin Reformado Y Totalmente Equipado Zona Muy Bien Conectada Con Autobuses Y Varias Lneas De Metro Odonnell Manuel Becerra Y Goya Reformado Con Aire Acondicionado Y Bomba De Calor Calefaccin Central Ventanas Climalit Y Puerta Blindada El Saln Cuenta Con Un Balcn Exterior A La Calle Y La Habitacin Da A Un Amplio Patio Interior Por Lo Que No Habr Ruido Por Las Noches Wifi Gratuito Durante La Estancia La Zona Cuenta Con Todo Tipo De Servicios Bares Restaurantes Comercios Varios Supermercados Y Tambin Hay Una Discoteca En La Misma Calle El Parque De La Fuente Del Berro Se Encuentra A Tan Solo Cinco Minutos Caminando,77153961,Fuente Del Berro,Salamanca,Entire Home Apt,4,1,1,2,"TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Breakfast,Elevator,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Oven",790.0,197.5,2,1125,True,4,26,86.66666666666667,7,53,7,83,7,358,7,2019-09-08,2019-12-31,91.0,10.0,8.0,9.0,9.0,10.0,9.0,9.2,109.0,Spain,Madrid,2020-03-17,True,48.0,Madrid_Salamanca_Fuente Del Berro
9125,38129421,Cozy Room In Barcelonas Heart,Enjoy This Beautiful Apartment In The Center Barcelona Next To Blair Streer Which Is The Hottest Place For Great Tapas This Room Has A Stylish Decoration With Newly Renovated Furniture With A Single Bed 1 Room 1 Shared Bathroom Andliving Room With Smart Tv I Live In The Apartment Along With A Roommate The City Of Barcelona Is Characterized As One Of The Most Cosmopolitan Cities In The World Two Minutes From Blai Street That Is Famous For Creative Tapas Bars And Lively Taverns While Parallel Is A Busy Public Road During The Day It Is A Quiet Area And Is A 20 Minute Walk To The Center Of The City And The Boulevards It Is A Good Option If You Want A Central Location Metro L1- Rocafort Plaza Espaa L3 - Poble Sec Bus D20 Aerobus Plaza Espaa,287618167,El Poble Sec,Sants-Montjuc,Private Room,1,2,1,1,"TV,Wifi,Kitchen,Smoking allowed,Pets allowed,Washer,Essentials,Hot water,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Cleaning before checkout",330.0,330.0,2,1125,True,28,2,6.666666666666667,58,2,88,2,363,2,2,2019-09-23,2019-10-01,100.0,10.0,9.0,10.0,10.0,10.0,9.0,9.8,26.0,Spain,Barcelona,2020-05-11,True,21.0,Barcelona_Sants-Montjuc_El Poble Sec
9126,38145322,Room Camp Del Arpa,Room Camp Del Arpa,33681707,El Camp De L'Arpa Del Clot,Sant Mart,Private Room,1,1,1,1,"Laptop-friendly workspace, Shampoo, Hangers, Essentials, Iron, TV, Kitchen, Wifi, Elevator, Washer, Hot water]",150.0,150.0,30,180,True,0,30,100.0,0,60,0,90,0,365,0,,,,,,,,,,,,Spain,Barcelona,2020-09-12,True,29.0,Barcelona_Sant Mart_El Camp De L'Arpa Del Clot
9127,38169475,Pas Tropical Room 2,Apartamento En Puerta De Toledo Recin Reformado Calle Muy Tranquila Y Agradable A Un Paso Del Precioso Madrid De Los Austrias Desayuno Incluido,50602488,Palacio,Centro,Private Room,2,1,1,1,"TV,Wifi,Kitchen,Paid parking off premises,Smoking allowed,Pets allowed,Breakfast,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed",400.0,200.0,1,1125,True,0,30,100.0,0,60,0,90,0,365,2,2019-09-07,2019-09-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.0,Spain,Madrid,2020-01-10,True,51.0,Madrid_Centro_Palacio
9128,38173104,Double Room In A Beautiful And Centric Location,Welcome To My Place It'S A Cozy And Bright Apartment Located Right In The Center Of The City Unlimited Options Of Bars Cafes Restaurants And Shops All Around Very Well Connected With Public Transport Very Close By Metro Stations Urquinaona Plaza Catalunya And Bus Stops - That Get You All Over Barcelona I Try To Have A Nice Vibe At The House So My Guests Can Fully Enjoy Their Visit Hope To Have You Here Soon Located Right In The Center Of The City In The Eixample Neighborhood With Some Of The Most Incredible Architecture A Very Short Walk From Plaza Catalunya Ciutadella Park And The Old City Center The Area Is Central And Most Other Parts Of The City Are Within Walking Distance Very Well-Connected To All Main Public Transport That Will Get You Anywhere In Barcelona And Around A Short Walking Distance From Central Bus Station Nord,65104983,La Dreta De L'Eixample,Eixample,Private Room,2,2,1,1,"Wifi,Kitchen,Elevator,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace",480.0,240.0,2,6,True,12,18,60.0,31,29,61,29,61,304,1,2019-09-11,2019-09-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Spain,Barcelona,2019-09-17,True,34.0,Barcelona_Eixample_La Dreta De L'Eixample
9129,38173660,Hostal Flores Double Twin Room With An Extra Bed,Double Twin Room With An Extra Bed Has Options Of Three Single Beds Or One Double Bed And One Single The Beds Are Subject To Availability The Rooms Have Private Bathrooms Wi-Fi Televisions And Air Conditioning Las Flores Has A 24-Hour Front Desk Allowing You To Make The Most Of Central Barcelonas Lively Night Life There Is Also A Tour Desk And Luggage Storage Is Possible This Central Guest House Is On Barcelonas Las Ramblas Beside Liceu Metro Station And 50 Metres From La Boqueria Market Barcelona Cathedral Is A 5-Minute Walk Away And Gaudis Sagrada Familia Can Be Reached In 10 Minutes By Metro Or Bus Multiple Means Of Transport Are Available We Have A Bus Stop Located In Front Of Our Hostal We Also Have The Metro Stop 'Liceu' Beside Our Premises Allowing You To Take The L3 To Many Popular Destinations In Barcelona Among Those Taxis Are Available Throughout The City,284943061,El Raval,Ciutat Vella,Hotel Room,3,1,1,3,"TV,Wifi,Air conditioning,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Self check-in,Building staff",1500.0,500.0,1,1125,True,0,30,100.0,0,60,0,90,0,365,0,,,,,,,,,,,,Spain,Barcelona,2020-02-16,True,26.0,Barcelona_Ciutat Vella_El Raval
9130,38173994,Ciudad De La Imagen Campamento,Piso Muy Luminoso Con Decoracin Actual Y Moderna El Suelo Es De Tarima Porcelanica Las Ventanas Son Oscilo Batientes La Habitacin Principal Cuenta Con Un Gran Armario Empotrado Y Cama De Matrimonio La Otra Habitacin Con Armario Y Cama Individual El Saln Se Incorpora Con La Cocina Que Es Abierta La Cocina Esta Equipada Y Tiene Una Gran Barra Con Banquetas El Bao Tiene Un Amplio Plato De Ducha Con Ventana Y Calefaccion Al Final Del Pasillo Se Encuentra Un Espejo De Suelo A Pared El Piso Se Ubica Enfrente De La Casa De Campo Que Es Un Gran Espacio Para Hacer Ejercicio Caminar Rutas En Vicicleta Y Paseos A Poca Distancia Estan Las Paradas De Metro Campamente Y Metro Colonia Jardin A La Puerta Tiene La Parada Un Autobus Directo Al Centro De Madrid La Zona Cuenta Con Todos Los Servicios Supermercados Tiendas Restaurantes Y Zonas De Ocio Los Huspedes Sern Atendidos A Su Llegada Y Salida Y En Todo Momento De Su Estancia El Barrio Es Tranquilo Y Seguro Con Personas,36718869,Campamento,Latina,Entire Home Apt,3,1,2,2,"TV,Kitchen,Free street parking,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Hot water,Bed linens,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven",600.0,200.0,365,365,True,0,30,100.0,10,50,40,50,315,50,0,,,,,,,,,,,,Spain,Madrid,2020-01-10,False,41.0,Madrid_Latina_Campamento
9131,38178217,Unique Homes Las Setas Plaza De San Pedro 6 Pax,Apartamento De 3 Habitaciones Y 2 Cuartos De Bao En El Centro De Sevilla Justo Al Lado De Las Setas Una De Las Mejores Zonas De La Ciudad Apartment With 3 Bedrooms And 2 Bathrooms In The Center Of Seville Right Next To Las Setas One Of The Best Areas Of The City El Apartamento Tiene -Cocina Completa -Saln Con Smart Tv Internet-Wifi Mesa De Comedor - 3 Dormitorios Dos Con Cama De Matrimonio Y Uno Con Dos Camas Individuales -Bao Completo Con Plato De Ducha Lo Que Le Hace Especial Que Dispone De Dos Duchas En L -Aseo -Balcn En El Saln The Aparment Has -Full Kitchen -Living Room With Smart Tv Internet-Wifi Dining Table - 3 Bedrooms Two With Double Beds And One With Two Single Beds -Bathroom Complete With Shower Which Makes It Special That It Has Two Showers In It -Toilet -Balcon In The Living Room Se Encuentra Ubicado Concretamente En La Plaza San Pedro - Cristo De Burgos A 100 Metros Tenemos Las Setas A 10 Metros La Iglesia De San Pedro Donde Est,7222663,Encarnacin Regina,Casco Antiguo,Entire Home Apt,6,2,3,4,"TV,Wifi,Air conditioning,Kitchen,Elevator,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Cooking basics,Oven",1000.0,166.66666666666666,2,1125,True,14,16,53.333333333333336,38,22,60,30,150,215,6,2019-09-16,2019-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,Spain,Sevilla,2019-10-30,True,44.0,Sevilla_Casco Antiguo_Encarnacin Regina
9132,38180351,Benet Mercad Central Free Wifi Newly Renovated,The Flat Is Refurbished In August 2019 With 1 Master Bedroom And 1 Single Bedroom With Capacity For 3 People In 45 Square Meters The Kitchen Is Integrated In The Living Room Area Brand New Apartment With All Necessary Appliances Cutlery Sheets Towels Individual Dressing Gowns High Speed Wifi Nespresso Coffee Machine Italian Coffee Machine Kettle Microwave Grill Washing Machine Welcome Pack Of Water Coffee Tea Salt And Sugar Located Only 7 Mins Walk From The Must Important Shopping Area Passeig De Gracia And Diagonal Where You Can Enjoy Shops Drinks On Terraces Fine Restaurants Arts Galleries Libraries And The Most Important Gaudis Buildings In Barcelona Very Quiet Apartment As It Has Almost No Cars Traffic It Is A 1St Floor With Lift We Are Available For Our Guess 24 7 Enjoy The Spanish Sun The Food And Life In The Catalan Capital In One Of The Best Locations Right Next To The Mediterranean Very Well Connections 1Min Walking To The Underground Very Easy To,480528,La Vila De Grcia,Grcia,Entire Home Apt,3,1,2,2,"TV,Wifi,Air conditioning,Kitchen,Elevator,Heating,Washer,Shampoo,Hair dryer,Iron,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed",650.0,216.66666666666666,32,999,True,0,30,100.0,0,60,0,90,160,205,1,2019-10-17,2019-10-17,60.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,Spain,Barcelona,2019-11-09,True,35.0,Barcelona_Grcia_La Vila De Grcia
9133,38201593,Spacious Villa Ca Na Paula With Mountain View Wi-Fi Pool Garden Terrace,The Spacious Villa Ca Na Paula Which Stretches Over 2 Floors Is Located In The Centre Of Sller And Impresses Guests With Its Beautiful Decor And Stunning View Of The Mountains The Typical Mallorcan-Style Property With Stone Walls And Exposed Wooden Beams Consists Of A Living Dining Room A Modern Well-Equipped Kitchen With A Dishwasher 2 Bedrooms One With 2 Single Beds As Well As 2 Bathrooms And An Additional Toilet The Villa Can Therefore Accommodate 4 People Additional Amenities Include Wi-Fi A Washing Machine Air Conditioning Central Heating As Well As A Television Offering A Baby Cot And A Highchair This House Is Suitable For The Whole Family The Highlight Of This Property Is Definitely The Expansive Outdoor Area With Lush Mediterranean Plants An Open Terrace A Private Pool Sun Loungers A Pergola For Dining As Well As A Barbecue And A Wood Stove Lose Yourself In A Good Book While Chilling Out On The Sun Loungers And Leave All The Stress Of Everyday Life Behind,285578671,Sller,,Entire Home Apt,4,2,2,3,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Family/kid friendly,Washer,First aid kit,Hair dryer,Iron,High chair,Crib,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Oven,BBQ grill,Patio or balcony,Garden or backyard,Other",2600.0,650.0,1,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Mallorca,2019-09-28,True,48.0,Mallorca_Sller
