id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
1421;36.0;blue-collar;single;secondary;no;1822;yes;no;cellular;8;apr;952;1;323;1;other;yes;36 - 45
1422;35.0;technician;single;secondary;no;16;yes;no;cellular;8;apr;903;1;-1;0;unknown;yes;26 - 35
1423;54.0;unemployed;married;secondary;no;377;no;no;cellular;8;apr;1134;1;-1;0;unknown;yes;46 - 55
1424;48.0;management;married;secondary;no;4415;yes;no;cellular;8;apr;1032;3;141;7;failure;yes;46 - 55
1425;32.0;technician;married;secondary;no;303;yes;no;cellular;8;apr;150;1;267;4;failure;yes;26 - 35
1426;60.0;administrative;divorced;secondary;no;12039;no;no;telephone;8;apr;236;1;-1;0;unknown;yes;56 - 65
1427;67.0;retired;married;secondary;no;1443;no;no;cellular;8;apr;245;1;-1;0;unknown;yes;66 + 
1428;32.0;management;single;tertiary;no;1781;no;no;cellular;8;apr;321;1;-1;0;unknown;yes;26 - 35
1429;26.0;administrative;married;secondary;no;3415;no;no;cellular;8;apr;209;1;-1;0;unknown;yes;26 - 35
1430;33.0;management;single;tertiary;no;318;yes;no;cellular;8;apr;1190;1;141;3;other;yes;26 - 35
1431;21.0;student;single;primary;no;423;no;no;cellular;8;apr;104;5;-1;0;unknown;yes;18 - 25
1432;30.0;technician;single;secondary;no;2544;no;no;cellular;8;apr;108;2;-1;0;unknown;yes;26 - 35
1433;27.0;student;single;secondary;no;2614;no;no;cellular;8;apr;143;2;-1;0;unknown;yes;26 - 35
1434;30.0;services;single;secondary;no;1268;yes;no;cellular;8;apr;105;4;320;8;other;yes;26 - 35
1435;36.0;blue-collar;married;secondary;no;536;yes;no;cellular;8;apr;274;3;-1;0;unknown;yes;36 - 45
1436;27.0;administrative;married;secondary;no;1293;yes;no;cellular;8;apr;1665;3;-1;0;unknown;yes;26 - 35
1437;29.0;management;single;tertiary;no;1377;no;no;cellular;8;apr;548;2;-1;0;unknown;yes;26 - 35
1438;38.0;blue-collar;single;secondary;no;2580;yes;no;cellular;8;apr;1691;2;264;3;failure;yes;36 - 45
1439;23.0;administrative;single;tertiary;no;314;no;yes;cellular;8;apr;142;4;-1;0;unknown;yes;18 - 25
1440;38.0;technician;married;tertiary;no;206;no;no;cellular;8;apr;350;2;-1;0;unknown;yes;36 - 45
1441;30.0;technician;single;secondary;no;3286;yes;no;cellular;9;apr;743;1;-1;0;unknown;yes;26 - 35
1442;41.0;services;married;secondary;no;803;yes;no;cellular;9;apr;592;4;316;3;failure;yes;36 - 45
1443;33.0;technician;single;secondary;no;719;yes;no;cellular;9;apr;448;2;316;6;failure;yes;26 - 35
1444;35.0;administrative;married;secondary;no;898;yes;no;cellular;9;apr;214;1;-1;0;unknown;yes;26 - 35
1445;29.0;administrative;married;tertiary;no;332;no;no;cellular;9;apr;179;1;-1;0;unknown;yes;26 - 35
1446;68.0;retired;divorced;primary;no;695;no;no;cellular;9;apr;233;1;-1;0;unknown;yes;66 + 
1447;20.0;student;single;secondary;no;1819;no;no;cellular;9;apr;245;3;-1;0;unknown;yes;18 - 25
1448;30.0;management;single;tertiary;no;2544;no;no;cellular;9;apr;152;2;-1;0;unknown;yes;26 - 35
1449;32.0;blue-collar;married;secondary;no;759;yes;no;cellular;9;apr;317;5;-1;0;unknown;yes;26 - 35
1450;28.0;management;divorced;tertiary;no;229;yes;no;cellular;9;apr;1042;2;315;2;other;yes;26 - 35
1451;45.0;blue-collar;married;secondary;no;96;yes;no;cellular;13;apr;348;3;256;2;failure;yes;36 - 45
1452;29.0;technician;single;secondary;no;110;yes;no;cellular;13;apr;1036;1;-1;0;unknown;yes;26 - 35
1453;31.0;blue-collar;married;secondary;no;1406;yes;yes;cellular;13;apr;1091;2;-1;0;unknown;yes;26 - 35
1454;39.0;services;divorced;secondary;no;0;yes;no;cellular;13;apr;1006;2;-1;0;unknown;yes;36 - 45
1455;42.0;blue-collar;married;primary;no;2103;yes;no;cellular;13;apr;384;2;-1;0;unknown;yes;36 - 45
1456;35.0;management;single;tertiary;no;1599;yes;yes;cellular;13;apr;407;1;-1;0;unknown;yes;26 - 35
1457;34.0;technician;single;tertiary;no;925;yes;no;cellular;13;apr;709;1;-1;0;unknown;yes;26 - 35
1458;26.0;management;single;tertiary;no;-3;no;no;cellular;13;apr;1022;2;-1;0;unknown;yes;26 - 35
1459;29.0;services;divorced;secondary;no;84;yes;no;cellular;13;apr;1101;2;-1;0;unknown;yes;26 - 35
1460;44.0;self-employed;single;tertiary;no;1367;yes;no;cellular;13;apr;1232;3;146;1;other;yes;36 - 45
1461;34.0;management;married;tertiary;no;703;yes;no;cellular;14;apr;342;1;-1;0;unknown;yes;26 - 35
1462;33.0;management;married;tertiary;no;0;yes;no;cellular;14;apr;535;3;328;1;failure;yes;26 - 35
1463;34.0;management;single;tertiary;no;2646;no;no;cellular;14;apr;142;1;-1;0;unknown;yes;26 - 35
1464;33.0;administrative;single;secondary;no;572;yes;no;cellular;14;apr;344;1;74;2;failure;yes;26 - 35
1465;22.0;student;single;secondary;no;107;no;no;cellular;14;apr;125;1;-1;0;unknown;yes;18 - 25
1466;32.0;technician;married;secondary;no;765;yes;yes;cellular;14;apr;850;2;-1;0;unknown;yes;26 - 35
1467;36.0;services;single;secondary;no;-253;yes;no;cellular;14;apr;1073;1;-1;0;unknown;yes;36 - 45
1468;44.0;administrative;divorced;secondary;no;0;no;no;cellular;14;apr;1594;1;148;1;failure;yes;36 - 45
1469;65.0;retired;married;secondary;no;2;no;no;cellular;14;apr;450;1;-1;0;unknown;yes;56 - 65
1470;61.0;self-employed;divorced;tertiary;no;6;yes;no;cellular;14;apr;133;2;-1;0;unknown;yes;56 - 65
1471;41.0;housemaid;married;primary;no;0;no;no;cellular;14;apr;168;1;-1;0;unknown;yes;36 - 45
1472;24.0;management;married;tertiary;no;448;no;no;cellular;14;apr;324;1;-1;0;unknown;yes;18 - 25
1473;77.0;retired;divorced;tertiary;no;4659;no;no;cellular;14;apr;161;1;-1;0;unknown;yes;66 + 
1474;62.0;housemaid;married;tertiary;no;1528;no;no;cellular;14;apr;496;1;-1;0;unknown;yes;56 - 65
1475;30.0;unemployed;married;tertiary;no;330;no;no;cellular;14;apr;111;1;-1;0;unknown;yes;26 - 35
1476;29.0;administrative;single;secondary;no;731;no;no;cellular;14;apr;107;3;-1;0;unknown;yes;26 - 35
1477;29.0;unemployed;single;secondary;no;25;no;no;cellular;14;apr;207;2;-1;0;unknown;yes;26 - 35
1478;65.0;management;married;secondary;no;587;no;no;cellular;15;apr;223;2;-1;0;unknown;yes;56 - 65
1479;43.0;services;married;primary;no;2557;yes;no;telephone;15;apr;165;2;327;3;failure;yes;36 - 45
1480;70.0;retired;divorced;primary;no;275;no;no;cellular;15;apr;82;1;-1;0;unknown;yes;66 + 
1481;32.0;services;married;secondary;no;1129;yes;no;cellular;15;apr;903;2;341;2;failure;yes;26 - 35
1482;46.0;technician;married;secondary;no;2149;yes;no;cellular;15;apr;282;2;-1;0;unknown;yes;46 - 55
1483;33.0;administrative;married;secondary;no;855;no;no;cellular;15;apr;110;1;-1;0;unknown;yes;26 - 35
1484;57.0;services;married;primary;no;491;yes;no;cellular;15;apr;1217;3;-1;0;unknown;yes;56 - 65
1485;62.0;blue-collar;married;secondary;no;180;no;no;cellular;15;apr;389;2;-1;0;unknown;yes;56 - 65
1486;32.0;services;single;secondary;no;133;no;no;cellular;15;apr;171;1;-1;0;unknown;yes;26 - 35
1487;39.0;blue-collar;single;secondary;no;649;yes;no;cellular;15;apr;668;1;-1;0;unknown;yes;36 - 45
1488;76.0;housemaid;divorced;primary;no;1411;no;no;telephone;15;apr;170;3;-1;0;unknown;yes;66 + 
1489;36.0;administrative;single;secondary;no;11174;yes;no;cellular;15;apr;953;1;-1;0;unknown;yes;36 - 45
1490;27.0;technician;single;secondary;no;439;yes;no;cellular;15;apr;1038;2;-1;0;unknown;yes;26 - 35
1491;38.0;management;single;tertiary;no;6158;yes;no;cellular;15;apr;139;5;145;9;failure;yes;36 - 45
1492;56.0;blue-collar;married;primary;no;3498;no;no;cellular;15;apr;264;2;-1;0;unknown;yes;56 - 65
1493;51.0;unemployed;married;tertiary;no;1801;no;no;cellular;16;apr;838;3;-1;0;unknown;yes;46 - 55
1494;39.0;management;married;tertiary;no;937;no;no;cellular;16;apr;144;4;-1;0;unknown;yes;36 - 45
1495;35.0;management;divorced;tertiary;no;26;no;no;cellular;16;apr;78;2;-1;0;unknown;yes;26 - 35
1496;32.0;blue-collar;married;secondary;yes;-53;yes;no;cellular;16;apr;648;1;272;1;other;yes;26 - 35
1497;51.0;housemaid;married;primary;no;2337;yes;no;cellular;16;apr;251;2;266;3;other;yes;46 - 55
1498;37.0;technician;married;secondary;no;1762;no;no;cellular;16;apr;334;2;-1;0;unknown;yes;36 - 45
1499;52.0;entrepreneur;single;tertiary;no;3469;yes;no;cellular;16;apr;583;1;147;1;success;yes;46 - 55
1500;35.0;technician;married;secondary;no;545;yes;no;cellular;16;apr;1579;1;234;4;failure;yes;26 - 35
1501;47.0;administrative;married;secondary;no;3480;no;no;cellular;16;apr;443;1;-1;0;unknown;yes;46 - 55
1502;31.0;technician;married;secondary;no;183;no;no;cellular;16;apr;495;1;-1;0;unknown;yes;26 - 35
1503;49.0;services;married;secondary;no;2416;yes;no;cellular;16;apr;1366;1;-1;0;unknown;yes;46 - 55
1504;30.0;management;single;tertiary;no;424;no;no;cellular;16;apr;298;4;-1;0;unknown;yes;26 - 35
1505;35.0;blue-collar;single;secondary;no;0;yes;no;cellular;16;apr;1174;1;345;4;other;yes;26 - 35
1506;44.0;management;married;primary;no;294;no;no;cellular;16;apr;165;3;-1;0;unknown;yes;36 - 45
1507;42.0;blue-collar;married;secondary;no;1598;yes;yes;cellular;16;apr;1463;2;-1;0;unknown;yes;36 - 45
1508;29.0;management;single;tertiary;no;268;no;no;cellular;16;apr;667;1;-1;0;unknown;yes;26 - 35
1509;42.0;technician;divorced;secondary;no;214;no;no;cellular;16;apr;127;1;-1;0;unknown;yes;36 - 45
1510;43.0;management;married;tertiary;no;240;yes;no;cellular;16;apr;453;1;-1;0;unknown;yes;36 - 45
1511;36.0;technician;single;secondary;no;2511;yes;no;cellular;16;apr;700;5;-1;0;unknown;yes;36 - 45
1512;36.0;technician;married;tertiary;no;4596;yes;no;cellular;16;apr;901;2;-1;0;unknown;yes;36 - 45
1513;32.0;services;married;secondary;no;1273;yes;no;cellular;16;apr;1365;2;328;1;failure;yes;26 - 35
1514;54.0;technician;married;secondary;no;3994;no;yes;cellular;16;apr;299;2;-1;0;unknown;yes;46 - 55
1515;50.0;management;married;tertiary;no;469;no;no;cellular;16;apr;161;1;-1;0;unknown;yes;46 - 55
1516;32.0;technician;single;tertiary;no;932;yes;no;cellular;16;apr;944;1;318;1;failure;yes;26 - 35
1517;28.0;student;single;tertiary;no;844;no;no;cellular;16;apr;551;2;-1;0;unknown;yes;26 - 35
1518;40.0;services;divorced;primary;no;471;yes;no;cellular;16;apr;1156;1;345;2;failure;yes;36 - 45
1519;34.0;administrative;single;secondary;no;63;yes;no;cellular;17;apr;678;1;-1;0;unknown;yes;26 - 35
1520;52.0;retired;divorced;primary;no;-779;yes;yes;cellular;17;apr;709;1;-1;0;unknown;yes;46 - 55
1521;35.0;blue-collar;married;secondary;no;293;yes;no;cellular;17;apr;1017;1;325;1;other;yes;26 - 35
1522;32.0;management;divorced;tertiary;no;294;yes;no;cellular;17;apr;1095;1;274;5;success;yes;26 - 35
1523;60.0;management;married;tertiary;no;13546;no;no;cellular;17;apr;452;3;-1;0;unknown;yes;56 - 65
1524;34.0;blue-collar;married;primary;no;329;yes;no;cellular;17;apr;952;1;343;1;failure;yes;26 - 35
1525;30.0;administrative;single;secondary;no;69;yes;no;cellular;17;apr;997;1;-1;0;unknown;yes;26 - 35
1526;39.0;self-employed;married;tertiary;no;-3058;yes;yes;cellular;17;apr;882;3;-1;0;unknown;yes;36 - 45
1527;40.0;services;single;secondary;no;224;yes;no;cellular;17;apr;875;2;-1;0;unknown;yes;36 - 45
1528;38.0;management;married;tertiary;no;165;yes;no;cellular;17;apr;526;1;260;2;other;yes;36 - 45
1529;35.0;management;single;tertiary;no;397;yes;no;cellular;17;apr;594;1;-1;0;unknown;yes;26 - 35
1530;37.0;blue-collar;married;primary;no;3154;yes;no;cellular;17;apr;404;1;305;3;failure;yes;36 - 45
1531;29.0;technician;married;secondary;no;1180;yes;no;cellular;17;apr;367;3;323;3;failure;yes;26 - 35
1532;36.0;technician;single;secondary;yes;-487;yes;no;cellular;17;apr;1080;1;-1;0;unknown;yes;36 - 45
1533;34.0;management;married;secondary;yes;879;yes;no;cellular;17;apr;712;1;344;1;failure;yes;26 - 35
1534;33.0;technician;married;secondary;no;806;no;no;cellular;17;apr;108;1;-1;0;unknown;yes;26 - 35
1535;29.0;technician;single;secondary;no;674;no;no;cellular;17;apr;170;5;-1;0;unknown;yes;26 - 35
1536;33.0;management;married;tertiary;no;0;yes;no;cellular;17;apr;378;1;-1;0;unknown;yes;26 - 35
1537;41.0;self-employed;married;secondary;no;323;yes;no;cellular;17;apr;949;2;254;6;other;yes;36 - 45
1538;74.0;retired;married;secondary;no;921;no;no;telephone;17;apr;394;2;-1;0;unknown;yes;66 + 
1539;53.0;technician;married;secondary;no;5303;yes;no;telephone;17;apr;320;3;180;1;success;yes;46 - 55
1540;38.0;administrative;married;secondary;no;0;yes;yes;cellular;17;apr;547;2;-1;0;unknown;yes;36 - 45
1541;41.0;technician;married;secondary;no;4004;no;no;cellular;17;apr;314;2;-1;0;unknown;yes;36 - 45
1542;52.0;technician;married;secondary;no;386;no;no;cellular;20;apr;438;1;-1;0;unknown;yes;46 - 55
1543;40.0;technician;married;primary;no;284;yes;no;cellular;20;apr;1332;2;-1;0;unknown;yes;36 - 45
1544;32.0;entrepreneur;married;secondary;no;-242;yes;no;cellular;20;apr;1202;3;-1;0;unknown;yes;26 - 35
1545;28.0;technician;married;secondary;no;1086;yes;no;cellular;20;apr;1112;3;-1;0;unknown;yes;26 - 35
1546;28.0;management;single;secondary;no;2840;no;no;cellular;20;apr;227;5;-1;0;unknown;yes;26 - 35
1547;35.0;management;married;tertiary;no;43;yes;no;cellular;20;apr;860;1;-1;0;unknown;yes;26 - 35
1548;46.0;management;married;primary;no;3229;yes;no;cellular;20;apr;1550;1;-1;0;unknown;yes;46 - 55
1549;50.0;blue-collar;married;primary;no;341;yes;yes;cellular;20;apr;670;4;340;2;success;yes;46 - 55
1550;44.0;blue-collar;single;secondary;no;0;no;no;cellular;20;apr;133;1;-1;0;unknown;yes;36 - 45
1551;29.0;blue-collar;divorced;secondary;no;-19;yes;no;cellular;20;apr;712;4;-1;0;unknown;yes;26 - 35
1552;61.0;retired;married;secondary;no;243;no;no;cellular;20;apr;194;1;-1;0;unknown;yes;56 - 65
1553;70.0;retired;married;secondary;no;2575;no;no;telephone;20;apr;216;2;-1;0;unknown;yes;66 + 
1554;44.0;blue-collar;married;secondary;yes;105;yes;no;cellular;20;apr;586;1;-1;0;unknown;yes;36 - 45
1555;59.0;management;married;tertiary;no;0;yes;yes;cellular;20;apr;392;1;-1;0;unknown;yes;56 - 65
1556;45.0;blue-collar;married;primary;yes;-443;yes;yes;cellular;20;apr;691;1;-1;0;unknown;yes;36 - 45
1557;39.0;technician;married;tertiary;no;1524;no;no;cellular;20;apr;567;1;-1;0;unknown;yes;36 - 45
1558;36.0;blue-collar;married;primary;no;1925;yes;no;cellular;20;apr;904;2;-1;0;unknown;yes;36 - 45
1559;78.0;retired;married;primary;no;240;no;no;cellular;20;apr;325;1;-1;0;unknown;yes;66 + 
1560;28.0;technician;single;tertiary;no;387;yes;no;cellular;20;apr;205;1;82;1;failure;yes;26 - 35
1561;50.0;self-employed;divorced;tertiary;no;13;yes;no;cellular;20;apr;76;1;-1;0;unknown;yes;46 - 55
1562;73.0;retired;divorced;tertiary;no;3203;no;no;cellular;20;apr;148;1;-1;0;unknown;yes;66 + 
1563;34.0;management;married;tertiary;no;606;no;no;cellular;20;apr;97;1;-1;0;unknown;yes;26 - 35
1564;28.0;student;single;secondary;no;0;no;no;cellular;20;apr;185;1;-1;0;unknown;yes;26 - 35
1565;42.0;administrative;divorced;secondary;no;527;no;yes;cellular;20;apr;112;1;-1;0;unknown;yes;36 - 45
1566;54.0;unemployed;divorced;secondary;no;309;no;no;cellular;20;apr;241;1;-1;0;unknown;yes;46 - 55
1567;27.0;blue-collar;married;secondary;no;4333;no;no;cellular;20;apr;163;1;-1;0;unknown;yes;26 - 35
1568;73.0;retired;married;primary;no;253;no;no;cellular;20;apr;345;1;-1;0;unknown;yes;66 + 
1569;33.0;management;single;tertiary;no;6807;no;no;cellular;20;apr;163;1;-1;0;unknown;yes;26 - 35
1570;51.0;entrepreneur;married;tertiary;no;83;no;no;cellular;20;apr;267;2;-1;0;unknown;yes;46 - 55
1571;32.0;management;single;tertiary;no;819;yes;no;cellular;20;apr;114;2;-1;0;unknown;yes;26 - 35
1572;33.0;technician;married;secondary;no;1968;yes;no;cellular;20;apr;1817;3;-1;0;unknown;yes;26 - 35
1573;26.0;services;single;secondary;no;136;no;no;cellular;20;apr;120;1;-1;0;unknown;yes;26 - 35
1574;32.0;technician;single;secondary;no;1995;yes;no;cellular;20;apr;121;1;-1;0;unknown;yes;26 - 35
1575;41.0;blue-collar;divorced;primary;no;285;yes;no;cellular;20;apr;1272;2;-1;0;unknown;yes;36 - 45
1576;39.0;blue-collar;married;secondary;no;621;yes;no;cellular;20;apr;1333;5;-1;0;unknown;yes;36 - 45
1577;24.0;student;single;secondary;no;597;yes;no;cellular;20;apr;943;3;-1;0;unknown;yes;18 - 25
1578;37.0;blue-collar;divorced;secondary;no;0;yes;no;cellular;21;apr;146;4;-1;0;unknown;yes;36 - 45
1579;35.0;management;single;tertiary;no;1750;yes;no;cellular;21;apr;333;3;-1;0;unknown;yes;26 - 35
1580;26.0;student;single;tertiary;no;10086;no;no;cellular;21;apr;110;2;-1;0;unknown;yes;26 - 35
1581;29.0;technician;single;secondary;no;3466;no;no;cellular;21;apr;274;1;-1;0;unknown;yes;26 - 35
1582;63.0;retired;married;secondary;no;2193;no;no;telephone;21;apr;1348;4;-1;0;unknown;yes;56 - 65
1583;95.0;retired;divorced;primary;no;2282;no;no;telephone;21;apr;207;17;-1;0;unknown;yes;66 + 
1584;65.0;retired;married;tertiary;no;1973;no;no;telephone;21;apr;396;3;-1;0;unknown;yes;56 - 65
1585;59.0;technician;married;secondary;no;10925;no;no;cellular;21;apr;100;1;-1;0;unknown;yes;56 - 65
1586;35.0;management;single;tertiary;no;704;no;no;cellular;21;apr;164;1;-1;0;unknown;yes;26 - 35
1587;74.0;retired;married;secondary;no;9480;no;no;cellular;21;apr;211;1;-1;0;unknown;yes;66 + 
1588;56.0;unemployed;married;primary;no;3391;no;no;cellular;21;apr;243;1;-1;0;unknown;yes;56 - 65
1589;26.0;student;single;tertiary;no;1134;no;no;cellular;21;apr;464;4;-1;0;unknown;yes;26 - 35
1590;30.0;blue-collar;single;secondary;no;6281;no;no;cellular;21;apr;149;2;-1;0;unknown;yes;26 - 35
1591;29.0;self-employed;married;secondary;no;123;no;yes;cellular;21;apr;158;2;181;1;success;yes;26 - 35
1592;78.0;retired;married;primary;no;8556;no;no;telephone;21;apr;137;2;-1;0;unknown;yes;66 + 
1593;45.0;technician;divorced;secondary;no;0;no;no;cellular;21;apr;278;3;-1;0;unknown;yes;36 - 45
1594;29.0;blue-collar;single;secondary;no;2;yes;yes;cellular;21;apr;379;5;-1;0;unknown;yes;26 - 35
1595;39.0;administrative;married;tertiary;no;1108;no;no;cellular;21;apr;204;1;-1;0;unknown;yes;36 - 45
1596;45.0;management;married;tertiary;no;212;no;no;cellular;21;apr;65;2;-1;0;unknown;yes;36 - 45
1597;45.0;technician;married;tertiary;no;5110;no;no;cellular;22;apr;341;2;-1;0;unknown;yes;36 - 45
1598;36.0;student;single;secondary;no;17;no;no;cellular;22;apr;621;1;-1;0;unknown;yes;36 - 45
1599;41.0;technician;single;secondary;no;942;no;no;cellular;22;apr;219;1;-1;0;unknown;yes;36 - 45
1600;38.0;technician;married;secondary;no;0;yes;no;cellular;22;apr;315;1;-1;0;unknown;yes;36 - 45
1601;33.0;administrative;married;tertiary;no;882;no;no;cellular;22;apr;104;1;183;4;failure;yes;26 - 35
1602;30.0;services;married;tertiary;no;81;no;no;cellular;22;apr;145;1;-1;0;unknown;yes;26 - 35
1603;65.0;retired;married;primary;no;276;no;no;cellular;22;apr;229;1;-1;0;unknown;yes;56 - 65
1604;75.0;retired;married;tertiary;no;2991;no;no;cellular;22;apr;240;1;-1;0;unknown;yes;66 + 
1605;65.0;management;divorced;tertiary;no;90;yes;no;cellular;22;apr;416;1;-1;0;unknown;yes;56 - 65
1606;53.0;management;married;tertiary;no;3754;no;no;cellular;22;apr;307;1;278;2;failure;yes;46 - 55
1607;40.0;management;married;primary;no;395;yes;no;cellular;22;apr;232;4;-1;0;unknown;yes;36 - 45
1608;31.0;administrative;single;tertiary;no;676;yes;no;cellular;22;apr;124;2;343;2;other;yes;26 - 35
1609;25.0;student;single;secondary;no;8;no;no;cellular;22;apr;107;2;-1;0;unknown;yes;18 - 25
1610;37.0;technician;married;secondary;no;0;yes;no;cellular;22;apr;1288;3;-1;0;unknown;yes;36 - 45
1611;32.0;management;single;tertiary;no;2069;no;no;cellular;22;apr;545;1;-1;0;unknown;yes;26 - 35
1612;45.0;management;married;tertiary;no;506;no;no;cellular;23;apr;229;2;-1;0;unknown;yes;36 - 45
1613;35.0;management;married;tertiary;no;8;no;no;cellular;23;apr;93;3;-1;0;unknown;yes;26 - 35
1614;74.0;retired;married;primary;no;670;no;no;cellular;23;apr;266;5;-1;0;unknown;yes;66 + 
1615;37.0;management;married;tertiary;no;0;yes;no;cellular;23;apr;242;5;153;7;failure;yes;36 - 45
1616;59.0;blue-collar;married;primary;no;1939;no;no;cellular;23;apr;172;1;-1;0;unknown;yes;56 - 65
1617;76.0;management;married;tertiary;no;1780;yes;no;telephone;23;apr;413;3;-1;0;unknown;yes;66 + 
1618;25.0;blue-collar;single;secondary;no;0;no;no;cellular;23;apr;163;1;-1;0;unknown;yes;18 - 25
1619;27.0;services;single;secondary;no;955;no;no;cellular;23;apr;206;1;-1;0;unknown;yes;26 - 35
1620;39.0;administrative;married;secondary;no;732;no;no;cellular;23;apr;522;4;-1;0;unknown;yes;36 - 45
1621;24.0;services;single;secondary;no;2022;no;no;cellular;23;apr;159;4;-1;0;unknown;yes;18 - 25
1622;28.0;blue-collar;single;tertiary;no;4099;no;no;cellular;23;apr;116;4;-1;0;unknown;yes;26 - 35
1623;51.0;management;married;tertiary;no;4917;no;no;cellular;23;apr;113;1;-1;0;unknown;yes;46 - 55
1624;66.0;retired;married;primary;no;2883;no;no;cellular;23;apr;158;1;-1;0;unknown;yes;66 + 
1625;28.0;unemployed;single;primary;no;1374;no;no;cellular;23;apr;203;4;-1;0;unknown;yes;26 - 35
1626;30.0;management;single;tertiary;no;398;no;no;cellular;24;apr;235;2;-1;0;unknown;yes;26 - 35
1627;58.0;blue-collar;married;secondary;no;3027;yes;no;cellular;24;apr;160;1;-1;0;unknown;yes;56 - 65
1628;32.0;management;single;tertiary;no;2974;yes;no;cellular;24;apr;227;1;4;1;failure;yes;26 - 35
1629;31.0;technician;single;tertiary;no;1081;no;no;cellular;24;apr;202;5;261;2;failure;yes;26 - 35
1630;71.0;technician;married;tertiary;no;383;no;no;cellular;27;apr;388;3;-1;0;unknown;yes;66 + 
1631;37.0;administrative;married;tertiary;no;3913;yes;no;cellular;27;apr;124;1;-1;0;unknown;yes;36 - 45
1632;56.0;management;divorced;tertiary;no;3287;no;no;cellular;27;apr;497;1;-1;0;unknown;yes;56 - 65
1633;65.0;retired;married;primary;no;3629;no;no;cellular;27;apr;148;1;-1;0;unknown;yes;56 - 65
1634;72.0;self-employed;married;tertiary;no;132;no;no;cellular;27;apr;444;1;-1;0;unknown;yes;66 + 
1635;51.0;administrative;single;secondary;no;726;yes;no;cellular;27;apr;89;8;-1;0;unknown;yes;46 - 55
1636;35.0;blue-collar;married;secondary;no;149;yes;no;cellular;29;apr;507;3;349;1;other;yes;26 - 35
1637;34.0;blue-collar;married;secondary;no;640;yes;no;cellular;29;apr;636;2;-1;0;unknown;yes;26 - 35
1638;29.0;administrative;married;secondary;no;7707;yes;no;cellular;29;apr;961;2;334;2;failure;yes;26 - 35
1639;30.0;technician;single;tertiary;no;53;no;no;cellular;29;apr;375;1;-1;0;unknown;yes;26 - 35
1640;39.0;technician;single;secondary;no;15;yes;no;cellular;30;apr;510;1;-1;0;unknown;yes;36 - 45
1641;45.0;management;married;tertiary;no;242;no;no;cellular;30;apr;587;1;-1;0;unknown;yes;36 - 45
1642;28.0;administrative;single;secondary;no;377;no;no;cellular;30;apr;571;1;-1;0;unknown;yes;26 - 35
1643;52.0;unemployed;married;secondary;no;94;no;no;cellular;30;apr;244;1;-1;0;unknown;yes;46 - 55
1644;59.0;retired;married;primary;no;363;no;no;cellular;30;apr;400;1;-1;0;unknown;yes;56 - 65
1645;38.0;services;married;secondary;no;1970;yes;no;cellular;30;apr;701;1;176;1;success;yes;36 - 45
1646;47.0;technician;married;secondary;no;1167;yes;no;cellular;30;apr;968;1;87;5;failure;yes;46 - 55
1647;52.0;management;married;tertiary;no;193;no;no;cellular;30;apr;381;1;269;1;failure;yes;46 - 55
1648;38.0;management;married;tertiary;no;0;yes;no;cellular;30;apr;571;1;-1;0;unknown;yes;36 - 45
1649;29.0;student;single;secondary;no;78;no;no;cellular;30;apr;239;1;-1;0;unknown;yes;26 - 35
1650;36.0;unemployed;single;tertiary;no;1291;no;no;cellular;30;apr;195;1;86;1;success;yes;36 - 45
1651;58.0;retired;married;tertiary;no;1425;no;no;cellular;30;apr;224;1;-1;0;unknown;yes;56 - 65
1652;31.0;technician;married;tertiary;no;3382;no;no;cellular;30;apr;739;1;-1;0;unknown;yes;26 - 35
1653;59.0;retired;divorced;secondary;no;5583;yes;no;cellular;30;apr;720;1;-1;0;unknown;yes;56 - 65
1654;47.0;blue-collar;married;secondary;no;1230;yes;no;cellular;30;apr;412;1;169;1;success;yes;46 - 55
1655;36.0;administrative;married;secondary;no;96;no;no;cellular;30;apr;208;1;87;1;success;yes;36 - 45
1656;21.0;student;single;secondary;no;224;no;no;cellular;30;apr;871;1;-1;0;unknown;yes;18 - 25
1657;23.0;student;single;secondary;no;0;no;no;cellular;30;apr;297;1;83;6;success;yes;18 - 25
1658;47.0;blue-collar;married;secondary;no;1730;yes;no;cellular;30;apr;231;1;-1;0;unknown;yes;46 - 55
1659;29.0;management;single;tertiary;no;697;no;no;cellular;30;apr;365;1;85;1;success;yes;26 - 35
1660;25.0;management;single;tertiary;no;943;no;no;cellular;30;apr;512;1;-1;0;unknown;yes;18 - 25
1661;37.0;technician;married;secondary;no;1458;no;no;cellular;30;apr;281;1;-1;0;unknown;yes;36 - 45
1662;33.0;administrative;married;secondary;no;95;yes;no;cellular;30;apr;335;1;-1;0;unknown;yes;26 - 35
1663;59.0;technician;married;secondary;no;2308;no;no;cellular;30;apr;815;1;87;1;other;yes;56 - 65
1664;58.0;management;divorced;tertiary;no;5701;no;no;cellular;30;apr;354;1;87;1;success;yes;56 - 65
1665;44.0;blue-collar;married;secondary;no;1529;yes;no;cellular;30;apr;347;1;-1;0;unknown;yes;36 - 45
1666;48.0;blue-collar;married;secondary;no;292;no;no;cellular;30;apr;271;1;79;1;success;yes;46 - 55
1667;34.0;self-employed;married;primary;no;7468;yes;yes;cellular;30;apr;383;1;-1;0;unknown;yes;26 - 35
