id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group;age_clusters;job_cat;education_level;Cluster
658;51.0;housemaid;divorced;tertiary;no;1613;no;no;cellular;4;aug;870;1;-1;0;unknown;yes;45-54;Generation X;otros inactivos;Universitaria;0
659;36.0;management;divorced;tertiary;no;0;no;no;cellular;4;aug;1165;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
660;55.0;retired;married;secondary;no;0;no;no;cellular;4;aug;1110;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
661;43.0;technician;married;tertiary;no;0;no;no;cellular;4;aug;1488;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
662;60.0;management;divorced;secondary;no;0;no;no;cellular;5;aug;603;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
663;57.0;retired;married;secondary;no;466;no;no;cellular;5;aug;641;2;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
664;41.0;technician;married;tertiary;no;515;no;no;cellular;5;aug;837;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
665;50.0;technician;married;tertiary;no;2313;no;no;cellular;5;aug;553;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
666;53.0;blue-collar;married;secondary;no;-8;no;no;cellular;5;aug;794;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
667;59.0;retired;married;primary;no;1634;yes;yes;cellular;5;aug;836;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Primaria;2
668;59.0;housemaid;married;primary;no;100;no;no;cellular;5;aug;1134;1;-1;0;unknown;yes;55-64;Baby Boomers;otros inactivos;Primaria;2
669;52.0;technician;married;secondary;no;5361;no;no;cellular;5;aug;607;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
670;58.0;management;divorced;tertiary;no;1257;no;no;cellular;5;aug;1536;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
671;59.0;retired;married;primary;no;3400;yes;no;cellular;5;aug;515;3;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Primaria;2
672;49.0;technician;single;secondary;no;1377;no;no;cellular;5;aug;935;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
673;33.0;management;divorced;tertiary;no;2885;no;no;cellular;5;aug;1051;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
674;55.0;blue-collar;married;primary;no;512;no;no;cellular;5;aug;1200;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
675;42.0;technician;married;tertiary;no;921;no;no;cellular;5;aug;531;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
676;52.0;services;married;secondary;no;1000;no;no;cellular;5;aug;766;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
677;38.0;technician;married;tertiary;no;202;no;no;cellular;5;aug;1311;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
678;55.0;technician;married;tertiary;no;169;no;yes;cellular;5;aug;618;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
679;49.0;technician;married;tertiary;no;3726;no;no;cellular;5;aug;875;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
680;56.0;technician;divorced;secondary;no;146;yes;no;cellular;5;aug;419;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
681;46.0;technician;married;secondary;no;940;no;no;cellular;5;aug;1227;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
682;57.0;retired;divorced;tertiary;no;734;no;no;cellular;6;aug;1357;4;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Universitaria;2
683;61.0;retired;married;secondary;no;77;no;no;cellular;6;aug;455;4;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
684;45.0;administrative;married;secondary;no;925;no;no;cellular;6;aug;406;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
685;39.0;management;married;tertiary;no;1836;no;no;cellular;6;aug;902;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
686;46.0;administrative;married;secondary;no;660;no;no;cellular;6;aug;740;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
687;43.0;management;single;tertiary;no;1304;no;no;cellular;6;aug;501;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
688;34.0;services;married;secondary;no;2956;no;no;cellular;6;aug;835;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
689;35.0;management;divorced;tertiary;no;146;no;no;cellular;6;aug;720;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
690;36.0;management;divorced;tertiary;yes;36;no;no;cellular;6;aug;836;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
691;45.0;management;divorced;tertiary;no;1;no;no;cellular;6;aug;490;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
692;47.0;technician;married;secondary;no;2480;no;no;cellular;6;aug;763;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
693;42.0;technician;married;tertiary;no;14282;yes;no;cellular;6;aug;649;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
694;40.0;management;single;tertiary;no;0;no;no;cellular;6;aug;641;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
695;40.0;technician;divorced;secondary;no;311;no;no;cellular;6;aug;738;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
696;32.0;technician;married;secondary;no;560;no;no;cellular;6;aug;1044;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
697;33.0;technician;single;secondary;no;3059;no;yes;cellular;6;aug;482;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
698;32.0;self-employed;married;tertiary;no;1423;no;no;cellular;6;aug;1249;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta propia;Universitaria;1
699;46.0;blue-collar;married;primary;no;874;no;no;cellular;6;aug;996;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
700;50.0;administrative;married;secondary;no;706;yes;no;cellular;6;aug;1250;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
701;51.0;blue-collar;married;primary;no;7098;no;no;cellular;6;aug;1471;7;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
702;30.0;management;single;tertiary;no;5389;no;no;cellular;6;aug;1456;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
703;39.0;technician;single;secondary;no;1104;no;no;cellular;7;aug;395;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
704;47.0;administrative;married;secondary;no;3070;no;no;cellular;7;aug;663;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
705;40.0;technician;divorced;secondary;no;0;no;no;cellular;7;aug;674;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
706;50.0;blue-collar;married;primary;no;4108;yes;no;cellular;7;aug;526;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
707;60.0;management;married;tertiary;no;0;no;no;cellular;7;aug;401;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
708;32.0;management;single;tertiary;no;4291;no;no;cellular;7;aug;1321;9;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
709;57.0;technician;married;tertiary;no;6822;no;no;cellular;7;aug;797;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
710;41.0;self-employed;married;tertiary;no;231;no;no;cellular;7;aug;352;2;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
711;50.0;technician;married;secondary;no;3176;no;no;cellular;7;aug;670;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
712;46.0;technician;divorced;secondary;no;-824;yes;no;cellular;7;aug;429;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
713;31.0;management;married;tertiary;no;676;no;no;cellular;7;aug;1182;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
714;36.0;technician;single;secondary;no;651;no;no;cellular;7;aug;876;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
715;45.0;technician;divorced;secondary;no;2657;no;no;cellular;7;aug;895;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
716;33.0;technician;divorced;secondary;no;801;no;no;cellular;7;aug;341;5;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
717;47.0;services;married;secondary;no;405;no;yes;cellular;8;aug;994;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
718;35.0;management;married;tertiary;no;82;no;no;cellular;8;aug;507;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
719;38.0;management;married;tertiary;no;179;no;no;unknown;8;aug;317;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
720;33.0;management;married;tertiary;no;1047;no;no;cellular;8;aug;512;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
721;44.0;technician;single;secondary;no;7138;no;no;cellular;8;aug;809;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
722;31.0;management;single;tertiary;no;165;no;yes;cellular;8;aug;523;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
723;31.0;management;single;tertiary;no;37;no;no;cellular;8;aug;669;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
724;49.0;services;married;secondary;no;823;no;no;cellular;8;aug;780;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
725;52.0;services;married;primary;no;1625;no;no;cellular;8;aug;459;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
726;31.0;technician;married;tertiary;no;120;no;no;cellular;8;aug;1000;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
727;35.0;management;married;tertiary;no;2957;yes;yes;cellular;8;aug;733;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
728;31.0;management;single;tertiary;no;2;no;no;cellular;8;aug;848;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
729;36.0;technician;divorced;secondary;no;1;no;no;cellular;8;aug;1242;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
730;39.0;management;married;tertiary;no;1795;no;no;cellular;8;aug;922;7;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
731;46.0;management;married;tertiary;no;4;no;no;cellular;8;aug;1206;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
732;48.0;blue-collar;married;primary;no;476;no;no;cellular;11;aug;856;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
733;36.0;management;married;tertiary;no;9;no;no;cellular;11;aug;386;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
734;30.0;management;married;tertiary;no;131;yes;no;cellular;11;aug;384;6;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
735;33.0;management;single;tertiary;no;1120;no;no;cellular;11;aug;1070;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
736;57.0;housemaid;married;primary;no;2785;no;no;cellular;11;aug;610;4;-1;0;unknown;yes;55-64;Baby Boomers;otros inactivos;Primaria;2
737;33.0;management;single;tertiary;no;0;no;no;cellular;11;aug;699;7;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
738;35.0;management;married;tertiary;no;43;no;no;cellular;11;aug;917;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
739;53.0;management;married;tertiary;no;0;no;no;cellular;11;aug;608;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
740;41.0;management;married;secondary;no;456;yes;no;cellular;11;aug;734;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
741;32.0;management;single;secondary;no;2018;no;no;cellular;11;aug;1238;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
742;41.0;management;married;tertiary;no;0;no;no;cellular;11;aug;1242;5;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
743;35.0;technician;single;secondary;no;354;no;no;cellular;11;aug;444;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
744;48.0;blue-collar;married;primary;no;719;no;yes;cellular;11;aug;418;5;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
745;34.0;management;married;tertiary;no;828;no;yes;cellular;11;aug;1080;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
746;47.0;blue-collar;married;secondary;no;2787;no;no;cellular;11;aug;479;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
747;46.0;unemployed;married;secondary;no;2551;no;no;cellular;12;aug;645;2;-1;0;unknown;yes;45-54;Generation X;desempleo;Secundaria;0
748;60.0;retired;married;secondary;no;2722;no;no;cellular;12;aug;506;2;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
749;39.0;management;married;secondary;no;1880;no;no;cellular;12;aug;768;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
750;57.0;blue-collar;married;primary;no;2112;no;no;cellular;12;aug;1134;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
751;36.0;unemployed;divorced;secondary;no;871;no;no;cellular;12;aug;396;3;-1;0;unknown;yes;35-44;Generation X;desempleo;Secundaria;0
752;30.0;management;married;secondary;no;850;no;no;cellular;12;aug;507;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
753;33.0;technician;married;secondary;no;3243;no;no;cellular;12;aug;439;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
754;30.0;management;married;tertiary;no;1567;yes;no;cellular;12;aug;1133;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
755;36.0;technician;single;secondary;yes;12;no;no;cellular;12;aug;587;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
756;49.0;blue-collar;married;primary;no;128;no;no;cellular;12;aug;696;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
757;49.0;blue-collar;married;secondary;no;553;no;no;cellular;12;aug;645;8;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
758;40.0;unemployed;divorced;secondary;no;1694;no;no;cellular;12;aug;473;6;-1;0;unknown;yes;35-44;Generation X;desempleo;Secundaria;0
759;49.0;blue-collar;married;primary;no;408;no;no;cellular;12;aug;559;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
760;38.0;management;married;tertiary;no;1223;no;no;cellular;12;aug;1092;5;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
761;31.0;management;single;tertiary;no;1858;no;no;cellular;12;aug;453;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
762;34.0;management;married;tertiary;no;520;yes;no;cellular;12;aug;1307;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
763;39.0;management;married;tertiary;no;271;yes;no;cellular;12;aug;1344;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
764;40.0;management;married;secondary;no;4396;no;no;cellular;12;aug;432;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
765;47.0;technician;married;secondary;no;568;yes;no;cellular;12;aug;1613;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
766;37.0;technician;single;secondary;no;3665;no;no;cellular;12;aug;664;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
767;44.0;technician;single;secondary;no;244;yes;no;cellular;12;aug;1735;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
768;55.0;management;married;tertiary;no;568;no;no;cellular;12;aug;940;10;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
769;40.0;technician;married;secondary;no;42;no;no;cellular;13;aug;1842;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
770;54.0;retired;married;primary;no;309;no;no;cellular;13;aug;969;2;-1;0;unknown;yes;45-54;Generation X;jubilación;Primaria;2
771;35.0;technician;married;secondary;no;-180;no;yes;cellular;13;aug;823;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
772;32.0;technician;single;tertiary;no;34646;no;no;telephone;13;aug;618;9;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
773;36.0;management;divorced;tertiary;no;59;no;no;cellular;13;aug;526;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
774;37.0;management;married;tertiary;no;4436;no;no;cellular;13;aug;846;5;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
775;37.0;technician;single;secondary;no;-242;yes;no;cellular;13;aug;1149;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
776;50.0;self-employed;married;secondary;no;10052;no;no;cellular;13;aug;665;2;-1;0;unknown;yes;45-54;Generation X;cuenta propia;Secundaria;0
777;58.0;retired;married;tertiary;no;0;no;no;cellular;13;aug;641;4;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Universitaria;2
778;52.0;technician;divorced;secondary;no;152;no;no;cellular;13;aug;404;6;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
779;31.0;management;married;tertiary;no;156;no;no;cellular;13;aug;657;7;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
780;40.0;management;married;tertiary;no;66;no;no;cellular;13;aug;737;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
781;34.0;management;single;tertiary;no;9827;yes;no;cellular;13;aug;871;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
782;53.0;services;married;secondary;no;6170;no;no;cellular;13;aug;838;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
783;43.0;management;married;tertiary;no;2383;no;no;cellular;13;aug;379;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
784;30.0;technician;single;tertiary;no;635;no;no;cellular;13;aug;851;8;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
785;34.0;technician;single;secondary;no;16;no;no;cellular;13;aug;990;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
786;48.0;administrative;divorced;secondary;no;362;no;no;cellular;13;aug;529;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
787;33.0;management;married;tertiary;no;191;no;no;cellular;13;aug;1148;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
788;37.0;management;single;tertiary;no;455;yes;no;cellular;13;aug;904;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
789;57.0;technician;divorced;secondary;no;3043;no;no;cellular;14;aug;707;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
790;55.0;retired;married;primary;no;3334;no;no;cellular;14;aug;632;4;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Primaria;2
791;34.0;technician;married;tertiary;no;8029;yes;no;cellular;14;aug;593;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
792;44.0;entrepreneur;married;tertiary;no;624;no;no;telephone;14;aug;552;2;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
793;35.0;management;single;tertiary;no;331;no;no;cellular;14;aug;857;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
794;34.0;housemaid;married;primary;no;2929;no;no;cellular;14;aug;518;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;otros inactivos;Primaria;2
795;49.0;services;married;secondary;no;1314;no;no;cellular;14;aug;834;14;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
796;30.0;technician;married;secondary;no;289;yes;no;cellular;14;aug;1184;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
797;32.0;management;single;tertiary;no;20;no;no;cellular;14;aug;1151;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
798;56.0;blue-collar;married;primary;no;8163;no;no;cellular;14;aug;1231;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
799;50.0;management;single;tertiary;no;1200;no;no;cellular;14;aug;904;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;1
800;32.0;technician;single;secondary;no;1732;yes;no;cellular;14;aug;1871;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
801;45.0;technician;single;tertiary;no;0;no;no;cellular;18;aug;773;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;1
802;52.0;management;married;tertiary;no;576;no;no;cellular;18;aug;762;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
803;60.0;blue-collar;married;primary;no;493;no;no;cellular;18;aug;671;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
804;47.0;management;married;tertiary;no;682;no;no;cellular;18;aug;638;6;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
805;32.0;technician;single;secondary;no;0;no;no;cellular;18;aug;594;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
806;55.0;blue-collar;married;primary;no;3485;no;no;cellular;18;aug;625;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
807;36.0;management;single;tertiary;no;2944;no;no;cellular;18;aug;882;8;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
808;46.0;technician;married;secondary;no;1353;no;no;cellular;18;aug;528;5;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
809;55.0;management;divorced;tertiary;no;0;no;no;cellular;18;aug;309;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
810;30.0;management;single;tertiary;no;1541;no;no;cellular;18;aug;471;8;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
811;54.0;blue-collar;married;secondary;no;548;no;no;cellular;18;aug;520;7;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
812;31.0;management;divorced;tertiary;no;254;no;no;cellular;18;aug;1576;8;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
813;46.0;technician;single;tertiary;no;4414;no;no;cellular;18;aug;504;7;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;1
814;61.0;management;married;secondary;no;985;no;no;cellular;18;aug;998;6;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
815;58.0;retired;married;primary;no;1241;no;no;cellular;18;aug;194;2;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Primaria;2
816;38.0;technician;single;secondary;no;3278;no;no;cellular;19;aug;645;14;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
817;49.0;technician;married;secondary;no;412;no;no;cellular;19;aug;1293;8;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
818;43.0;management;single;tertiary;no;483;no;no;cellular;19;aug;950;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
819;52.0;management;married;tertiary;no;7135;no;no;cellular;19;aug;1032;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
820;33.0;self-employed;single;tertiary;no;61;no;no;cellular;19;aug;836;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta propia;Universitaria;1
821;33.0;management;married;tertiary;no;1412;yes;no;unknown;19;aug;480;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
822;53.0;management;married;tertiary;no;15;no;no;cellular;20;aug;921;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
823;40.0;administrative;single;tertiary;no;27;no;no;cellular;20;aug;467;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
824;44.0;self-employed;married;tertiary;no;1196;no;no;cellular;20;aug;552;5;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
825;42.0;technician;divorced;secondary;no;19;no;no;cellular;20;aug;875;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
826;33.0;management;single;tertiary;no;432;no;no;telephone;20;aug;588;6;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
827;53.0;technician;married;tertiary;no;988;no;no;cellular;20;aug;1408;5;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
828;60.0;administrative;married;tertiary;no;1614;no;no;cellular;20;aug;921;6;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
829;33.0;technician;single;secondary;no;163;yes;no;cellular;20;aug;627;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
830;37.0;technician;married;tertiary;no;247;no;no;cellular;20;aug;625;6;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
831;45.0;administrative;married;secondary;no;236;no;no;cellular;20;aug;703;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
832;34.0;technician;single;secondary;no;666;no;no;cellular;21;aug;1503;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
833;56.0;technician;married;tertiary;no;73;no;no;cellular;21;aug;644;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
834;57.0;technician;divorced;tertiary;no;96;no;no;cellular;21;aug;913;4;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
835;32.0;management;single;tertiary;no;46;no;no;cellular;21;aug;788;6;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
836;50.0;services;married;secondary;no;1501;no;no;cellular;21;aug;946;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
837;30.0;services;single;tertiary;no;-477;no;yes;cellular;21;aug;1532;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
838;56.0;administrative;married;secondary;no;1694;no;no;cellular;21;aug;793;10;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
839;55.0;blue-collar;married;secondary;no;196;no;no;cellular;21;aug;81;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
