id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
4891;32.0;blue-collar;single;secondary;no;217;yes;no;cellular;15;may;692;3;-1;0;unknown;yes;26 - 35
4892;45.0;blue-collar;married;primary;no;804;yes;no;unknown;16;may;528;1;-1;0;unknown;yes;36 - 45
4893;29.0;unemployed;single;primary;no;1374;no;no;cellular;17;nov;309;3;208;4;success;yes;26 - 35
4894;25.0;management;single;tertiary;no;3;yes;yes;cellular;16;apr;1034;1;-1;0;unknown;yes;18 - 25
4895;20.0;student;single;secondary;no;502;no;no;cellular;30;apr;261;1;-1;0;unknown;yes;18 - 25
4896;45.0;blue-collar;married;secondary;no;61;yes;no;unknown;26;may;745;4;-1;0;unknown;yes;36 - 45
4897;42.0;admin.;divorced;secondary;no;153;yes;no;unknown;16;may;844;1;-1;0;unknown;yes;36 - 45
4898;29.0;blue-collar;married;secondary;no;8;yes;yes;cellular;10;jul;627;1;-1;0;unknown;yes;26 - 35
4899;23.0;self-employed;single;tertiary;no;780;no;no;cellular;16;sep;393;1;183;3;success;yes;18 - 25
4900;37.0;management;married;tertiary;no;630;no;no;cellular;30;apr;315;1;87;1;success;yes;36 - 45
4901;35.0;management;married;tertiary;no;2161;no;no;cellular;9;sep;569;3;-1;0;unknown;yes;26 - 35
4902;61.0;retired;married;tertiary;no;32685;no;no;cellular;2;mar;1447;2;-1;0;unknown;yes;56 - 65
4903;31.0;management;single;tertiary;no;3384;no;no;cellular;16;sep;153;1;104;2;success;yes;26 - 35
4904;41.0;management;married;primary;no;5310;yes;no;cellular;17;nov;984;1;-1;0;unknown;yes;36 - 45
4905;34.0;blue-collar;divorced;secondary;no;383;yes;no;unknown;13;may;2231;1;-1;0;unknown;yes;26 - 35
4906;32.0;services;single;secondary;no;772;yes;no;unknown;15;may;697;3;-1;0;unknown;yes;26 - 35
4907;32.0;technician;married;tertiary;no;2976;yes;no;cellular;5;feb;783;1;175;5;failure;yes;26 - 35
4908;34.0;technician;single;secondary;no;2729;yes;no;cellular;18;nov;835;1;-1;0;unknown;yes;26 - 35
4909;35.0;blue-collar;married;unknown;no;520;yes;no;cellular;17;apr;476;1;-1;0;unknown;yes;26 - 35
4910;44.0;admin.;married;secondary;no;205;no;no;cellular;3;nov;289;1;-1;0;unknown;yes;36 - 45
4911;32.0;services;single;unknown;no;2378;no;no;cellular;17;nov;1132;2;-1;0;unknown;yes;26 - 35
4912;34.0;admin.;married;secondary;no;48;yes;no;cellular;7;may;1806;2;287;3;other;yes;26 - 35
4913;50.0;entrepreneur;married;primary;no;461;yes;no;unknown;15;may;651;32;-1;0;unknown;yes;46 - 55
4914;32.0;technician;single;secondary;no;116;yes;no;cellular;20;aug;718;2;-1;0;unknown;yes;26 - 35
4915;23.0;blue-collar;married;secondary;no;272;no;no;cellular;14;aug;100;2;-1;0;unknown;yes;18 - 25
4916;32.0;blue-collar;single;secondary;no;799;no;yes;cellular;23;jul;2078;6;-1;0;unknown;yes;26 - 35
4917;60.0;housemaid;married;secondary;no;0;no;no;telephone;3;aug;676;2;181;5;failure;yes;56 - 65
4918;44.0;admin.;single;secondary;no;1534;no;no;cellular;10;nov;95;1;95;3;success;yes;36 - 45
4919;30.0;admin.;married;secondary;no;4457;yes;no;cellular;21;nov;566;4;-1;0;unknown;yes;26 - 35
4920;37.0;technician;married;unknown;no;189;no;no;cellular;16;jun;162;2;-1;0;unknown;yes;36 - 45
4921;35.0;technician;single;tertiary;no;1880;no;no;cellular;20;may;154;1;-1;0;unknown;yes;26 - 35
4922;36.0;services;divorced;secondary;yes;0;no;yes;cellular;15;jul;687;7;-1;0;unknown;yes;36 - 45
4923;39.0;management;married;secondary;no;11835;yes;no;cellular;11;aug;744;2;-1;0;unknown;yes;36 - 45
4924;25.0;technician;married;tertiary;no;839;yes;no;cellular;18;may;700;3;-1;0;unknown;yes;18 - 25
4925;33.0;management;single;tertiary;no;952;yes;no;cellular;29;apr;1241;5;-1;0;unknown;yes;26 - 35
4926;28.0;blue-collar;single;secondary;no;-197;yes;no;unknown;9;may;2016;2;-1;0;unknown;yes;26 - 35
4927;31.0;self-employed;single;tertiary;no;1657;yes;yes;cellular;28;jan;872;1;-1;0;unknown;yes;26 - 35
4928;56.0;retired;married;primary;no;1947;no;no;cellular;2;mar;225;2;123;5;failure;yes;56 - 65
4929;41.0;entrepreneur;married;secondary;no;30;no;no;cellular;30;apr;460;1;-1;0;unknown;yes;36 - 45
4930;68.0;retired;divorced;primary;no;2027;no;no;cellular;14;sep;404;2;91;4;success;yes;66 + 
4931;61.0;admin.;married;tertiary;no;1332;no;no;cellular;12;mar;156;1;-1;0;unknown;yes;56 - 65
4932;37.0;management;single;tertiary;no;72;yes;yes;cellular;20;apr;885;5;150;7;failure;yes;36 - 45
4933;28.0;student;single;secondary;no;153;no;no;cellular;23;jul;1124;2;-1;0;unknown;yes;26 - 35
4934;46.0;admin.;married;secondary;no;70;yes;no;cellular;27;mar;229;2;-1;0;unknown;yes;46 - 55
4935;53.0;services;divorced;secondary;no;36;yes;yes;unknown;2;jul;25;1;417;1;success;yes;46 - 55
4936;32.0;services;single;secondary;no;-198;yes;no;unknown;21;may;681;3;-1;0;unknown;yes;26 - 35
4937;33.0;admin.;single;secondary;no;5;yes;no;cellular;15;may;934;2;368;2;failure;yes;26 - 35
4938;57.0;housemaid;married;tertiary;no;2326;no;no;cellular;17;apr;378;1;-1;0;unknown;yes;56 - 65
4939;41.0;technician;married;tertiary;no;67;yes;no;cellular;19;nov;814;1;-1;0;unknown;yes;36 - 45
4940;24.0;technician;single;secondary;no;598;no;no;cellular;12;may;762;1;182;2;success;yes;18 - 25
4941;45.0;student;single;unknown;no;1527;no;no;cellular;8;mar;132;1;-1;0;unknown;yes;36 - 45
4942;49.0;management;married;secondary;no;1623;yes;no;cellular;19;nov;1081;2;-1;0;unknown;yes;46 - 55
4943;30.0;blue-collar;single;primary;no;253;yes;no;cellular;5;may;259;1;-1;0;unknown;yes;26 - 35
4944;26.0;services;single;secondary;no;1445;no;no;telephone;23;oct;171;1;-1;0;unknown;yes;26 - 35
4945;57.0;management;married;tertiary;no;256;no;no;cellular;5;jun;304;2;91;1;success;yes;56 - 65
4946;39.0;blue-collar;married;unknown;no;1181;yes;no;cellular;30;jul;650;2;-1;0;unknown;yes;36 - 45
4947;40.0;technician;single;tertiary;no;1646;yes;no;cellular;4;may;392;2;91;3;success;yes;36 - 45
4948;52.0;retired;divorced;tertiary;no;-309;yes;no;unknown;19;jun;500;2;-1;0;unknown;yes;46 - 55
4949;35.0;technician;single;tertiary;no;670;no;no;cellular;13;apr;278;4;182;2;success;yes;26 - 35
4950;46.0;admin.;divorced;secondary;no;2196;no;no;cellular;28;jul;573;5;-1;0;unknown;yes;46 - 55
4951;49.0;services;divorced;secondary;no;947;no;no;unknown;20;jun;808;2;-1;0;unknown;yes;46 - 55
4952;22.0;student;single;secondary;no;71;no;no;cellular;13;jul;337;1;181;2;success;yes;18 - 25
4953;36.0;technician;married;tertiary;no;521;no;no;cellular;20;oct;347;3;-1;0;unknown;yes;36 - 45
4954;38.0;technician;married;secondary;no;5115;yes;no;cellular;27;feb;99;1;102;6;success;yes;36 - 45
4955;40.0;management;married;tertiary;no;-17;yes;yes;cellular;11;may;474;1;256;1;success;yes;36 - 45
4956;24.0;technician;married;secondary;no;556;yes;no;cellular;18;aug;460;2;-1;0;unknown;yes;18 - 25
4957;78.0;retired;divorced;primary;no;229;no;no;telephone;22;oct;97;1;-1;0;unknown;yes;66 + 
4958;25.0;technician;single;secondary;no;325;no;no;cellular;22;oct;716;3;-1;0;unknown;yes;18 - 25
4959;63.0;management;married;tertiary;no;5112;no;no;telephone;13;nov;2184;2;95;3;failure;yes;56 - 65
4960;31.0;management;single;tertiary;no;11821;no;no;cellular;18;aug;384;11;-1;0;unknown;yes;26 - 35
4961;41.0;technician;single;secondary;no;650;yes;no;cellular;20;nov;2420;3;-1;0;unknown;yes;36 - 45
4962;50.0;retired;married;secondary;no;8648;no;no;cellular;12;may;731;3;176;1;failure;yes;46 - 55
4963;27.0;self-employed;single;tertiary;no;168;no;no;cellular;12;nov;123;1;196;1;success;yes;26 - 35
4964;27.0;blue-collar;single;secondary;no;2486;yes;no;unknown;29;may;733;1;-1;0;unknown;yes;26 - 35
4965;50.0;technician;divorced;secondary;no;396;no;no;unknown;20;jun;716;2;-1;0;unknown;yes;46 - 55
4966;44.0;management;married;tertiary;no;1791;no;no;telephone;12;aug;201;1;182;2;success;yes;36 - 45
4967;26.0;self-employed;single;tertiary;no;168;no;no;cellular;30;apr;394;1;-1;0;unknown;yes;26 - 35
4968;46.0;technician;married;unknown;no;3308;no;no;cellular;28;jul;219;2;-1;0;unknown;yes;46 - 55
4969;36.0;services;married;secondary;no;4721;no;no;cellular;9;jun;150;1;92;5;success;yes;36 - 45
4970;35.0;management;single;tertiary;no;18111;no;no;cellular;14;aug;172;4;-1;0;unknown;yes;26 - 35
4971;68.0;retired;married;secondary;no;1146;no;no;cellular;3;mar;153;2;110;3;success;yes;66 + 
4972;50.0;admin.;divorced;secondary;no;237;no;yes;telephone;5;nov;169;1;-1;0;unknown;yes;46 - 55
4973;36.0;services;married;unknown;no;618;no;no;cellular;13;jul;360;1;335;2;success;yes;36 - 45
4974;34.0;admin.;divorced;secondary;no;1085;no;no;cellular;11;mar;101;7;-1;0;unknown;yes;26 - 35
4975;30.0;management;single;tertiary;no;1028;no;no;cellular;4;feb;1294;2;-1;0;unknown;yes;26 - 35
4976;22.0;admin.;single;secondary;no;114;no;no;cellular;30;mar;517;1;-1;0;unknown;yes;18 - 25
4977;59.0;admin.;married;secondary;no;0;yes;no;cellular;10;jul;982;1;-1;0;unknown;yes;56 - 65
4978;60.0;blue-collar;married;primary;no;631;no;no;cellular;12;aug;429;2;-1;0;unknown;yes;56 - 65
4979;32.0;technician;married;secondary;no;660;no;no;cellular;25;oct;226;2;490;1;failure;yes;26 - 35
4980;46.0;self-employed;married;tertiary;no;2421;no;no;cellular;19;nov;1084;1;100;4;failure;yes;46 - 55
4981;23.0;student;single;secondary;no;794;no;no;cellular;26;jul;607;3;171;3;other;yes;18 - 25
4982;22.0;self-employed;single;secondary;no;2138;no;yes;cellular;10;aug;164;1;109;2;other;yes;18 - 25
4983;59.0;services;married;secondary;no;2965;yes;no;cellular;13;may;1970;3;-1;0;unknown;yes;56 - 65
4984;26.0;management;single;tertiary;no;222;no;no;cellular;28;jun;247;1;63;2;success;yes;26 - 35
4985;35.0;management;divorced;tertiary;no;6997;yes;no;cellular;9;jul;1121;1;-1;0;unknown;yes;26 - 35
4986;53.0;retired;married;secondary;no;665;yes;no;cellular;22;apr;371;2;-1;0;unknown;yes;46 - 55
4987;39.0;management;married;tertiary;no;285;yes;no;cellular;15;jul;838;3;-1;0;unknown;yes;36 - 45
4988;32.0;technician;married;secondary;no;473;no;yes;cellular;10;aug;1064;1;95;3;success;yes;26 - 35
4989;41.0;management;married;tertiary;no;2226;no;no;cellular;7;aug;182;2;99;1;failure;yes;36 - 45
4990;37.0;admin.;single;secondary;no;245;yes;yes;unknown;7;may;732;2;-1;0;unknown;yes;36 - 45
4991;35.0;management;married;tertiary;no;1133;yes;no;cellular;3;nov;102;1;-1;0;unknown;yes;26 - 35
4992;42.0;management;married;tertiary;no;294;no;no;cellular;26;aug;513;1;-1;0;unknown;yes;36 - 45
4993;27.0;admin.;divorced;secondary;no;451;yes;no;cellular;16;jul;652;1;-1;0;unknown;yes;26 - 35
4994;57.0;unknown;married;unknown;no;19268;no;no;unknown;23;oct;301;1;-1;0;unknown;yes;56 - 65
4995;41.0;blue-collar;married;primary;no;1461;yes;no;unknown;6;jun;554;2;-1;0;unknown;yes;36 - 45
4996;37.0;housemaid;single;secondary;no;465;yes;no;cellular;18;may;899;3;-1;0;unknown;yes;36 - 45
4997;44.0;unemployed;divorced;tertiary;no;0;no;no;cellular;5;feb;1960;3;-1;0;unknown;yes;36 - 45
4998;32.0;technician;single;tertiary;no;654;yes;no;cellular;25;may;615;4;-1;0;unknown;yes;26 - 35
4999;34.0;admin.;married;tertiary;no;79;yes;no;cellular;5;aug;203;1;92;5;success;yes;26 - 35
5000;42.0;services;married;tertiary;no;4216;no;no;cellular;12;jun;186;2;-1;0;unknown;yes;36 - 45
5001;54.0;admin.;married;secondary;no;66;yes;no;cellular;11;nov;167;1;-1;0;unknown;yes;46 - 55
5002;48.0;self-employed;married;tertiary;no;0;no;no;cellular;29;jan;1249;3;-1;0;unknown;yes;46 - 55
5003;73.0;retired;married;primary;no;5539;no;no;telephone;6;aug;338;1;-1;0;unknown;yes;66 + 
5004;33.0;management;married;tertiary;no;2599;no;no;cellular;30;apr;1373;2;-1;0;unknown;yes;26 - 35
5005;42.0;management;married;tertiary;no;2187;yes;no;cellular;17;nov;525;3;-1;0;unknown;yes;36 - 45
5006;57.0;admin.;married;secondary;no;2120;no;no;cellular;19;aug;687;4;-1;0;unknown;yes;56 - 65
5007;29.0;services;single;primary;no;339;no;no;unknown;4;jul;1576;3;-1;0;unknown;yes;26 - 35
5008;47.0;blue-collar;married;secondary;no;8229;no;no;cellular;8;aug;784;2;-1;0;unknown;yes;46 - 55
5009;51.0;management;married;tertiary;no;346;no;no;cellular;12;feb;122;1;92;5;success;yes;46 - 55
5010;34.0;management;married;tertiary;no;158;no;no;cellular;9;jun;190;1;92;9;success;yes;26 - 35
5011;25.0;technician;single;secondary;no;7103;yes;no;cellular;28;may;188;3;10;1;failure;yes;18 - 25
5012;50.0;admin.;married;secondary;no;4855;no;no;cellular;5;aug;720;2;-1;0;unknown;yes;46 - 55
5013;47.0;admin.;single;secondary;no;3696;no;no;cellular;12;jul;250;2;181;4;success;yes;46 - 55
5014;40.0;technician;married;secondary;no;-357;yes;no;cellular;16;jul;700;4;-1;0;unknown;yes;36 - 45
5015;79.0;retired;married;secondary;no;8304;no;no;telephone;9;mar;303;9;-1;0;unknown;yes;66 + 
5016;30.0;student;single;secondary;no;48;no;no;cellular;25;feb;217;1;191;2;success;yes;26 - 35
5017;54.0;self-employed;single;tertiary;no;384;no;yes;cellular;27;may;200;1;-1;0;unknown;yes;46 - 55
5018;53.0;blue-collar;married;primary;no;751;yes;no;cellular;3;feb;1528;2;-1;0;unknown;yes;46 - 55
5019;33.0;blue-collar;divorced;secondary;no;3546;yes;no;unknown;23;may;777;2;-1;0;unknown;yes;26 - 35
5020;60.0;management;married;tertiary;no;73;no;no;telephone;8;aug;243;2;-1;0;unknown;yes;56 - 65
5021;35.0;self-employed;single;tertiary;no;71;no;no;cellular;15;jun;651;1;-1;0;unknown;yes;26 - 35
5022;46.0;admin.;married;secondary;no;974;no;no;cellular;5;jun;174;2;80;1;success;yes;46 - 55
5023;52.0;services;married;primary;no;306;yes;no;cellular;13;may;650;5;-1;0;unknown;yes;46 - 55
5024;50.0;management;married;tertiary;no;3463;no;yes;cellular;28;oct;96;1;-1;0;unknown;yes;46 - 55
5025;47.0;admin.;married;secondary;no;3676;no;no;cellular;15;jul;415;2;342;1;other;yes;46 - 55
5026;73.0;retired;married;tertiary;no;459;no;no;cellular;17;feb;281;1;-1;0;unknown;yes;66 + 
5027;35.0;admin.;married;tertiary;no;286;no;no;cellular;30;apr;949;2;-1;0;unknown;yes;26 - 35
5028;26.0;blue-collar;married;secondary;no;-11;yes;yes;cellular;17;jul;1150;3;-1;0;unknown;yes;26 - 35
5029;46.0;management;married;tertiary;no;273;yes;no;cellular;15;sep;1962;1;105;3;failure;yes;46 - 55
5030;42.0;management;married;tertiary;no;2665;yes;no;cellular;4;jun;280;2;126;11;failure;yes;36 - 45
5031;29.0;self-employed;single;tertiary;no;3290;no;no;cellular;12;may;430;1;50;3;success;yes;26 - 35
5032;30.0;management;single;tertiary;no;8535;no;no;cellular;18;jun;393;2;-1;0;unknown;yes;26 - 35
5033;37.0;management;married;tertiary;no;1276;no;no;cellular;16;nov;146;1;94;2;success;yes;36 - 45
5034;28.0;admin.;single;unknown;no;2736;no;no;cellular;8;jul;705;1;-1;0;unknown;yes;26 - 35
5035;32.0;blue-collar;married;secondary;no;10287;yes;no;cellular;27;may;281;4;188;1;failure;yes;26 - 35
5036;53.0;management;married;tertiary;no;1624;no;no;cellular;6;aug;107;1;98;6;success;yes;46 - 55
5037;41.0;self-employed;married;secondary;yes;0;yes;no;cellular;17;nov;789;1;-1;0;unknown;yes;36 - 45
5038;40.0;services;married;secondary;no;446;yes;no;unknown;16;may;1252;1;-1;0;unknown;yes;36 - 45
5039;53.0;technician;married;tertiary;no;395;no;no;cellular;29;oct;136;1;148;1;failure;yes;46 - 55
5040;64.0;retired;divorced;primary;no;315;no;no;cellular;17;feb;154;1;-1;0;unknown;yes;56 - 65
5041;32.0;technician;married;secondary;no;484;yes;no;cellular;12;aug;668;2;463;1;success;yes;26 - 35
5042;48.0;technician;married;secondary;yes;0;no;no;unknown;30;may;682;1;-1;0;unknown;yes;46 - 55
5043;35.0;admin.;single;secondary;no;507;yes;no;cellular;22;jul;560;2;-1;0;unknown;yes;26 - 35
5044;43.0;management;married;tertiary;no;2987;no;no;cellular;4;jun;156;1;85;3;failure;yes;36 - 45
5045;25.0;services;single;secondary;no;801;no;no;cellular;5;jun;255;2;-1;0;unknown;yes;18 - 25
5046;43.0;management;married;tertiary;no;0;no;no;cellular;14;jul;1153;3;-1;0;unknown;yes;36 - 45
5047;29.0;management;single;tertiary;no;572;yes;no;telephone;8;nov;319;1;-1;0;unknown;yes;26 - 35
5048;61.0;management;single;tertiary;no;2;no;no;cellular;12;aug;131;1;114;3;failure;yes;56 - 65
5049;64.0;retired;married;unknown;no;34;no;no;cellular;26;aug;244;2;-1;0;unknown;yes;56 - 65
5050;27.0;technician;single;tertiary;no;1075;no;no;cellular;2;sep;529;2;184;1;success;yes;26 - 35
5051;38.0;technician;single;tertiary;no;508;yes;yes;cellular;12;aug;1103;2;-1;0;unknown;yes;36 - 45
5052;36.0;management;married;tertiary;no;926;no;no;cellular;14;apr;216;1;-1;0;unknown;yes;36 - 45
5053;61.0;self-employed;married;tertiary;no;10861;no;no;cellular;25;oct;225;1;91;5;success;yes;56 - 65
5054;49.0;blue-collar;divorced;primary;no;24;yes;no;cellular;11;may;701;1;362;1;success;yes;46 - 55
5055;33.0;blue-collar;single;primary;no;611;no;no;telephone;16;sep;390;2;-1;0;unknown;yes;26 - 35
5056;25.0;blue-collar;single;secondary;no;1857;yes;no;cellular;12;oct;187;1;91;12;success;yes;18 - 25
5057;33.0;blue-collar;single;secondary;no;329;no;no;cellular;6;sep;224;1;145;2;other;yes;26 - 35
5058;51.0;management;married;tertiary;no;2635;no;no;cellular;21;may;407;3;74;5;failure;yes;46 - 55
5059;32.0;blue-collar;married;secondary;no;225;yes;no;cellular;17;apr;574;1;150;1;failure;yes;26 - 35
5060;32.0;admin.;married;secondary;no;1604;no;yes;cellular;7;jul;625;1;-1;0;unknown;yes;26 - 35
5061;72.0;retired;married;primary;no;4657;no;no;telephone;23;mar;255;1;91;8;success;yes;66 + 
5062;34.0;admin.;married;secondary;no;1406;yes;no;cellular;20;aug;63;2;85;1;success;yes;26 - 35
5063;38.0;technician;married;secondary;no;6728;no;no;cellular;25;nov;232;1;96;4;success;yes;36 - 45
5064;35.0;management;married;tertiary;no;611;no;no;cellular;1;oct;305;2;121;1;success;yes;26 - 35
5065;38.0;technician;divorced;tertiary;no;1805;no;no;unknown;9;jun;952;2;-1;0;unknown;yes;36 - 45
5066;43.0;blue-collar;single;primary;no;-399;no;yes;cellular;28;jul;662;3;-1;0;unknown;yes;36 - 45
5067;31.0;technician;single;tertiary;no;208;no;no;cellular;12;aug;1344;7;-1;0;unknown;yes;26 - 35
5068;30.0;management;married;tertiary;no;10884;no;no;cellular;4;may;333;2;-1;0;unknown;yes;26 - 35
5069;22.0;student;single;primary;no;3472;no;no;cellular;20;oct;332;1;183;3;failure;yes;18 - 25
5070;46.0;admin.;married;secondary;no;556;yes;yes;unknown;15;may;646;3;-1;0;unknown;yes;46 - 55
5071;52.0;management;married;tertiary;no;7192;no;no;cellular;4;aug;1486;1;-1;0;unknown;yes;46 - 55
5072;35.0;technician;single;tertiary;no;13460;yes;no;cellular;15;may;1068;3;-1;0;unknown;yes;26 - 35
5073;71.0;retired;married;primary;no;2988;no;no;telephone;17;apr;130;1;-1;0;unknown;yes;66 + 
5074;30.0;management;single;tertiary;no;102;yes;no;cellular;18;dec;364;3;-1;0;unknown;yes;26 - 35
5075;25.0;student;single;secondary;no;1868;no;no;cellular;26;oct;259;1;103;2;other;yes;18 - 25
5076;34.0;management;single;tertiary;no;-578;yes;no;cellular;18;may;767;2;-1;0;unknown;yes;26 - 35
5077;51.0;admin.;married;secondary;no;241;no;no;cellular;7;dec;308;2;-1;0;unknown;yes;46 - 55
5078;25.0;services;single;secondary;no;162;yes;no;cellular;1;sep;531;2;-1;0;unknown;yes;18 - 25
5079;48.0;management;married;tertiary;no;5320;yes;no;unknown;20;jun;792;1;-1;0;unknown;yes;46 - 55
5080;42.0;blue-collar;married;secondary;no;366;yes;no;cellular;22;may;324;1;106;1;failure;yes;36 - 45
5081;55.0;management;married;unknown;no;1504;yes;no;cellular;22;may;338;2;-1;0;unknown;yes;46 - 55
5082;38.0;admin.;single;secondary;no;262;no;no;cellular;3;feb;315;2;180;6;failure;yes;36 - 45
5083;26.0;blue-collar;single;secondary;no;191;yes;no;cellular;6;may;550;1;-1;0;unknown;yes;26 - 35
5084;27.0;admin.;married;tertiary;no;73;no;no;cellular;10;feb;159;1;-1;0;unknown;yes;26 - 35
5085;75.0;retired;married;primary;no;358;no;no;cellular;17;feb;364;11;-1;0;unknown;yes;66 + 
5086;32.0;technician;single;secondary;no;483;no;no;cellular;8;aug;580;3;-1;0;unknown;yes;26 - 35
5087;39.0;management;single;tertiary;no;5047;no;no;cellular;29;apr;218;4;-1;0;unknown;yes;36 - 45
5088;46.0;technician;single;secondary;no;5862;no;no;cellular;1;jun;84;1;-1;0;unknown;yes;46 - 55
5089;40.0;management;married;tertiary;no;0;yes;no;cellular;25;mar;506;2;-1;0;unknown;yes;36 - 45
5090;36.0;blue-collar;divorced;secondary;no;2843;no;no;cellular;14;aug;186;1;-1;0;unknown;yes;36 - 45
5091;54.0;self-employed;divorced;primary;no;351;yes;no;unknown;6;jun;642;2;-1;0;unknown;yes;46 - 55
5092;42.0;management;married;tertiary;no;372;yes;no;cellular;4;aug;153;3;1;2;success;yes;36 - 45
5093;42.0;management;married;tertiary;no;27696;no;no;cellular;12;may;176;2;89;5;success;yes;36 - 45
5094;37.0;blue-collar;single;secondary;no;133;yes;no;cellular;11;may;1388;2;-1;0;unknown;yes;36 - 45
5095;25.0;student;single;unknown;no;3;no;no;cellular;26;may;170;1;-1;0;unknown;yes;18 - 25
5096;29.0;management;single;tertiary;no;15459;no;no;cellular;18;feb;264;7;-1;0;unknown;yes;26 - 35
5097;32.0;management;single;tertiary;no;2551;yes;no;cellular;21;jul;638;3;-1;0;unknown;yes;26 - 35
5098;64.0;retired;married;secondary;no;571;yes;no;cellular;20;apr;1422;2;-1;0;unknown;yes;56 - 65
5099;55.0;management;married;tertiary;no;7803;no;no;cellular;15;jan;441;1;-1;0;unknown;yes;46 - 55
5100;56.0;management;married;primary;no;0;;no;cellular;3;feb;996;1;-1;0;unknown;yes;56 - 65
5101;28.0;admin.;single;unknown;no;24;yes;no;cellular;18;jul;415;2;-1;0;unknown;yes;26 - 35
5102;52.0;management;divorced;tertiary;no;2104;no;no;cellular;3;jun;210;2;-1;0;unknown;yes;46 - 55
5103;36.0;technician;divorced;secondary;no;3158;yes;no;cellular;3;jun;144;2;-1;0;unknown;yes;36 - 45
5104;25.0;student;married;tertiary;no;10;yes;no;cellular;21;jul;857;4;-1;0;unknown;yes;18 - 25
5105;66.0;self-employed;married;tertiary;no;147;no;no;telephone;12;jan;411;1;-1;0;unknown;yes;66 + 
5106;31.0;management;single;tertiary;no;12857;yes;no;telephone;4;may;483;4;87;2;success;yes;26 - 35
5107;43.0;technician;divorced;unknown;no;4389;no;no;telephone;2;jul;632;2;85;1;success;yes;36 - 45
5108;59.0;management;married;tertiary;no;474;no;no;cellular;21;aug;252;1;-1;0;unknown;yes;56 - 65
5109;35.0;management;married;unknown;no;2326;yes;yes;cellular;16;sep;319;1;-1;0;unknown;yes;26 - 35
5110;48.0;admin.;married;primary;no;3644;yes;yes;telephone;31;jul;1039;9;-1;0;unknown;yes;46 - 55
5111;38.0;admin.;married;tertiary;no;1988;no;no;cellular;27;mar;164;2;130;2;failure;yes;36 - 45
5112;27.0;admin.;married;secondary;no;1595;no;no;cellular;29;dec;196;2;197;2;success;yes;26 - 35
5113;25.0;student;single;secondary;no;331;no;no;telephone;26;aug;170;4;-1;0;unknown;yes;18 - 25
5114;56.0;management;married;unknown;no;4623;no;no;cellular;25;feb;305;1;192;1;success;yes;56 - 65
5115;54.0;management;divorced;tertiary;no;12018;yes;no;cellular;21;dec;267;2;-1;0;unknown;yes;46 - 55
5116;36.0;unemployed;married;tertiary;no;154;no;no;cellular;26;aug;556;7;-1;0;unknown;yes;36 - 45
5117;31.0;admin.;single;secondary;no;190;no;no;cellular;30;apr;514;1;-1;0;unknown;yes;26 - 35
5118;62.0;entrepreneur;married;secondary;no;3904;no;no;telephone;29;jan;403;2;-1;0;unknown;yes;56 - 65
5119;31.0;technician;single;tertiary;no;882;no;no;cellular;4;sep;293;1;93;1;success;yes;26 - 35
5120;66.0;retired;divorced;unknown;no;53;no;no;cellular;12;jul;562;4;-1;0;unknown;yes;66 + 
5121;32.0;management;single;tertiary;no;6542;yes;no;cellular;15;may;1598;4;175;5;failure;yes;26 - 35
5122;40.0;services;divorced;secondary;no;687;yes;no;cellular;2;feb;531;1;208;1;success;yes;36 - 45
5123;43.0;blue-collar;married;primary;no;3064;yes;no;cellular;20;nov;2453;2;-1;0;unknown;yes;36 - 45
5124;51.0;housemaid;divorced;secondary;no;9228;no;no;cellular;18;jul;655;4;-1;0;unknown;yes;46 - 55
5125;34.0;blue-collar;married;secondary;no;800;no;no;cellular;5;apr;144;1;-1;0;unknown;yes;26 - 35
5126;47.0;management;married;tertiary;no;3505;no;no;cellular;17;nov;434;2;-1;0;unknown;yes;46 - 55
5127;36.0;management;single;tertiary;no;5958;yes;no;cellular;22;sep;155;1;184;1;success;yes;36 - 45
5128;27.0;technician;single;tertiary;no;667;no;no;cellular;29;jan;866;2;-1;0;unknown;yes;26 - 35
5129;52.0;services;divorced;secondary;no;36;yes;yes;cellular;11;may;930;1;-1;0;unknown;yes;46 - 55
5130;44.0;housemaid;single;primary;no;1059;no;no;unknown;18;jun;2093;1;-1;0;unknown;yes;36 - 45
5131;26.0;technician;married;secondary;no;915;no;no;cellular;2;jun;384;1;-1;0;unknown;yes;26 - 35
5132;32.0;technician;married;secondary;no;1547;no;no;cellular;26;oct;289;1;805;4;other;yes;26 - 35
5133;34.0;management;married;tertiary;no;3050;yes;no;cellular;13;may;469;1;-1;0;unknown;yes;26 - 35
5134;35.0;technician;married;tertiary;no;7050;no;no;cellular;11;aug;222;3;182;4;success;yes;26 - 35
5135;32.0;management;single;tertiary;no;2;yes;no;cellular;11;sep;100;2;-1;0;unknown;yes;26 - 35
5136;43.0;self-employed;married;secondary;no;14144;yes;no;cellular;21;nov;504;1;-1;0;unknown;yes;36 - 45
5137;50.0;unemployed;married;primary;no;705;no;no;unknown;5;jun;504;1;-1;0;unknown;yes;46 - 55
5138;40.0;blue-collar;married;primary;no;1758;yes;no;unknown;16;may;1230;3;-1;0;unknown;yes;36 - 45
5139;29.0;self-employed;single;tertiary;no;476;yes;no;cellular;18;may;427;1;-1;0;unknown;yes;26 - 35
