id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3296,63,retired,married,secondary,False,2896.0,False,False,cellular,4,mar,180,2,-1,0,new_marketing_client,True
3297,32,management,single,tertiary,False,354.0,False,False,cellular,4,mar,177,2,133,5,other,True
3298,32,management,married,tertiary,False,2667.0,True,False,cellular,4,mar,251,1,181,4,failure,True
3299,42,management,married,tertiary,False,144.0,False,False,cellular,4,mar,148,1,87,4,failure,True
3300,26,admin.,single,tertiary,False,760.0,True,False,cellular,4,mar,456,2,281,5,success,True
3301,73,retired,single,secondary,False,1050.0,False,False,cellular,4,mar,562,3,181,2,failure,True
3302,26,student,single,secondary,False,5296.0,False,False,cellular,5,mar,229,1,205,1,failure,True
3303,60,admin.,married,secondary,False,12980.0,False,False,cellular,5,mar,115,1,-1,0,new_marketing_client,True
3304,25,blue-collar,single,secondary,False,509.0,False,False,cellular,5,mar,418,1,-1,0,new_marketing_client,True
3305,64,retired,married,tertiary,False,1644.0,False,False,telephone,5,mar,341,4,179,4,success,True
3306,68,retired,married,primary,False,451.0,False,False,cellular,5,mar,373,1,-1,0,new_marketing_client,True
3307,39,services,married,secondary,False,53.0,False,False,undefined_contact_type,5,mar,257,1,394,1,failure,True
3308,40,unemployed,single,secondary,False,334.0,False,False,cellular,5,mar,219,1,91,6,other,True
3309,37,management,married,tertiary,False,6771.0,False,False,cellular,5,mar,319,1,-1,0,new_marketing_client,True
3310,36,services,married,secondary,False,52.0,True,False,cellular,5,mar,498,2,179,7,success,True
3311,33,management,divorced,tertiary,False,2240.0,False,False,cellular,8,mar,264,2,278,1,success,True
3312,83,retired,married,tertiary,False,4761.0,False,False,telephone,8,mar,659,1,-1,0,new_marketing_client,True
3313,31,technician,married,tertiary,False,1570.0,True,False,cellular,8,mar,277,4,286,1,failure,True
3314,64,unemployed,divorced,secondary,False,588.0,False,False,cellular,8,mar,409,1,-1,0,new_marketing_client,True
3315,59,unemployed,married,secondary,False,957.0,False,False,cellular,8,mar,301,1,89,2,success,True
3316,33,management,single,tertiary,False,224.0,False,False,cellular,8,mar,241,2,-1,0,new_marketing_client,True
3317,35,management,married,tertiary,False,2161.0,False,False,cellular,9,mar,139,2,181,3,success,True
3318,69,retired,married,not_provided,False,426.0,False,False,telephone,9,mar,225,1,90,1,success,True
3319,31,management,single,tertiary,False,147.0,False,False,cellular,9,mar,469,1,181,2,success,True
3320,73,retired,married,primary,False,508.0,False,False,cellular,9,mar,176,1,-1,0,new_marketing_client,True
3321,35,technician,married,secondary,False,294.0,True,False,cellular,9,mar,301,1,90,4,success,True
3322,28,management,single,tertiary,False,1825.0,False,False,cellular,9,mar,236,1,-1,0,new_marketing_client,True
3323,34,management,married,tertiary,False,158.0,False,False,cellular,9,mar,212,3,181,6,success,True
3324,33,management,married,tertiary,False,0.0,True,False,cellular,9,mar,305,1,326,1,success,True
3325,36,services,married,secondary,False,4721.0,False,False,cellular,9,mar,288,2,90,3,success,True
3326,44,management,married,not_provided,False,282.0,False,False,cellular,9,mar,700,2,154,3,success,True
3327,19,student,single,not_provided,False,108.0,False,False,cellular,9,mar,273,2,182,1,success,True
3328,28,management,single,tertiary,False,187.0,False,False,cellular,9,mar,295,1,-1,0,new_marketing_client,True
3329,51,blue-collar,married,primary,False,3764.0,False,False,telephone,9,mar,450,3,181,6,success,True
3330,52,unemployed,married,secondary,False,1416.0,False,False,cellular,10,mar,436,2,182,1,success,True
3331,61,retired,married,secondary,False,2801.0,True,True,cellular,10,mar,239,1,-1,0,new_marketing_client,True
3332,39,management,married,tertiary,False,494.0,False,False,cellular,10,mar,106,2,478,3,failure,True
3333,37,unemployed,married,secondary,False,1978.0,False,False,cellular,11,mar,335,1,-1,0,new_marketing_client,True
3334,80,retired,married,primary,False,155.0,False,False,telephone,12,mar,290,1,93,2,success,True
3335,61,admin.,married,secondary,False,4608.0,False,False,cellular,12,mar,212,1,-1,0,new_marketing_client,True
3336,72,retired,married,secondary,False,951.0,False,True,cellular,12,mar,229,3,339,1,failure,True
3337,36,management,married,tertiary,False,495.0,False,False,cellular,12,mar,213,3,182,6,success,True
3338,74,retired,married,tertiary,False,1843.0,False,False,cellular,15,mar,192,1,185,2,success,True
3339,35,blue-collar,married,secondary,False,262.0,False,False,cellular,15,mar,427,1,181,3,success,True
3340,82,retired,divorced,primary,False,0.0,False,False,telephone,15,mar,506,2,195,1,other,True
3341,71,retired,married,tertiary,False,3561.0,False,False,telephone,15,mar,577,7,-1,0,new_marketing_client,True
3342,38,housemaid,single,secondary,False,465.0,True,False,cellular,16,mar,180,1,302,3,success,True
3343,38,management,married,not_provided,False,76.0,False,False,cellular,16,mar,261,1,-1,0,new_marketing_client,True
3344,53,admin.,married,secondary,False,1796.0,False,False,telephone,16,mar,295,1,91,2,success,True
3345,29,management,single,tertiary,False,874.0,True,False,cellular,16,mar,231,1,181,2,success,True
3346,64,retired,married,primary,False,2140.0,False,False,cellular,16,mar,881,3,155,2,failure,True
3347,35,unemployed,single,secondary,False,295.0,False,False,undefined_contact_type,17,mar,473,1,-1,0,new_marketing_client,True
3348,35,admin.,married,secondary,False,304.0,False,False,cellular,18,mar,237,1,-1,0,new_marketing_client,True
3349,46,management,divorced,tertiary,False,624.0,False,False,cellular,18,mar,420,1,276,1,other,True
3350,25,blue-collar,single,secondary,False,303.0,False,False,cellular,18,mar,265,1,-1,0,new_marketing_client,True
3351,46,management,married,tertiary,False,273.0,True,False,cellular,18,mar,910,2,184,4,success,True
3352,59,management,married,tertiary,False,3342.0,False,False,cellular,18,mar,467,2,188,6,other,True
3353,35,technician,single,secondary,False,1227.0,False,False,cellular,18,mar,593,4,90,6,other,True
3354,22,technician,single,secondary,False,283.0,True,False,cellular,22,mar,254,2,-1,0,new_marketing_client,True
3355,31,management,single,tertiary,False,3384.0,False,False,cellular,22,mar,247,3,187,3,success,True
3356,43,management,divorced,tertiary,False,2367.0,False,False,cellular,22,mar,173,2,181,4,success,True
3357,35,management,single,tertiary,False,5958.0,True,False,cellular,22,mar,215,1,-1,0,new_marketing_client,True
3358,60,admin.,married,secondary,False,3735.0,False,False,cellular,22,mar,248,1,90,10,success,True
3359,54,management,married,secondary,False,2693.0,False,False,cellular,22,mar,222,1,188,6,other,True
3360,29,self-employed,single,tertiary,False,655.0,False,False,cellular,23,mar,273,1,-1,0,new_marketing_client,True
3361,30,student,single,secondary,False,1681.0,False,False,cellular,23,mar,128,1,106,2,success,True
3362,28,management,single,tertiary,False,866.0,False,False,cellular,23,mar,191,2,-1,0,new_marketing_client,True
3363,43,services,married,secondary,False,774.0,False,False,cellular,25,mar,101,1,421,1,success,True
3364,37,services,married,secondary,False,2678.0,False,False,cellular,25,mar,156,1,-1,0,new_marketing_client,True
3365,62,management,married,tertiary,False,3371.0,False,False,cellular,25,mar,187,1,178,2,success,True
3366,57,management,married,tertiary,False,10583.0,False,False,cellular,25,mar,272,1,178,6,success,True
3367,33,management,single,tertiary,False,4176.0,False,False,cellular,26,mar,288,3,-1,0,new_marketing_client,True
3368,47,management,single,tertiary,False,334.0,True,False,cellular,26,mar,360,1,326,8,failure,True
3369,39,technician,single,tertiary,False,393.0,False,False,cellular,26,mar,281,1,-1,0,new_marketing_client,True
3370,30,self-employed,single,tertiary,False,916.0,False,False,cellular,29,mar,92,2,90,2,success,True
3371,28,admin.,single,tertiary,False,832.0,False,False,telephone,29,mar,433,3,342,1,failure,True
3372,57,management,divorced,tertiary,False,3287.0,False,False,cellular,30,mar,277,2,337,1,success,True
3373,23,services,single,secondary,False,488.0,False,False,cellular,30,mar,236,1,92,2,other,True
3374,56,housemaid,single,tertiary,False,1947.0,False,False,undefined_contact_type,30,mar,110,1,-1,0,new_marketing_client,True
3375,44,admin.,divorced,tertiary,False,558.0,True,False,cellular,31,mar,262,2,-1,0,new_marketing_client,True
3376,80,retired,divorced,primary,False,235.0,False,False,cellular,31,mar,577,1,223,3,other,True
3377,47,management,married,tertiary,False,288.0,False,False,cellular,31,mar,193,1,181,1,success,True
3378,27,student,single,secondary,False,6036.0,False,False,cellular,31,mar,175,1,181,1,failure,True
3379,26,management,single,tertiary,False,3.0,True,True,cellular,1,apr,149,1,350,1,success,True
3380,50,technician,divorced,secondary,False,0.0,False,False,cellular,1,apr,280,1,184,3,success,True
3381,84,retired,married,secondary,False,81204.0,False,False,telephone,1,apr,390,1,94,3,success,True
3382,86,retired,married,primary,False,5236.0,False,False,telephone,1,apr,558,2,-1,0,new_marketing_client,True
3383,46,management,married,not_provided,False,2466.0,False,False,telephone,1,apr,216,3,370,1,failure,True
3384,45,technician,married,secondary,False,1348.0,False,True,cellular,1,apr,358,2,-1,0,new_marketing_client,True
3385,60,blue-collar,married,primary,False,7929.0,False,False,undefined_contact_type,1,apr,111,1,-1,0,new_marketing_client,True
3386,47,admin.,married,secondary,False,70.0,True,False,cellular,5,apr,144,4,374,2,success,True
3387,53,admin.,married,secondary,False,459.0,False,False,cellular,5,apr,558,1,-1,0,new_marketing_client,True
3388,54,technician,married,secondary,False,2102.0,True,False,cellular,5,apr,547,1,626,2,failure,True
3389,19,student,single,secondary,False,394.0,False,False,cellular,5,apr,327,3,-1,0,new_marketing_client,True
3390,24,student,single,secondary,False,4126.0,False,False,cellular,5,apr,907,4,185,7,failure,True
3391,39,management,divorced,tertiary,False,224.0,False,False,cellular,5,apr,208,1,-1,0,new_marketing_client,True
3392,53,technician,married,tertiary,False,9001.0,False,False,cellular,5,apr,170,1,-1,0,new_marketing_client,True
3393,29,management,single,not_provided,False,560.0,False,False,cellular,5,apr,459,1,307,1,failure,True
3394,30,management,married,tertiary,False,102.0,True,False,cellular,5,apr,470,7,426,3,other,True
3395,32,management,single,secondary,False,1088.0,True,False,cellular,6,apr,317,1,363,2,success,True
3396,33,self-employed,single,tertiary,False,562.0,True,True,cellular,6,apr,196,1,363,1,failure,True
3397,33,management,single,tertiary,False,718.0,True,False,cellular,6,apr,122,1,98,2,success,True
3398,57,retired,married,not_provided,False,230.0,False,False,cellular,6,apr,177,2,210,3,failure,True
3399,27,technician,single,tertiary,False,-67.0,True,False,cellular,6,apr,604,3,236,2,failure,True
3400,55,management,married,tertiary,False,3848.0,True,False,cellular,8,apr,222,2,-1,0,new_marketing_client,True
3401,36,management,single,tertiary,False,579.0,False,False,undefined_contact_type,12,apr,481,1,-1,0,new_marketing_client,True
3402,26,management,single,tertiary,False,1646.0,False,False,cellular,12,apr,524,4,206,5,success,True
3403,31,admin.,married,secondary,False,1229.0,False,False,cellular,12,apr,176,1,-1,0,new_marketing_client,True
3404,25,unemployed,single,primary,False,129.0,False,False,cellular,12,apr,176,3,-1,0,new_marketing_client,True
3405,49,admin.,married,secondary,False,197.0,True,False,cellular,13,apr,223,1,182,2,failure,True
3406,30,management,single,tertiary,False,3779.0,False,False,cellular,13,apr,1093,1,-1,0,new_marketing_client,True
3407,32,management,single,tertiary,False,2016.0,False,False,cellular,13,apr,232,1,348,1,success,True
3408,36,management,single,tertiary,False,436.0,False,False,cellular,13,apr,567,1,595,2,failure,True
3409,38,management,married,tertiary,False,413.0,False,False,cellular,13,apr,240,1,179,2,failure,True
3410,45,blue-collar,single,primary,False,116.0,False,False,undefined_contact_type,13,apr,122,1,-1,0,new_marketing_client,True
3411,36,management,single,not_provided,False,62.0,False,False,cellular,13,apr,398,2,-1,0,new_marketing_client,True
3412,23,student,single,secondary,False,107.0,False,False,cellular,13,apr,256,5,181,2,success,True
3413,38,technician,married,secondary,False,497.0,False,False,undefined_contact_type,14,apr,173,1,-1,0,new_marketing_client,True
3414,44,services,married,primary,False,2557.0,True,False,cellular,14,apr,250,1,181,8,success,True
3415,35,management,single,tertiary,False,2646.0,False,False,cellular,14,apr,133,8,183,2,success,True
3416,75,retired,married,secondary,False,3771.0,False,False,telephone,15,apr,185,1,181,2,success,True
3417,26,technician,single,tertiary,False,1066.0,False,False,cellular,15,apr,200,1,-1,0,new_marketing_client,True
3418,59,technician,married,secondary,False,1.0,False,False,cellular,15,apr,159,2,378,3,failure,True
3419,30,management,single,tertiary,False,232.0,False,False,cellular,15,apr,141,1,-1,0,new_marketing_client,True
3420,36,blue-collar,married,primary,False,1177.0,False,False,cellular,15,apr,330,1,311,4,success,True
3421,39,technician,married,secondary,False,603.0,False,True,cellular,15,apr,214,1,-1,0,new_marketing_client,True
3422,24,management,single,tertiary,False,736.0,True,False,cellular,15,apr,442,2,246,2,other,True
3423,22,services,single,secondary,False,129.0,False,False,cellular,15,apr,218,2,181,1,success,True
3424,36,management,married,tertiary,False,-115.0,True,False,cellular,16,apr,297,4,182,2,other,True
3425,22,management,single,tertiary,False,104.0,False,True,cellular,16,apr,330,3,-1,0,new_marketing_client,True
3426,34,management,married,tertiary,False,589.0,False,False,cellular,19,apr,125,2,-1,0,new_marketing_client,True
3427,22,student,single,primary,False,3472.0,False,False,cellular,19,apr,529,1,181,4,success,True
3428,57,management,married,tertiary,False,2845.0,True,False,telephone,19,apr,1143,5,-1,0,new_marketing_client,True
3429,30,student,single,tertiary,False,7529.0,False,False,cellular,20,apr,175,6,183,1,success,True
3430,55,unemployed,divorced,secondary,False,309.0,False,False,cellular,20,apr,167,1,181,3,success,True
3431,38,blue-collar,divorced,secondary,False,0.0,True,False,telephone,20,apr,162,1,181,5,success,True
3432,39,blue-collar,single,secondary,False,1672.0,True,False,cellular,20,apr,462,1,648,1,failure,True
3433,38,technician,single,secondary,False,1711.0,False,False,cellular,20,apr,379,3,202,1,success,True
3434,24,admin.,single,secondary,False,1295.0,False,False,cellular,21,apr,476,1,-1,0,new_marketing_client,True
3435,30,student,single,secondary,False,2046.0,False,False,telephone,21,apr,595,3,254,1,failure,True
3436,29,blue-collar,single,tertiary,False,455.0,False,False,telephone,21,apr,403,1,-1,0,new_marketing_client,True
3437,25,student,single,not_provided,False,722.0,False,False,telephone,21,apr,623,2,-1,0,new_marketing_client,True
3438,52,technician,married,secondary,False,371.0,True,True,cellular,21,apr,224,2,182,1,success,True
3439,62,management,married,tertiary,False,997.0,False,False,cellular,22,apr,554,1,304,2,success,True
3440,40,technician,married,tertiary,False,206.0,False,False,cellular,23,apr,499,6,185,4,success,True
3441,76,retired,married,secondary,False,820.0,False,False,telephone,23,apr,263,4,-1,0,new_marketing_client,True
3442,31,admin.,single,secondary,False,410.0,False,False,cellular,23,apr,342,1,-1,0,new_marketing_client,True
3443,42,self-employed,married,secondary,False,1216.0,True,False,cellular,23,apr,296,1,521,1,failure,True
3444,43,technician,single,not_provided,False,11115.0,False,False,cellular,23,apr,291,1,182,3,success,True
3445,73,retired,married,primary,False,796.0,False,False,cellular,23,apr,888,1,182,3,success,True
3446,41,management,divorced,tertiary,False,5037.0,False,False,cellular,23,apr,252,9,185,5,other,True
3447,77,management,married,not_provided,False,1780.0,True,False,cellular,23,apr,361,2,182,5,success,True
3448,46,admin.,divorced,primary,False,429.0,True,False,cellular,26,apr,465,2,369,2,success,True
3449,35,technician,married,secondary,False,2779.0,False,False,cellular,26,apr,182,2,186,2,success,True
3450,26,management,single,tertiary,False,222.0,False,False,cellular,26,apr,192,1,334,1,failure,True
3451,45,blue-collar,single,secondary,False,0.0,True,False,cellular,26,apr,1472,1,192,4,failure,True
3452,29,management,single,tertiary,False,1445.0,False,False,cellular,26,apr,328,2,143,2,success,True
3453,30,technician,single,tertiary,False,655.0,False,False,cellular,26,apr,212,1,202,2,success,True
3454,26,unemployed,single,tertiary,False,77.0,False,False,cellular,26,apr,175,1,-1,0,new_marketing_client,True
3455,63,blue-collar,married,primary,False,115.0,False,False,telephone,27,apr,325,1,180,7,failure,True
3456,37,unemployed,single,secondary,False,2722.0,False,False,telephone,27,apr,426,2,179,3,other,True
3457,26,management,single,tertiary,False,1438.0,False,False,cellular,27,apr,321,1,449,1,other,True
3458,54,admin.,married,not_provided,False,140.0,False,False,telephone,27,apr,473,2,182,2,failure,True
3459,30,admin.,single,secondary,False,915.0,True,False,undefined_contact_type,27,apr,370,1,-1,0,new_marketing_client,True
3460,61,retired,married,secondary,False,1058.0,False,False,cellular,27,apr,159,3,-1,0,new_marketing_client,True
3461,69,retired,married,secondary,False,0.0,False,False,cellular,28,apr,184,2,126,2,other,True
3462,76,self-employed,married,not_provided,False,4984.0,False,False,telephone,28,apr,403,1,182,1,success,True
3463,30,management,single,tertiary,False,697.0,False,False,cellular,28,apr,545,2,181,8,success,True
3464,64,retired,married,secondary,False,4787.0,False,False,cellular,28,apr,392,1,182,1,success,True
3465,55,housemaid,married,secondary,False,962.0,True,False,cellular,28,apr,623,1,181,3,success,True
3466,55,technician,married,tertiary,False,1320.0,False,False,cellular,28,apr,387,2,-1,0,new_marketing_client,True
3467,29,management,single,tertiary,False,2955.0,False,False,cellular,29,apr,226,2,-1,0,new_marketing_client,True
3468,41,unemployed,married,tertiary,False,0.0,False,False,cellular,29,apr,882,1,181,3,success,True
3469,63,retired,married,primary,False,12067.0,False,False,telephone,29,apr,660,1,191,1,failure,True
3470,45,admin.,married,secondary,False,3006.0,False,False,cellular,29,apr,388,2,-1,0,new_marketing_client,True
3471,32,technician,single,tertiary,False,388.0,False,False,cellular,29,apr,250,3,-1,0,new_marketing_client,True
3472,41,self-employed,married,tertiary,False,0.0,True,False,telephone,29,apr,395,3,426,1,other,True
3473,37,management,married,secondary,False,565.0,False,False,cellular,29,apr,449,1,398,1,success,True
3474,19,student,single,secondary,False,329.0,False,False,cellular,30,apr,169,1,190,2,success,True
3475,61,retired,divorced,secondary,False,4243.0,False,False,cellular,30,apr,315,1,182,2,success,True
3476,40,unemployed,single,tertiary,False,72.0,False,False,cellular,30,apr,463,1,-1,0,new_marketing_client,True
3477,30,management,married,tertiary,False,4328.0,False,False,cellular,30,apr,262,3,189,11,other,True
3478,54,technician,married,tertiary,False,395.0,False,False,cellular,30,apr,183,1,183,2,success,True
3479,49,admin.,married,secondary,False,0.0,False,False,cellular,30,apr,551,1,-1,0,new_marketing_client,True
3480,45,admin.,married,secondary,False,205.0,False,False,cellular,4,may,552,1,90,2,success,True
3481,48,blue-collar,married,secondary,False,1730.0,True,False,cellular,4,may,361,1,89,3,success,True
3482,60,blue-collar,married,primary,False,5.0,False,False,cellular,4,may,494,1,95,2,success,True
3483,34,unemployed,single,secondary,False,1965.0,False,False,telephone,4,may,714,1,-1,0,new_marketing_client,True
3484,29,housemaid,single,tertiary,False,19.0,False,False,cellular,4,may,268,1,88,4,success,True
3485,77,retired,married,tertiary,False,7802.0,False,False,telephone,4,may,421,1,92,2,success,True
3486,64,management,married,not_provided,False,2352.0,False,False,cellular,4,may,153,2,182,11,success,True
3487,80,retired,married,primary,False,155.0,False,False,telephone,4,may,209,1,53,3,success,True
3488,26,technician,single,tertiary,False,401.0,False,False,cellular,5,may,188,2,-1,0,new_marketing_client,True
3489,33,admin.,married,tertiary,False,79.0,True,False,cellular,5,may,389,1,195,4,success,True
3490,41,technician,single,tertiary,False,1646.0,True,False,cellular,5,may,258,1,90,7,success,True
3491,28,management,single,tertiary,False,437.0,False,False,cellular,5,may,338,1,-1,0,new_marketing_client,True
3492,74,retired,married,secondary,False,935.0,False,False,cellular,5,may,226,1,99,2,failure,True
3493,29,student,single,not_provided,False,2929.0,False,False,cellular,5,may,232,1,89,4,other,True
3494,72,retired,married,primary,False,2304.0,False,False,telephone,5,may,510,4,-1,0,new_marketing_client,True
3495,18,student,single,not_provided,False,348.0,False,False,cellular,5,may,443,4,-1,0,new_marketing_client,True
3496,46,blue-collar,married,secondary,False,640.0,True,False,cellular,6,may,246,1,55,5,success,True
3497,37,technician,married,tertiary,False,88.0,False,False,cellular,6,may,195,1,90,3,other,True
3498,37,management,married,tertiary,False,2283.0,False,False,cellular,6,may,243,2,98,2,failure,True
3499,32,technician,married,secondary,False,473.0,False,True,cellular,7,may,292,3,-1,0,new_marketing_client,True
3500,51,technician,married,tertiary,False,0.0,False,False,cellular,7,may,662,2,66,2,success,True
3501,77,not_provided,married,not_provided,False,397.0,False,False,telephone,7,may,300,3,-1,0,new_marketing_client,True
3502,35,management,married,tertiary,False,62.0,False,False,cellular,7,may,226,2,88,4,success,True
3503,53,management,married,tertiary,False,3634.0,False,False,cellular,7,may,211,4,88,8,success,True
3504,46,management,married,tertiary,False,273.0,True,False,cellular,10,may,583,6,53,6,success,True
3505,78,retired,divorced,secondary,False,3417.0,False,False,cellular,12,may,309,1,181,1,success,True
3506,34,technician,married,secondary,False,133.0,False,False,cellular,12,may,171,2,181,3,success,True
3507,54,management,married,tertiary,False,1624.0,False,False,cellular,12,may,166,3,182,10,success,True
3508,33,services,married,secondary,False,386.0,False,False,cellular,12,may,317,1,181,5,success,True
3509,23,student,single,not_provided,False,2530.0,False,False,cellular,12,may,411,1,-1,0,new_marketing_client,True
3510,34,technician,single,tertiary,False,2838.0,True,False,cellular,13,may,620,3,-1,0,new_marketing_client,True
3511,32,unemployed,single,secondary,False,1026.0,True,False,cellular,13,may,289,1,-1,0,new_marketing_client,True
3512,54,not_provided,married,secondary,False,2206.0,False,False,cellular,13,may,260,1,91,4,success,True
3513,40,admin.,married,secondary,False,260.0,True,False,cellular,13,may,306,1,181,5,success,True
3514,63,retired,divorced,tertiary,False,0.0,False,False,cellular,13,may,263,1,181,2,success,True
3515,37,management,married,tertiary,False,2987.0,True,False,cellular,13,may,216,1,87,10,success,True
3516,48,blue-collar,married,secondary,False,1230.0,True,False,cellular,13,may,328,2,182,3,success,True
3517,28,technician,single,secondary,False,2335.0,False,False,cellular,13,may,624,1,-1,0,new_marketing_client,True
3518,35,management,married,tertiary,False,8000.0,False,False,cellular,13,may,331,1,90,3,success,True
3519,29,management,single,tertiary,False,-27.0,False,False,cellular,13,may,270,1,-1,0,new_marketing_client,True
3520,68,retired,married,secondary,False,1146.0,False,False,cellular,13,may,356,1,71,5,success,True
3521,53,blue-collar,single,secondary,False,1004.0,False,False,cellular,13,may,393,1,84,1,other,True
3522,37,technician,single,tertiary,False,197.0,False,False,cellular,13,may,234,1,87,3,success,True
3523,58,admin.,married,secondary,False,169.0,False,False,cellular,13,may,336,3,87,5,success,True
3524,37,management,married,tertiary,False,393.0,True,False,cellular,14,may,567,3,275,4,failure,True
3525,37,admin.,married,tertiary,False,29.0,False,False,cellular,14,may,404,2,183,2,other,True
3526,34,admin.,married,secondary,False,920.0,False,False,cellular,14,may,526,3,179,3,success,True
3527,50,admin.,married,secondary,False,3608.0,True,False,cellular,14,may,196,8,182,4,success,True
3528,56,management,married,primary,False,870.0,False,False,cellular,14,may,220,1,179,1,success,True
3529,57,retired,married,primary,False,9367.0,False,False,cellular,14,may,700,4,92,7,success,True
3530,29,unemployed,single,primary,False,1374.0,False,False,cellular,14,may,1205,2,178,7,success,True
3531,75,retired,married,tertiary,False,6027.0,False,False,cellular,14,may,809,1,179,4,success,True
3532,24,management,single,tertiary,False,1.0,False,False,cellular,14,may,396,5,-1,0,new_marketing_client,True
3533,46,management,married,tertiary,False,349.0,False,False,cellular,14,may,466,4,88,3,success,True
3534,27,student,single,tertiary,False,39.0,False,False,cellular,17,may,379,1,258,10,other,True
3535,52,management,married,tertiary,False,583.0,False,False,cellular,17,may,376,1,181,3,success,True
3536,38,management,married,tertiary,False,1276.0,False,False,cellular,17,may,272,2,182,3,success,True
3537,33,management,single,tertiary,False,2364.0,False,False,cellular,17,may,508,1,-1,0,new_marketing_client,True
3538,53,admin.,married,secondary,False,53.0,True,False,cellular,18,may,387,1,-1,0,new_marketing_client,True
3539,64,retired,married,secondary,False,1612.0,False,False,cellular,18,may,336,1,89,5,failure,True
3540,84,retired,divorced,primary,False,639.0,False,False,telephone,18,may,353,3,-1,0,new_marketing_client,True
3541,62,retired,married,secondary,False,3114.0,False,False,cellular,18,may,243,2,186,1,success,True
3542,41,admin.,married,tertiary,False,1.0,True,False,telephone,18,may,327,2,361,3,failure,True
3543,29,admin.,single,secondary,False,1070.0,True,False,undefined_contact_type,19,may,30,1,357,1,other,True
3544,53,technician,married,secondary,False,195.0,True,False,cellular,19,may,472,1,90,6,success,True
3545,30,technician,single,secondary,False,3144.0,False,False,cellular,19,may,212,2,-1,0,new_marketing_client,True
3546,37,management,married,tertiary,False,3236.0,False,False,cellular,20,may,291,2,202,5,other,True
3547,78,retired,married,not_provided,False,3208.0,False,False,telephone,20,may,351,3,-1,0,new_marketing_client,True
3548,47,blue-collar,married,secondary,False,1568.0,True,False,cellular,21,may,226,3,91,8,success,True
3549,61,technician,married,secondary,False,1191.0,False,False,cellular,21,may,214,4,-1,0,new_marketing_client,True
3550,46,self-employed,married,secondary,False,706.0,False,False,cellular,21,may,588,1,386,3,failure,True
3551,31,unemployed,single,secondary,False,2616.0,False,False,cellular,21,may,374,1,185,2,other,True
3552,21,student,single,secondary,False,215.0,False,False,cellular,24,may,382,1,89,7,success,True
3553,71,retired,married,primary,False,3230.0,False,False,cellular,24,may,341,2,133,3,failure,True
3554,52,admin.,single,secondary,False,726.0,True,False,cellular,24,may,699,1,378,9,failure,True
3555,25,student,single,secondary,False,3713.0,False,False,cellular,24,may,323,2,353,3,other,True
3556,60,technician,married,secondary,False,0.0,False,False,cellular,25,may,641,4,-1,0,new_marketing_client,True
3557,30,admin.,single,secondary,False,265.0,True,False,cellular,25,may,681,1,181,2,success,True
3558,29,unemployed,single,tertiary,False,70.0,False,False,cellular,25,may,393,1,-1,0,new_marketing_client,True
3559,52,management,married,tertiary,False,388.0,False,False,cellular,25,may,272,1,-1,0,new_marketing_client,True
3560,59,management,married,primary,False,1727.0,False,False,telephone,25,may,500,4,358,2,failure,True
3561,38,technician,married,secondary,False,205.0,False,False,cellular,26,may,332,1,-1,0,new_marketing_client,True
3562,33,services,single,secondary,False,2881.0,False,False,cellular,26,may,289,1,328,1,success,True
3563,31,technician,single,secondary,False,846.0,False,False,cellular,26,may,405,3,205,2,failure,True
3564,40,technician,married,secondary,False,2266.0,False,False,cellular,26,may,175,3,89,7,other,True
3565,28,technician,married,secondary,False,742.0,False,False,cellular,26,may,236,1,-1,0,new_marketing_client,True
3566,66,management,married,not_provided,False,2149.0,True,False,cellular,26,may,135,2,90,11,success,True
3567,32,admin.,single,secondary,False,344.0,False,False,cellular,26,may,530,2,-1,0,new_marketing_client,True
3568,67,retired,married,primary,False,1430.0,False,False,telephone,26,may,283,2,135,5,success,True
3569,39,unemployed,divorced,secondary,False,265.0,True,False,undefined_contact_type,27,may,93,1,555,2,other,True
3570,46,housemaid,married,secondary,False,38.0,False,False,cellular,27,may,181,3,183,1,success,True
3571,54,retired,married,secondary,False,3538.0,False,False,cellular,27,may,820,1,-1,0,new_marketing_client,True
3572,47,services,divorced,not_provided,False,973.0,False,False,cellular,27,may,489,1,479,1,failure,True
3573,45,technician,married,secondary,False,1831.0,False,False,cellular,27,may,275,2,-1,0,new_marketing_client,True
3574,63,blue-collar,married,secondary,False,641.0,False,False,cellular,27,may,417,2,-1,0,new_marketing_client,True
3575,60,unemployed,married,secondary,False,1047.0,False,False,cellular,27,may,173,3,279,4,success,True
3576,29,management,married,tertiary,False,8103.0,False,False,cellular,28,may,473,3,-1,0,new_marketing_client,True
3577,33,services,single,not_provided,False,523.0,True,False,undefined_contact_type,28,may,86,1,-1,0,new_marketing_client,True
3578,48,housemaid,married,secondary,False,0.0,False,False,cellular,28,may,270,5,-1,0,new_marketing_client,True
3579,26,technician,single,tertiary,False,515.0,False,False,cellular,31,may,775,1,-1,0,new_marketing_client,True
3580,55,admin.,married,secondary,False,8304.0,False,False,cellular,1,jun,201,1,-1,0,new_marketing_client,True
3581,36,technician,married,secondary,False,1368.0,False,False,cellular,1,jun,516,1,292,5,failure,True
3582,33,admin.,single,tertiary,False,272.0,True,False,cellular,1,jun,326,1,237,2,failure,True
